z,DM_over_rd_obs,sigma,V3_DM_pred,V3_DM_over_rd_pred,V3_resid,V3_resid_sigma,LCDM_DM_pred,LCDM_DM_over_rd_pred,LCDM_resid,LCDM_resid_sigma
0.51,13.62,0.25,1738.601275803416,13.54065701457407,-0.07934298542592977,-0.3173719417037191,1984.8265129863971,13.350556114959357,-0.26944388504064243,-1.0777755401625697
0.706,16.85,0.32,2257.232736696003,17.579887185775238,0.7298871857752367,2.2808974555476147,2602.3796720815712,17.50440938653093,0.6544093865309293,2.045029332909154
0.93,21.71,0.28,2775.5004320537896,21.616284260964687,-0.09371573903531427,-0.3346990679832652,3223.400178930265,21.681585109939263,-0.02841489006073772,-0.10148175021692041
1.317,27.79,0.69,3524.416428642593,27.449027388252908,-0.34097261174709104,-0.49416320543056674,4120.448618857504,27.715409958976544,-0.07459004102345546,-0.10810150872964559
2.33,39.71,0.94,4913.042909644938,38.26399408722694,-1.4460059127730602,-1.5383041625245322,5760.928212500598,38.74978234723371,-0.9602176527662891,-1.0215081412407332
