lna,a,A,omega,h,h2
-6.168511443853191,0.0020943512407478747,0.9998884866890644,-1.0455022680897699,6251.013774893779,39075173.21391177
-6.165518446767034,0.002100629017906819,0.9998879850697577,-1.044925449338769,6221.8761136796375,38711742.37397723
-6.1625254489616434,0.002106925614096214,0.9998874813446841,-1.0445131213055507,6192.877243857087,38351728.55748295
-6.159532450438697,0.0021132410857312807,0.9998869754014381,-1.0443502277998735,6164.016483858123,37995099.21327466
-6.156539451199884,0.0021195754893963206,0.9998864671091012,-1.0444201866991076,6135.293155543012,37641822.10445293
-6.153546451246881,0.002125928881845288,0.9998859563668375,-1.044614505646714,6106.706584313167,37291865.30689378
-6.150553450581319,0.002132301320002358,0.9998854431394857,-1.0447784827048134,6078.256099187057,36945197.20730466
-6.147560449204779,0.0021386928609624556,0.9998849274663347,-1.0447736032904644,6049.941032803086,36601786.50039447
-6.144567447118797,0.0021451035619917454,0.9998844094402665,-1.044531476628188,6021.76072134349,36261602.18511527
-6.141574444324898,0.002151533480528093,0.9998838891662041,-1.0440785072854386,5993.714504404514,35924613.560309045
-6.138581440824618,0.0021579826741815133,0.9998833667156739,-1.0435227771036877,5965.801724858384,35590790.220323265
-6.135588436619531,0.002164451200734636,0.9998828420953292,-1.0430096519091259,5938.021728753817,35260102.05115247
