VARNAMES:,CID,CIDint,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,LENSDMU,LENSDMUERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_LOGsSFR_ERR,HOST_COLOR,HOST_COLOR_ERR,HOST_MAG_g,HOST_MAG_i,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_i,HOST_SBMAG_g,HOST_SBMAG_i,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,SNRSUM,BANDLIST,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RADIUS_POP,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2_BEAMS,PROBCC_BEAMS,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,IDSAMPLE,IZBIN
SN:,1257366,1257366,10,1,C1,3,0,0.21182,0.001,0.21136,0.001,0.21136,0.00157,0,300,0,0,0.00984751,1,1,446,-9,-9,0.2118,0.001,53.900276,-26.96896,2.563,1.445,-9,10.76,0.019,0.908,1.769,-9.868,1.77211,1.188,-999,20.48,19.02,57.24,166.56,23.10575,21.94607,56615.0977,65.29417,50.83327,33.89194,133.98656,griz,56611.7383,0.1845,-0.775407,0.2044,0.10448,0.0242166,21.15281,0.0324421,6.20694E-05,1.85465E-06,0.0022219,-2.20373E-07,-3.74163E-08,40,25.73691,0.9608,0.433714,0.9993,0.96,1,0.9999,1,0,40.13584,40.08882,0.16487,0.164,0.0548,0.0113,0.0618,0.375,-0.0148,0.0196,0.33,0,5464,-0.0986,0.006,1,0.0228,6,7
SN:,1254671,1254671,10,0,C1,3,0,0.47119,0.001,0.47065,0.001,0.47065,0.00178,0,300,0,0,0.0091629,1,3,1086,-9,-9,0.4712,0.001,54.306995,-27.422146,1.535,1.257,-2.64767,9.678,0.016,1.108,0.025,-8.569,0.0414005,0.164,-999,23.15,21.93,7.38,21.26,25.32986,24.18109,56594.1406,18.40833,13.03138,8.7471,43.20428,riz,56586.7148,0.4206,-0.0181945,0.59485,-0.000951417,0.0520442,22.80392,0.0622172,1.35654E-05,7.77356E-07,0.008994,-3.38101E-07,-2.66916E-08,36,38.87075,0.34168,0.006844,0.9986,0.9632,0.9999,0.9998,0.9999,0,42.18959,42.09271,0.19718,0.1977,0.1659,0.0055,0.1007,0.511,-0.0038,0.0132,0.81,0.000009048,15698,-0.0752,0.003,1,0.0101,6,13
SN:,1262016,1262016,10,0,X3,3,0,0.46812,0.001,0.46694,0.001,0.46694,0.00178,0,300,0,0,0.0231874,1,1,17957,-9,-9,0.4681,0.001,36.069851,-4.863433,0.514,0.541,-9,9.422,0.025,1.273,0.364,-8.106,0.36461,0.131,-999,23.29,22.11,8.75,28.61,25.14498,23.85871,56654.0898,79.52695,40.41507,37.63142,155.53294,riz,56656.75,0.293,0.82467,0.31438,-0.0618699,0.0257349,22.42493,0.0285974,1.92321E-05,5.06558E-07,0.00264963,-8.92707E-08,-1.04485E-08,20,13.09663,0.8732,0.343653,0.9998,1,1,0.9998,1,0,42.05559,42.0733,0.1256,0.1259,0.0776,0.0055,-0.0139,-0.111,-0.0038,0.0132,-0.34,0,3920,0.0135,0.004,1,0.0085,2,13
SN:,1253816,1253816,10,0,X3,3,0,0.90975,0.001,0.90824,0.001,0.90824,0.00216,0,300,0,0,0.0246093,1,1,19983,-9,-9,0.9097,0.001,36.953506,-4.989358,2.445,2.355,-9,10.475,0.008,0.734,0.305,-9.732,0.30891,0.803,-999,24.75,23.11,0.79,3.5,27.5,26.13983,56579.2656,12.13975,8.27334,-99,27.79015,iz,56572.8125,1.2141,-0.995819,0.83385,-0.0338322,0.13188,24.57719,0.0531988,2.64925E-06,1.29807E-07,0.00170461,-5.26607E-08,-7.57895E-10,24,26.27214,0.3395,0.350574,0.7504,0.9417,0.9996,0.9976,0.7932,0,44.03794,43.8125,0.18993,0.1935,0.4478,0.0031,0.2171,1.143,0.0083,0.0289,1.81,0.03308,2302,-0.1786,0.01,0.179,0,2,18
SN:,1257646,1257646,10,0,C3,3,0,0.84169,0.001,0.84094,0.001,0.84094,0.0021,0,300,0,0,0.00948674,1,1,6189,-9,-9,0.8417,0.001,51.994774,-27.733772,0.252,0.289,-9,10.937,0.027,0.134,10.134,-10.781,10.1342,1.553,-999,25.66,22.33,1.45,27.89,27.09658,23.88638,56611.2852,12.24246,8.21783,-99,31.17323,iz,56610.7109,0.895,-0.541062,0.6353,0.0261457,0.10811,24.24158,0.0515595,3.60885E-06,1.71377E-07,-0.00669792,-5.63223E-08,-6.74056E-09,30,24.34793,0.75606,0.200307,0.9667,0.9435,0.9996,0.9989,0.9924,0,43.58194,43.60841,0.2687,0.2724,0.3631,0.0033,-0.0136,-0.05,-0.0129,0.0174,1.17,0.000789,8169,-0.1701,0.006,0.542,0,3,17
SN:,1250882,1250882,10,0,C3,3,0,0.74728,0.001,0.74658,0.001,0.74658,0.00201,0,300,0,0,0.00761137,1,3,4887,-9,-9,0.7473,0.001,52.342525,-27.732635,0.586,0.781,-3.30909,9.835,0.037,0.893,0.409,-8.925,0.41352,0.281,-999,24.04,22.64,4.5,16.62,25.86697,24.44842,56536.2578,12.36524,11.96309,9.84266,39.11615,riz,56556.4883,0.65,-0.203613,0.6039,0.1271,0.0576524,24.37665,0.0494357,3.18669E-06,1.45096E-07,0.01503,-6.44151E-08,-4.18978E-09,44,30.37313,0.94111,0.429085,0.9609,0.995,0.9585,0.9969,0.0001,0,43.44188,43.29485,0.22458,6.7654,0.1728,0.0037,0.1292,0.575,0.0179,0.0134,2.8,0.9988,1371,-0.1887,0.017,1,0.0193,3,16
SN:,1250896,1250896,10,0,X3,3,0,0.8812,0.001,0.87972,0.001,0.87971,0.00213,0,300,0,0,0.0281673,1,2,19114,-9,-9,0.8812,0.001,37.018879,-4.910794,0.772,0.916,-2.59394,11.431,0.054,-7.123,2.877,-18.521,2.87817,1.667,-999,25.47,22.17,1.09,30.12,27.40643,23.80286,56552.207,11.69694,7.02788,-99,28.31413,iz,56555.9453,0.9649,0.57614,0.95232,0.15323,0.1201,24.38857,0.0681312,3.15189E-06,1.97785E-07,0.0104948,-1.4385E-07,-5.61515E-09,26,11.08467,0.99527,0.545665,0.975,0.995,0.9995,0.9989,0.9308,0,43.79315,43.72821,0.18162,0.1846,0.4108,0.0032,0.0779,0.429,-0.0129,0.0174,0.58,0.006702,1584,-0.4455,0.01,0.194,0,2,17
SN:,1257419,1257419,10,0,C2,3,0,0.40412,0.001,0.40361,0.001,0.40361,0.00172,0,300,0,0,0.00914893,1,1,3597,-9,-9,0.4041,0.001,53.678093,-29.525766,0.206,0.141,-9,10.484,0.042,1.848,0.154,-8.62,0.15689,0.49,-999,22.18,20.68,36.47,137.48,23.59516,22.1544,56615.0391,35.60903,21.4168,12.52384,61.37144,riz,56609.4258,0.3931,0.40542,0.4393,0.0237888,0.0429559,22.28424,0.0491084,2.18929E-05,9.90228E-07,0.00758578,-3.00752E-07,-3.38249E-08,33,30.26244,0.60411,0.156686,0.9978,0.9187,1,0.9999,1,0,41.68997,41.69909,0.15545,0.1559,0.1143,0.0063,0.0213,0.137,-0.0304,0.0149,0.09,0,15882,-0.0685,0.003,1,0.0098,6,11
SN:,1251381,1251381,10,0,S2,3,0,0.45412,0.001,0.45305,0.001,0.45305,0.00176,0,300,0,0,0.0258941,1,1,13099,-9,-9,0.4541,0.001,41.070629,-0.842338,0.733,0.945,-9,10.81,0.044,0.392,10.392,-10.381,10.39215,1.387,-999,23.23,20.81,11.68,113.16,24.83139,22.36577,56563.2188,10.69259,10.43196,-99,26.52206,ri,56559.1406,0.919,1.86437,1.14254,0.14892,0.1086,23.24344,0.1014,9.04946E-06,8.45188E-07,0.0302288,-7.08686E-07,-6.24281E-08,23,26.78974,0.26502,0.795376,0.9989,0.3445,0.9994,0.6648,0.9974,0,42.5177,41.99553,0.3439,0.3427,0.3378,0.0057,0.5186,1.508,0.0036,0.013,3.93,0.0008353,412,-0.0844,0.022,1,0.0029,5,12
SN:,1255130,1255130,10,0,E2,3,0,0.62529,0.001,0.62411,0.001,0.62411,0.00191,0,300,0,0,0.00684926,1,3,8184,-9,-9,0.6253,0.001,9.549363,-43.56831,3.105,3.025,-0.70332,10.598,0.052,0.739,2.243,-9.868,2.24574,0.873,-999,23.29,20.98,0.62,3.1,27.5,26.2716,56579.0156,14.23958,10.92939,7.5224,30.11656,riz,56582.3594,0.7791,0.75038,0.84001,-0.216269,0.0630245,23.25552,0.0675191,8.94935E-06,5.56537E-07,0.016913,-3.76923E-07,-1.21607E-08,35,33.54648,0.53829,0.763055,0.9998,0.0973,1,0.9907,0.9999,0,43.01173,42.82571,0.16225,0.1665,0.2308,0.0043,0.1798,1.108,0.0062,0.0107,1.39,0.00001189,2167,0.394,0.009,0.482,0,6,15
SN:,1595127,1595127,10,0,C2+C3,3,0,0.56799,0.001,0.5674,0.001,0.5674,0.00186,0,300,0,0,0.00760519,1,4,108217,-9,-9,0.568,0.001,53.1507,-28.962879,2.097,1.642,-1.31823,10.931,0.018,1.25,0.185,-9.7,0.20236,1.2,-999,23.37,20.98,1.25,13.98,27.25772,24.63623,57740.1172,46.95348,35.52834,22.09604,102.86485,riz,57738.5703,0.2606,-0.221507,0.2507,-0.0671589,0.0250197,23.18149,0.0241357,9.58087E-06,2.12981E-07,0.00188903,-3.64513E-08,-3.2372E-09,75,64.18942,0.80892,0.235725,0.9997,0.99,0.9998,0.9998,1,0,42.70353,42.57658,0.12122,0.1226,0.0813,0.0047,0.1333,1.1,-0.0064,0.011,0.78,0,12018,-0.0046,0.003,1,0.0068,3,14
SN:,1435067,1435067,10,1,E2,3,0,0.39235,0.001,0.39136,0.001,0.39136,0.00171,0,300,0,0,0.00773073,1,1,-19890,-9,-9,0.3923,0.001,8.632176,-44.575691,0.65,0.657,-9,10.699,0.017,0.49,0.554,-10.238,0.5578,1.567,-999,23.04,20.63,12.61,128.17999,24.74821,22.23045,57662.2422,27.04993,17.18226,14.18213,60.38391,riz,57660.3984,0.4858,-1.59962,0.45366,-0.00898704,0.0453317,22.36438,0.0438686,2.03352E-05,8.21631E-07,0.00599024,-1.48346E-07,-3.02644E-08,50,46.42662,0.61756,0.534047,0.996,0.9585,1,0.9999,1,0,41.57298,41.62138,0.15531,0.1557,0.1213,0.0065,-0.018,-0.116,-0.0304,0.0149,0.08,0,9901,-0.1064,0.005,1,0.0081,6,11
SN:,1371048,1371048,10,0,E2,3,0,0.34489,0.001,0.34392,0.001,0.34392,0.00168,0,300,0,0,0.00822123,1,1,46850,-9,-9,0.3449,0.001,9.635862,-43.59597,0.404,0.36,-9,10.759,0.038,0.641,6.658,-10.122,6.6585,1.488,-999,22.04,19.87,31,230.49001,23.7716,21.59337,57623.2227,22.04841,19.60869,14.10521,57.23638,griz,57619.4766,0.7591,-1.94462,0.50407,0.0107775,0.0397636,22.15184,0.0537245,2.47322E-05,1.2238E-06,0.0115867,-3.63755E-07,-3.80942E-08,51,32.75233,0.97802,0.649201,0.8469,0.9108,0.9996,0.9997,0.9999,0,41.24242,41.29429,0.14809,0.1476,0.0932,0.0072,-0.0544,-0.367,0.0025,0.0125,0.11,0.000002744,5153,-0.1087,0.006,1,0.012,6,10
SN:,1447133,1447133,10,0,C3,3,0,0.36593,0.001,0.3654,0.001,0.3654,0.00169,0,300,0,0,0.00721532,2,2,427091,-9,-9,0.3659,0.001,53.181614,-27.514706,0,0,-9.79965,10.099,0.026,0.044,0.512,-10.062,0.51868,1.141,-999,-10,-10,10.18,61.27,24.98063,23.03188,57673.2734,37.48701,29.9589,21.96402,67.04568,griz,57667.6953,0.5484,-2.58145,0.55412,0.12696,0.0658526,22.84158,0.093497,1.31029E-05,1.12834E-06,0.0214739,-4.08402E-07,-6.64243E-08,22,8.50061,0.99556,0.958915,0.944,0.7897,0.9837,0.6683,0.9229,0,41.48489,41.44656,0.21707,0.2179,0.1216,0.0069,0.0687,0.317,-0.0304,0.0149,0.87,0.001936,330,-0.1341,0.028,1,0.031,3,11
SN:,1449102,1449102,10,0,C3,3,0,0.69896,0.001,0.6983,0.001,0.6983,0.00197,0,300,0,0,0.00808511,2,2,102328,-9,-9,0.699,0.001,52.779289,-28.6791,0.483,0.656,-1.87583,10.014,0.01,0.435,0.291,-9.566,0.3046,0.778,-999,24.74,23.07,3.11,14.7,26.2681,24.58171,57668.1211,13.36664,10.82894,9.27203,33.73978,riz,57670.543,0.6303,-0.6392,0.64249,0.12204,0.0642211,24.21214,0.065527,3.70805E-06,2.2379E-07,0.0150504,-1.04441E-07,-8.22876E-09,41,33.47599,0.79191,0.459212,0.9997,0.9733,0.9992,0.9992,0.9998,0,43.28168,43.11916,0.23266,0.2385,0.1936,0.0039,0.1447,0.622,0.0179,0.0134,1.26,0.00001574,8628,-0.2174,0.007,1,0.0154,3,16
SN:,1538019,1538019,10,1,S2,3,0,0.29162,0.001,0.29069,0.001,0.29069,0.00163,0,300,0,0,0.0394181,1,3,105772,-9,-9,0.2916,0.001,41.774799,-1.734552,6.994,3.22,-0.436085,11.076,0.057,0.887,5.803,-10.179,5.80406,1.444,-999,21.57,19.58,0.03,1.68,27.5,26.93673,57709.1602,57.73424,42.40787,37.78602,138.88028,griz,57711.1875,0.2034,0.56535,0.20362,-0.0655531,0.015164,21.2535,0.0204214,5.65717E-05,1.06405E-06,0.00118249,-1.29338E-07,-1.09611E-08,41,34.78909,0.74192,0.288548,0.9999,0.9575,1,0.9999,1,0,40.89234,40.8732,0.10423,0.1033,0.0488,0.0084,0.0327,0.314,-0.0136,0.0162,-0.63,0,5112,0.0063,0.005,1,0.0072,5,9
SN:,1634024,1634024,10,0,X1,3,0,0.5776,0.001,0.57629,0.001,0.57629,0.00187,0,300,0,0,0.0168957,1,2,110279,-9,-9,0.5776,0.001,34.281582,-4.872583,0.183,0.279,-4.277,10.3,0.023,-1.297,3.51,-11.603,3.51333,1.405,-999,24.66,22.09,2.74,33.48,26.40562,23.68804,57739.1094,8.54515,8.18473,7.67309,24.93366,riz,57736.3594,0.8506,-1.42703,0.82948,-0.00840677,0.0887737,23.31652,0.0857154,8.46044E-06,6.67925E-07,0.0233822,-2.8387E-07,-3.82131E-08,29,20.38976,0.8804,0.476503,0.9949,0.9251,0.9999,0.9999,1,0,42.7146,42.61802,0.17032,0.1723,0.25,0.0046,0.103,0.604,-0.0064,0.011,0.62,0,3059,-0.2686,0.007,0.455,0,4,14
SN:,1367180,1367180,10,0,X3,3,0,0.80489,0.001,0.80342,0.001,0.80342,0.00206,0,300,0,0,0.0218726,1,1,47292,-9,-9,0.8049,0.001,35.538841,-4.669238,1.478,2.226,-9,10.424,0.009,0.781,0.316,-9.652,0.32622,1.049,-999,25,22.82,1.24,7.36,27.26645,25.33281,57614.3281,14.37562,13.44926,11.43322,40.28708,riz,57623.8555,1.004,0.36025,0.71975,-0.068479,0.0422433,23.84451,0.0443793,5.20232E-06,2.12644E-07,0.0106292,-1.03755E-07,-2.39366E-09,38,32.97538,0.70072,0.257923,0.9909,0.986,0.9447,0.9743,0.9672,0,43.40055,43.48895,0.15154,0.1537,0.1708,0.0035,-0.0755,-0.498,-0.0129,0.0174,0.28,0.001651,5044,0.0637,0.006,0.754,0,2,17
SN:,1570024,1570024,10,0,C1,3,0,0.55123,0.001,0.55064,0.001,0.55064,0.00185,0,300,0,0,0.00988263,1,1,107165,-9,-9,0.5512,0.001,54.08168,-26.574465,0.511,0.516,-9,10.848,0.031,0.447,8.091,-10.412,8.09149,1.278,-999,23.45,21.1,8.65,87.37,25.15746,22.6466,57722.0391,18.32274,11.86683,7.9605,51.27835,riz,57724.1055,0.4315,-0.0595027,0.4161,-0.210056,0.0422647,22.70835,0.0338489,1.48135E-05,4.61826E-07,0.00150577,-1.20324E-07,-5.32097E-09,51,55.78195,0.29979,0.700469,0.9994,0.4753,1,0.9998,0.9998,0,42.40742,42.49865,0.12242,0.1239,0.1535,0.0048,-0.0849,-0.693,-0.0064,0.011,0.07,0.0000133,5662,0.295,0.006,0.603,0,6,14
SN:,1370806,1370806,10,0,C2,3,0,0.5895,0.001,0.58895,0.001,0.58895,0.00188,0,300,0,0,0.0108759,1,1,47519,-9,-9,0.5895,0.001,54.567608,-29.990206,0.467,0.402,-9,10.51,0.012,0.787,0.016,-9.706,0.0421545,0.573,-999,23.41,21.62,9.78,52.05,25.02415,23.20895,57633.3164,12.30475,6.93214,5.12951,26.44043,riz,57634.918,1.014,-1.33318,0.82699,-0.153533,0.0755068,23.37888,0.0652214,7.98822E-06,4.79861E-07,0.0159147,-2.35162E-07,-1.86185E-08,42,28.22225,0.94884,0.67779,0.9979,0.7074,0.9989,0.9986,0.9998,0,42.90569,42.67357,0.18258,0.1847,0.2431,0.0045,0.2385,1.306,-0.0064,0.011,2.1,0.00003643,6035,0.0747,0.005,0.552,0,6,14
SN:,1559051,1559051,10,0,X3,3,0,0.70648,0.001,0.7051,0.001,0.7051,0.00198,0,300,0,0,0.0229272,1,2,462877,-9,-9,0.7065,0.001,36.109875,-4.250706,1.831,1.779,-2.2319,10.808,0.011,-0.789,1.375,-11.603,1.37762,1.108,-999,23.89,21.04,4.12,47.56,25.96276,23.3069,57723.043,21.27229,20.17192,13.05265,64.93755,riz,57723.2422,0.501,1.74583,0.48955,-0.0317208,0.0368945,23.50794,0.0367962,7.0929E-06,2.40382E-07,0.00618316,-9.17486E-08,-3.11386E-09,32,22.31238,0.89883,0.591471,0.9978,0.9229,1,0.9992,1,0,43.09978,43.14551,0.15534,0.1592,0.1353,0.0039,-0.0636,-0.409,0.0179,0.0134,0.24,0,471,0.146,0.017,1,0.0046,2,16
SN:,1592028,1592028,10,1,E1,3,0,0.32608,0.001,0.3251,0.001,0.3251,0.00166,0,300,0,0,0.00690075,1,1,108261,-9,-9,0.3261,0.001,9.051192,-42.730038,1.224,1.405,-9,10.214,0.012,0.48,0.13,-9.733,0.13412,1.218,-999,22.9,21.07,7.75,52.95,25.27674,23.19033,57730.043,48.57468,42.5852,27.8037,113.52759,griz,57733.3477,0.2113,0.42607,0.27533,0.0368904,0.0192004,21.79328,0.025489,3.44102E-05,8.07823E-07,0.0031224,-1.69229E-07,-1.22335E-08,40,45.85964,0.24216,0.187861,0.9999,1,1,1,1,0,41.15482,41.15282,0.14239,0.1419,0.0532,0.0076,-0.0005,-0.004,0.0025,0.0125,-0.1,0,14918,-0.062,0.003,1,0.0161,6,10
SN:,1367234,1367234,10,1,X1,3,0,0.25278,0.001,0.25173,0.001,0.25173,0.0016,0,300,0,0,0.017004,1,1,47108,-9,-9,0.2528,0.001,34.128532,-4.631213,0.532,0.551,-9,9.374,0.014,-0.228,0.242,-9.595,0.24545,0.812,-999,23.41,22.34,9.92,28.66,25.00872,23.85681,57615.4102,69.0999,60.26054,45.87891,145.4286,griz,57610.793,0.7136,0.80708,0.25417,5.81604E-05,0.0190642,21.08428,0.0362581,6.61129E-05,2.20784E-06,-0.000160562,2.38695E-07,-3.57199E-08,38,52.18598,0.0624728,0.269027,0.9944,0.9122,0.9999,0.9999,1,0,40.51833,40.5173,0.14395,0.1434,0.0458,0.0096,0.0138,0.096,-0.0128,0.0172,-0.07,0,4410,0.0124,0.005,1,0.0173,4,8
SN:,1385052,1385052,10,0,X3,3,0,0.8025,0.001,0.80107,0.001,0.80106,0.00206,0,300,0,0,0.0218387,1,1,49010,-9,-9,0.8025,0.001,36.642826,-4.748283,0.129,0.085,-9,10.988,0.026,0.96,0.508,-10.053,0.51737,1.356,-999,25.79,22.64,1.1,21,27.39652,24.19445,57643.2422,15.47914,10.4674,7.89376,40.78962,riz,57645.8906,0.6002,0.15214,0.58733,-0.0228847,0.0400983,24.08927,0.0455801,4.15235E-06,1.74319E-07,0.00469765,-7.70424E-08,-5.23514E-10,47,42.93656,0.64151,0.091601,0.996,0.9836,1,0.9996,0.9999,0,43.56228,43.48116,0.15513,0.1572,0.1751,0.0035,0.094,0.606,-0.0129,0.0174,0.43,0.000007081,6200,-0.0317,0.005,0.754,0,2,17
SN:,1703026,1703026,10,0,S2,3,0,0.36491,0.001,0.3639,0.001,0.3639,0.00169,0,300,0,0,0.031128,1,2,117558,-9,-9,0.3649,0.001,40.982227,-0.732841,0.113,0.129,-6.00063,10.031,0.033,-1.966,2.632,-12.034,2.63434,1.452,-999,23.67,21.48,7.67,62.35,25.28801,23.01291,57770.0547,25.50302,18.86982,16.48193,44.87732,griz,57770.0781,0.6326,-2.61973,0.72252,-0.0616053,0.0494367,22.34704,0.0527114,2.06626E-05,1.00315E-06,0.0170807,-3.89211E-07,-3.38274E-08,16,8.02181,0.94821,0.897063,0.9955,0.6835,0.9999,0.9994,0.9997,0,41.52774,41.43691,0.16558,0.166,0.1407,0.0069,0.1212,0.732,-0.0304,0.0149,0.73,0.0000173,1202,-0.0851,0.012,1,0.0063,5,11
SN:,1297927,1297927,10,0,E2,3,0,0.28605,0.001,0.28513,0.001,0.28513,0.00163,0,300,0,0,0.0059442,1,2,30678,-9,-9,0.286,0.001,9.876772,-44.063007,0.431,0.575,-3.58308,9.506,0.009,-0.257,0.031,-9.733,0.0445533,0.598,-999,23,21.78,13.99,43.88,24.63546,23.39433,56943.0195,56.82712,43.40025,40.99611,148.41072,griz,56940.5742,0.1516,0.0779152,0.1704,-0.0764258,0.0139703,21.32372,0.0191086,5.30289E-05,9.33293E-07,0.000848809,-1.09395E-07,-7.67586E-09,39,39.33162,0.45503,0.256073,0.9993,1,1,0.9999,1,0,40.88255,40.82517,0.11745,0.1164,0.0473,0.0086,0.0709,0.604,-0.0136,0.0162,-0.12,0,6904,0.0051,0.002,1,0.0102,6,9
SN:,1309227,1309227,10,0,C3,3,0,0.92649,0.001,0.92576,0.001,0.92576,0.00217,0,300,0,0,0.0068901,1,2,27315,-9,-9,0.9265,0.001,53.180927,-28.452267,0.442,0.593,-3.55111,10.254,0.077,0.656,0.182,-9.623,0.38125,0.531,-999,24.33,22.85,4.08,16.11,25.97335,24.48226,56980.2578,11.87765,10.70005,-99,28.52053,iz,56973.2578,0.9792,-0.139573,0.76176,-0.142246,0.11726,24.58607,0.0575711,2.62767E-06,1.39332E-07,0.00964163,-7.1939E-08,-2.81187E-10,28,18.43592,0.91463,0.476431,0.9217,0.9299,0.9845,0.9985,0.9537,0,44.13871,43.86208,0.19746,0.1988,0.3967,0.0031,0.2683,1.359,0.0083,0.0289,2.4,0.009514,3675,0.2147,0.01,0.246,0,3,18
SN:,1310178,1310178,10,0,S2,3,0,0.77389,0.001,0.77262,0.001,0.77262,0.00204,0,300,0,0,0.0370509,1,1,33268,-9,-9,0.7739,0.001,42.059078,-1.328615,0.086,0.117,-9,10.689,0.042,-1.356,3.845,-12.035,3.84654,1.283,-999,25.1,21.93,2.06,41.03,26.71533,23.46725,56980.1836,10.84459,8.55749,5.43406,24.7355,riz,56985.3789,0.917,0.17304,0.95504,-0.150418,0.0633265,23.5921,0.0794378,6.5639E-06,4.80247E-07,0.00863203,-3.32136E-07,6.87732E-09,39,39.79263,0.43463,0.5047,0.9968,0.8706,0.9998,0.9964,0.9999,0,43.45688,43.38576,0.12317,0.1248,0.3004,0.0036,0.084,0.682,-0.0129,0.0174,0.07,0.000005691,295,-0.019,0.016,0.166,0,5,17
SN:,1321276,1321276,10,0,X3,3,0,0.33227,0.001,0.33121,0.001,0.33121,0.00167,0,300,0,0,0.0214326,1,1,37607,-9,-9,0.3323,0.001,37.034294,-4.091055,0.704,0.721,-9,9.974,0.057,1.106,0.611,-8.746,0.61258,0.565,-999,22.39,20.93,21.89,70.36,24.14939,22.88169,57025.1172,52.22664,39.13198,35.52666,134.74565,griz,57024.1055,0.1896,-0.136078,0.24412,-0.0339866,0.0178235,21.93247,0.0222065,0.00003027,6.1911E-07,0.00210997,-1.03188E-07,-7.28795E-09,19,30.45164,0.0463245,0.122032,0.9831,1,0.9994,0.9995,0.9995,0,41.34494,41.1997,0.12719,0.1268,0.055,0.0075,0.1427,1.122,0.0025,0.0125,0.93,0.00001634,3415,-0.018,0.004,1,0.0119,2,10
SN:,1320474,1320474,10,0,C1,3,0,0.78908,0.001,0.78842,0.001,0.78842,0.00205,0,300,0,0,0.00922909,1,2,23452,-9,-9,0.7891,0.001,54.000061,-28.078136,0.439,0.601,-3.2,10.586,0.025,0.591,0.19,-9.983,0.20856,0.858,-999,25.24,22.65,1.81,21.68,26.8558,24.15985,57026.1719,7.19671,6.79949,5.29846,22.05727,riz,57029.4766,0.9486,-0.647311,0.98355,-0.221826,0.076727,23.63746,0.080665,6.29531E-06,4.67711E-07,0.0265189,-3.31544E-07,-2.85114E-09,27,28.70522,0.37534,0.770259,0.9988,0.8036,0.9999,0.9976,0.9999,0,43.38943,43.43832,0.14513,0.1471,0.2866,0.0035,-0.036,-0.248,-0.0129,0.0174,0,0.000007104,1800,0.18,0.009,0.252,0,6,17
SN:,1323740,1323740,10,0,C3,3,0,0.77207,0.001,0.77137,0.001,0.77137,0.00204,0,300,0,0,0.0075257,1,2,27490,-9,-9,0.7721,0.001,52.490513,-28.548523,0.506,0.808,-3.25559,10.552,0.016,-0.098,6.934,-10.638,6.93429,1.295,-999,25.09,22.16,1.49,28.69,27.06703,23.85567,57032.1211,18.92777,15.65058,13.69012,49.02707,riz,57032.1211,0.6287,-0.621813,0.58691,-0.0267352,0.0431347,23.87915,0.0422768,5.03893E-06,1.96207E-07,0.0115398,-8.66748E-08,-3.03754E-09,23,19.45361,0.67461,0.225617,0.7567,0.9886,0.9998,0.9971,0.9995,0,43.25245,43.38079,0.17219,0.1765,0.1474,0.0036,-0.1462,-0.849,0.0179,0.0134,1,0.00002165,14996,-0.0504,0.004,1,0.0067,3,16
SN:,1310475,1310475,10,0,X2,3,0,0.66511,0.001,0.66375,0.001,0.66375,0.00194,0,300,0,0,0.0237994,1,1,36752,-9,-9,0.6651,0.001,35.053413,-6.472673,0.741,1.17,-9,9.107,0.048,0.805,0.698,-8.301,0.7184,0.005,-999,24.66,23.5,2.89,7.65,26.34776,25.29085,56992.0664,13.22549,11.25619,7.36581,33.32785,riz,56985.2383,0.8289,-0.0123222,0.7446,-0.0917781,0.0519022,23.29533,0.0497657,8.62719E-06,3.95435E-07,0.0123216,-2.09425E-07,-5.34279E-09,41,38.76993,0.57018,0.305955,0.9737,0.99,0.9997,0.9988,0.9993,0,42.9394,42.98703,0.12055,0.1237,0.1944,0.0041,-0.0538,-0.446,0.0062,0.0107,-0.24,0.00004841,1851,-0.0471,0.011,0.372,0,4,15
