body,r_m,r_body_radii,A_Rs_over_r,grad_A_abs,g_from_STAM_gradient_m_s2,g_newton_m_s2,ratio_STAM_to_newton,relative_error_STAM_vs_newton
Earth,173087474.54046747,27.168023001172102,5.12463590759266e-11,2.9607202492255047e-19,0.013304813283911919,0.013304813283911915,1.0000000000000002,2.60766301481949e-16
Earth,173545129.4294131,27.239857075720156,5.1111217589392976e-11,2.9451254412865386e-19,0.01323473371192916,0.013234733711929158,1.0000000000000002,1.310735458480143e-16
Earth,174003994.3885722,27.31188108437799,5.097643248371687e-11,2.9296127748585055e-19,0.013165023265488102,0.0131650232654881,1.0000000000000002,1.317675966835818e-16
Earth,174464072.6174521,27.384095529344233,5.084200281908815e-11,2.9141818172827803e-19,0.013095680000317845,0.013095680000317843,1.0000000000000002,1.324653226052182e-16
Earth,174925367.32402015,27.45650091414537,5.0707927658174983e-11,2.898832138179649e-19,0.013026701982388408,0.013026701982388407,1.0000000000000002,1.3316674307296547e-16
Earth,175387881.72472346,27.529097743638903,5.0574206066118024e-11,2.8835633094363816e-19,0.012958087287857122,0.012958087287857122,1.0,0.0
Earth,175851619.0445165,27.601886524017658,5.0440837110522427e-11,2.8683749051951247e-19,0.012889834003014232,0.012889834003014232,1.0,0.0
Earth,176316582.51687792,27.67486776281242,5.0307819861452954e-11,2.8532665018412116e-19,0.012821940224230362,0.01282194022423036,1.0000000000000002,1.3529336790219939e-16
Earth,176782775.3838381,27.748041968896263,5.017515339142609e-11,2.83823767799118e-19,0.012754404057902666,0.012754404057902664,1.0000000000000002,1.3600976322386208e-16
Earth,177250200.89599946,27.821409652487752,5.004283677540418e-11,2.8232880144810963e-19,0.012687223620402362,0.012687223620402362,1.0,0.0
Earth,177718862.31255716,27.89497132515416,4.991086909078959e-11,2.8084170943549316e-19,0.012620397038022502,0.0126203970380225,1.0000000000000002,1.37453954162493e-16
Earth,178188762.90132675,27.968727499815845,4.977924941741686e-11,2.793624502852767e-19,0.01255392244692496,0.01255392244692496,1.0,0.0
Earth,178659905.93876114,28.042678690748886,4.96479768375479e-11,2.778909827399418e-19,0.012487797993089314,0.012487797993089314,1.0,0.0
Earth,179132294.70997867,28.116825413589495,4.951705043586418e-11,2.7642726575927577e-19,0.012422021832260384,0.012422021832260382,1.0000000000000002,1.3964904420564417e-16
Earth,179605932.50878376,28.191168185337272,4.938646929946093e-11,2.7497125851923426e-19,0.012356592129897103,0.012356592129897103,1.0,0.0
Earth,180080822.6376876,28.265707524358437,4.925623251784141e-11,2.7352292041081e-19,0.012291507061121695,0.012291507061121693,1.0000000000000002,1.4113187808057936e-16
Earth,180556968.40793568,28.340443950390156,4.912633918290937e-11,2.7208221103888566e-19,0.01222676481066811,0.01222676481066811,1.0,0.0
Earth,181034373.13952866,28.415377984543817,4.899678838896326e-11,2.7064909022111485e-19,0.012162363572831757,0.012162363572831755,1.0000000000000002,1.4263045711376582e-16
Earth,181513040.1612433,28.490510149308317,4.886757923269056e-11,2.692235179868073e-19,0.012098301551419392,0.01209830155141939,1.0000000000000002,1.4338570324140141e-16
Earth,181992972.81066075,28.565840968554504,4.8738710813160085e-11,2.6780545457579926e-19,0.012034576959698357,0.012034576959698357,1.0,0.0
Earth,182474174.43418407,28.641370967537917,4.861018223181727e-11,2.6639486043736175e-19,0.011971188020347532,0.011971188020347532,1.0,0.0
Earth,182956648.38706738,28.71710067290337,4.8481992592476343e-11,2.649916962290799e-19,0.01190813296540696,0.01190813296540696,1.0,0.0
Earth,183440398.0334333,28.79303061268769,4.8354141001315656e-11,2.635959228157735e-19,0.011845410036229345,0.011845410036229345,1.0,0.0
Earth,183925426.74630174,28.86916131632424,4.8226626566870016e-11,2.622075012683896e-19,0.011783017483430292,0.01178301748343029,1.0000000000000002,1.4722234592422855e-16
Earth,184411737.90761098,28.945493314646207,4.809944840002517e-11,2.608263928629243e-19,0.011720953566839849,0.011720953566839845,1.0000000000000002,2.96003813356035e-16
Earth,184899334.90823925,29.02202713989001,4.797260561401209e-11,2.5945255907934797e-19,0.011659216555454205,0.011659216555454205,1.0,0.0
Earth,185388221.14803267,29.098763325699682,4.784609732439967e-11,2.5808596160051896e-19,0.011597804727386894,0.011597804727386892,1.0000000000000002,1.4957343365856607e-16
Earth,185878400.03582677,29.17570240713024,4.771992264908913e-11,2.5672656231112086e-19,0.011536716369821008,0.011536716369821006,1.0000000000000002,1.503654437162627e-16
Earth,186369874.98946804,29.252844920651082,4.759408070830846e-11,2.5537432329660604e-19,0.01147594977896175,0.011475949778961748,1.0000000000000002,1.5116164756637259e-16
Earth,186862649.43584302,29.33019140415053,4.7468570624604895e-11,2.5402920684212306e-19,0.011415503259988215,0.011415503259988214,1.0000000000000002,1.5196206741555415e-16
Earth,187356726.8108961,29.407742396938644,4.734339152284039e-11,2.5269117543148195e-19,0.011355375127006904,0.011355375127006904,1.0,0.0
Earth,187852110.5596596,29.48549843975194,4.7218542530183925e-11,2.5136019174609106e-19,0.011295563703003941,0.011295563703003938,1.0000000000000002,3.0715128905261724e-16
Earth,188348804.1362717,29.56346007475619,4.709402277610703e-11,2.5003621866393256e-19,0.011236067319799035,0.011236067319799033,1.0000000000000002,1.543888467916223e-16
Earth,188846811.00400576,29.641627845551053,4.696983139237628e-11,2.4871921925851304e-19,0.01117688431799833,0.011176884317998329,1.0000000000000002,1.5520635506474305e-16
Earth,189346134.63529238,29.7200022971735,4.6845967513047896e-11,2.4740915679783957e-19,0.011118013046948382,0.011118013046948382,1.0,0.0
Earth,189846778.5117412,29.79858397610127,4.672243027446222e-11,2.4610599474340113e-19,0.011059451864690388,0.011059451864690387,1.0000000000000002,1.5685438095854232e-16
Earth,190348746.12416962,29.877373430257357,4.65992188152366e-11,2.448096967491379e-19,0.011001199137913878,0.011001199137913876,1.0000000000000002,1.5768494454375973e-16
Earth,190852040.9726252,29.95637120901353,4.647633227625991e-11,2.4352022666043287e-19,0.010943253241911383,0.010943253241911383,1.0,0.0
Earth,191356666.5664074,30.035577863193755,4.635376980068717e-11,2.422375485131102e-19,0.010885612560533444,0.010885612560533444,1.0,0.0
Earth,191862626.42409766,30.114993945078897,4.623153053393221e-11,2.409616265324178e-19,0.010828275486142873,0.01082827548614287,1.0000000000000002,1.6020311620227638e-16
Earth,192369924.07357767,30.19462000840962,4.610961362366324e-11,2.396924251320452e-19,0.010771240419570628,0.010771240419570628,1.0,0.0
Earth,192878563.05206016,30.274456608391173,4.598801821979541e-11,2.3842990891311604e-19,0.010714505770070538,0.010714505770070536,1.0000000000000002,1.619041991486451e-16
Earth,193388546.9061074,30.35450430169634,4.5866743474486354e-11,2.371740426632154e-19,0.010658069955275589,0.010658069955275589,1.0,0.0
Earth,193899879.19166136,30.434763646470156,4.5745788542129006e-11,2.35924791355395e-19,0.01060193140115322,0.01060193140115322,1.0,0.0
Earth,194412563.47406617,30.51523520233341,4.562515257934622e-11,2.346821201472014e-19,0.010546088541961665,0.010546088541961663,1.0000000000000002,1.6448975078054232e-16
Earth,194926603.32809052,30.595919530386205,4.55048347449855e-11,2.3344599437971062e-19,0.010490539820206547,0.010490539820206545,1.0000000000000002,1.6536074460490945e-16
Earth,195442002.3379575,30.676817193212603,4.538483420011199e-11,2.3221637957654934e-19,0.010435283686596915,0.010435283686596915,1.0,0.0
Earth,195958764.0973671,30.75792875488418,4.5265150108003145e-11,2.309932414429395e-19,0.010380318600002297,0.010380318600002296,1.0000000000000002,1.6711659273891877e-16
Earth,196476892.20951888,30.839254780963564,4.5145781634143555e-11,2.297765458647474e-19,0.010325643027409981,0.010325643027409981,1.0,0.0
Earth,196996390.28714272,30.920795838509296,4.502672794621771e-11,2.285662589075189e-19,0.010271255443881645,0.010271255443881643,1.0000000000000002,1.6889108497541485e-16
Earth,197517261.95251754,31.00255249607872,4.4907988214105774e-11,2.2736234681554817e-19,0.010217154332511516,0.010217154332511516,1.0,0.0
Earth,198039510.83750314,31.08452532373303,4.478956160987624e-11,2.261647760109209e-19,0.010163338184383376,0.010163338184383376,1.0,0.0
Earth,198563140.58355886,31.166714893040158,4.46714473077817e-11,2.249735130925932e-19,0.010109805498529169,0.010109805498529167,1.0000000000000002,1.715882146525158e-16
Earth,199088154.84177476,31.249121777079697,4.4553644484251765e-11,2.237885248354467e-19,0.010056554781886533,0.010056554781886532,1.0000000000000002,1.7249679573180691e-16
Earth,199614557.2728947,31.33174655044651,4.443615231788786e-11,2.226097781893674e-19,0.010003584549257412,0.01000358454925741,1.0000000000000002,1.7341018786166803e-16
Earth,200142351.54733923,31.414589789254315,4.43189699894581e-11,2.214372402783298e-19,0.009950893323266895,0.009950893323266893,1.0000000000000002,1.7432841651721123e-16
Earth,200671541.34523627,31.49765207114052,4.42020966818904e-11,2.202708783994682e-19,0.009898479634321493,0.009898479634321493,1.0,0.0
Earth,201202130.35644424,31.580933975269854,4.40855315802674e-11,2.19110660022171e-19,0.00984634202056842,0.00984634202056842,1.0,0.0
Earth,201734122.28057528,31.664436082337982,4.396927387182129e-11,2.1795655278717835e-19,0.009794479027855055,0.009794479027855053,1.0000000000000002,1.7711237841679302e-16
Earth,202267520.8270269,31.748158974576505,4.385332274592689e-11,2.168085245056666e-19,0.009742889209687805,0.009742889209687803,1.0000000000000002,1.7805021063483834e-16
Earth,202802329.71500117,31.83210323575595,4.373767739409743e-11,2.1566654315836579e-19,0.009691571127192431,0.00969157112719243,1.0000000000000002,1.789930087918926e-16
Earth,203338552.6735373,31.916269451190914,4.362233700997747e-11,2.1453057689465162e-19,0.00964052334907326,0.00964052334907326,1.0,0.0
Earth,203876193.44153106,32.000658207743065,4.350730078933873e-11,2.1340059403167167e-19,0.009589744451573906,0.009589744451573906,1.0,0.0
Earth,204415255.76776654,32.08527009382617,4.3392567930073215e-11,2.122765630534491e-19,0.009539233018436998,0.009539233018436998,1.0,0.0
Earth,204955743.41093984,32.1701056994098,4.327813763218818e-11,2.1115845261000938e-19,0.00948898764086494,0.00948898764086494,1.0,0.0
Earth,205497660.13968286,32.25516561602305,4.316400909780106e-11,2.1004623151651068e-19,0.009439006917480825,0.009439006917480825,1.0,0.0
Earth,206041009.73259455,32.34045043675946,4.3050181531132824e-11,2.0893986875236382e-19,0.009389289454288898,0.009389289454288897,1.0000000000000002,1.8475556477646022e-16
Earth,206585795.97826466,32.42596075628075,4.293665413850303e-11,2.078393334603725e-19,0.009339833864635907,0.009339833864635905,1.0000000000000002,1.8573386862320082e-16
Earth,207132022.67529774,32.511697170820554,4.282342612832475e-11,2.0674459494587754e-19,0.009290638769172656,0.009290638769172655,1.0000000000000002,1.8671735271129123e-16
Earth,207679693.6323455,32.59766027818953,4.271049671109784e-11,2.0565562267588884e-19,0.009241702795815,0.009241702795815,1.0,0.0
Earth,208228812.6681265,32.68385067777845,4.259786509940487e-11,2.0457238627824776e-19,0.009193024579706192,0.009193024579706192,1.0,0.0
Earth,208779383.61145976,32.77026897056346,4.2485530507904165e-11,2.0349485554076595e-19,0.0091446027631782,0.009144602763178198,1.0000000000000002,1.8969916145093499e-16
Earth,209331410.30128452,32.85691575910917,4.237349215332578e-11,2.0242300041039645e-19,0.009096435995714438,0.009096435995714438,1.0,0.0
Earth,209884896.58669293,32.94379164757384,4.226174925446484e-11,2.0135679099238391e-19,0.0090485229339116,0.0090485229339116,1.0,0.0
Earth,210439846.32695442,33.03089724171314,4.215030103217654e-11,2.0029619754943566e-19,0.0090008622414424,0.009000862241442397,1.0000000000000002,1.927285886000646e-16
Earth,210996263.3915401,33.11823314888402,4.2039146709371284e-11,1.99241190500897e-19,0.0089534525890185,0.0089534525890185,1.0,0.0
Earth,211554151.66015473,33.20579997804971,4.1928285511008216e-11,1.9819174042191683e-19,0.00890629265435304,0.00890629265435304,1.0,0.0
Earth,212113515.02276123,33.293598339783586,4.1817716664090346e-11,1.9714781804263165e-19,0.00885938112212395,0.00885938112212395,1.0,0.0
Earth,212674357.3796053,33.381628846273,4.170743939765966e-11,1.9610939424735392e-19,0.00881271668393748,0.00881271668393748,1.0,0.0
Earth,213236682.64124864,33.46989211132454,4.1597452942790535e-11,1.950764400737488e-19,0.00876629803829121,0.00876629803829121,1.0,0.0
Earth,213800494.7285892,33.558388750367165,4.148775653258579e-11,1.9404892671203946e-19,0.008720123890538332,0.00872012389053833,1.0000000000000002,1.989333520661385e-16
Earth,214365797.57289562,33.64711938045764,4.13783494021699e-11,1.930268255041903e-19,0.008674192952850953,0.008674192952850952,1.0000000000000002,1.9998672907162559e-16
Earth,214932595.1158275,33.736084620283705,4.126923078868511e-11,1.920101079431208e-19,0.008628503944184759,0.008628503944184757,1.0000000000000002,2.0104568384023706e-16
Earth,215500891.3094691,33.82528509016938,4.116039993128487e-11,1.9099874567189913e-19,0.008583055590242784,0.008583055590242783,1.0000000000000002,2.021102459069286e-16
Earth,216070690.1163543,33.91472141207884,4.1051856071129036e-11,1.8999271048295618e-19,0.008537846623440086,0.008537846623440086,1.0,0.0
Earth,216641995.50949144,34.00439420962038,4.094359845137914e-11,1.8899197431730328e-19,0.008492875782868597,0.008492875782868597,1.0,0.0
Earth,217214811.47239652,34.09430410805157,4.083562631719203e-11,1.8799650926374042e-19,0.008448141814261541,0.00844814181426154,1.0000000000000002,2.053378735958685e-16
Earth,217789141.9991182,34.18445173428319,4.072793891571515e-11,1.8700628755808247e-19,0.008403643469958656,0.008403643469958656,1.0,0.0
Earth,218364991.094263,34.27483771688322,4.062053549608182e-11,1.8602128158238927e-19,0.008359379508871606,0.008359379508871606,1.0,0.0
Earth,218942362.7730294,34.365462686082154,4.051341530940476e-11,1.850414638641848e-19,0.00831534869644889,0.008315348696448888,1.0000000000000002,2.0861704533420582e-16
Earth,219521261.0612288,34.4563272737763,4.040657760877227e-11,1.8406680707570315e-19,0.008271549804641945,0.008271549804641945,1.0,0.0
Earth,220101689.99532074,34.54743211353331,4.030002164924165e-11,1.8309728403311402e-19,0.008227981611870362,0.008227981611870362,1.0,0.0
Earth,220683653.62243378,34.63877784059547,4.0193746687835346e-11,1.821328676957767e-19,0.008184642902988346,0.008184642902988346,1.0,0.0
Earth,221267156.00040007,34.73036509188511,4.008775198353461e-11,1.8117353116547552e-19,0.008141532469250368,0.008141532469250366,1.0000000000000002,2.1307087855126276e-16
Earth,221852201.19778094,34.82219450600862,3.998203679727485e-11,1.8021924768567393e-19,0.008098649108277635,0.008098649108277633,1.0000000000000002,2.141991155294956e-16
Earth,222438793.2938926,34.91426672326049,3.9876600391940906e-11,1.7926999064077274e-19,0.008055991624024766,0.008055991624024764,1.0000000000000002,2.1533332666378087e-16
Earth,223026936.37883988,35.00658238562861,3.9771442032361025e-11,1.783257335553591e-19,0.008013558826746044,0.008013558826746044,1.0,0.0
Earth,223616634.5535422,35.099142136798335,3.966656098530213e-11,1.7738645009347221e-19,0.00797134953296241,0.00797134953296241,1.0,0.0
Earth,224207891.92975932,35.19194662215654,3.956195651946524e-11,1.7645211405787337e-19,0.007929362565428665,0.007929362565428665,1.0,0.0
Earth,224800712.63012645,35.28499648879712,3.9457627905479253e-11,1.7552269938930512e-19,0.007887596753100181,0.007887596753100181,1.0,0.0
Earth,225395100.78817558,35.37829238552434,3.9353574415897126e-11,1.74598180165776e-19,0.007846050931100756,0.007846050931100754,1.0000000000000002,2.2109510774402222e-16
Earth,225991060.54837182,35.47183496285855,3.924979532518949e-11,1.7367853060182594e-19,0.007804723940689596,0.007804723940689595,1.0000000000000002,1.1113291701022891e-16
Earth,226588596.06613475,35.56562487303952,3.914628990974096e-11,1.727637250478187e-19,0.007763614629229535,0.007763614629229534,1.0000000000000002,1.1172137971954966e-16
Earth,227187711.50787398,35.659662770032014,3.904305744784385e-11,1.7185373798921637e-19,0.007722721850154419,0.007722721850154418,1.0000000000000002,1.1231295841259133e-16
Earth,227788411.05101538,35.75394930952996,3.8940097219693743e-11,1.709485440458722e-19,0.007682044462937331,0.00768204446293733,1.0000000000000002,1.1290766958887875e-16
Earth,228390698.8840274,35.848485148960506,3.883740850738486e-11,1.700481179713268e-19,0.007641581333058963,0.007641581333058962,1.0000000000000002,1.1350552983530104e-16
Earth,228994579.20645586,35.94327094748954,3.8734990594904144e-11,1.6915243465209556e-19,0.0076013313319756,0.0076013313319756,1.0,0.0
Earth,229600056.22895056,36.038307366025826,3.8632842768126714e-11,1.6826146910697252e-19,0.00756129333708783,0.007561293337087829,1.0000000000000002,1.147107643257312e-16
Earth,230207134.17329165,36.13359506722519,3.85309643148114e-11,1.673751964863377e-19,0.00752146623170942,0.00752146623170942,1.0,0.0
Earth,230815817.27242568,36.2291347154961,3.8429354524594634e-11,1.6649359207145454e-19,0.007481848905035746,0.007481848905035746,1.0,0.0
Earth,231426109.77048773,36.32492697700325,3.8328012688986773e-11,1.6561663127379114e-19,0.007442440252113288,0.0074424402521132875,1.0000000000000002,1.165426538348246e-16
Earth,232038015.92283833,36.420972519673256,3.822693810136592e-11,1.647442896343238e-19,0.0074032391738083365,0.0074032391738083365,1.0,0.0
Earth,232651539.99608573,36.5172720131982,3.81261300569742e-11,1.6387654282286573e-19,0.0073642445767768214,0.007364244576776821,1.0000000000000002,1.1778013738484905e-16
Earth,233266686.26812223,36.613826129041314,3.802558785291182e-11,1.6301336663737877e-19,0.0073254553734333865,0.0073254553734333865,1.0,0.0
Earth,233883459.02815115,36.710635540441245,3.7925310788132555e-11,1.6215473700330265e-19,0.007286870481921246,0.007286870481921245,1.0000000000000002,1.1903076089253014e-16
Earth,234501862.5767139,36.807700922416245,3.7825298163439425e-11,1.6130062997288742e-19,0.007248488826082185,0.007248488826082184,1.0000000000000002,1.1966104367401136e-16
Earth,235121901.22572568,36.905022951769844,3.772554928147878e-11,1.6045102172451755e-19,0.007210309335426189,0.0072103093354261875,1.0000000000000002,2.405893277634629e-16
Earth,235743579.29850265,37.00260230709507,3.7626063446736e-11,1.5960588856205164e-19,0.007172330945101765,0.007172330945101765,1.0,0.0
Earth,236366901.12978926,37.100439668778726,3.7526839965531045e-11,1.5876520691416527e-19,0.007134552595866422,0.007134552595866422,1.0,0.0
Earth,236991871.0657952,37.19853571900725,3.742787814601255e-11,1.579289533336845e-19,0.007096973234056707,0.007096973234056707,1.0,0.0
Earth,237618493.4642179,37.296891141770196,3.7329177298154265e-11,1.5709710449694239e-19,0.0070595918115592985,0.007059591811559298,1.0000000000000002,1.2286287382341215e-16
Earth,238246772.6942807,37.39550662286622,3.723073673374898e-11,1.5626963720311803e-19,0.007022407285781299,0.007022407285781299,1.0,0.0
Earth,238876713.13675568,37.494382849906714,3.713255576640496e-11,1.554465283735998e-19,0.006985418619621624,0.006985418619621624,1.0,0.0
Earth,239508319.18400073,37.59352051232157,3.70346337115401e-11,1.546277550513328e-19,0.006948624781441673,0.006948624781441672,1.0000000000000002,1.2482494957922405e-16
Earth,240141595.2399876,37.69292030136362,3.69369698863776e-11,1.5381329440018215e-19,0.0069120247450367225,0.0069120247450367225,1.0,0.0
Earth,240776545.72032943,37.79258291011293,3.683956360994165e-11,1.5300312370430017e-19,0.006875617489607485,0.006875617489607485,1.0,0.0
Earth,241413175.0523174,37.89250903348256,3.674241420305181e-11,1.521972203674851e-19,0.0068394019997312944,0.006839401999731294,1.0000000000000002,1.268183589767761e-16
Earth,242051487.67494893,37.99269936822303,3.6645520988318675e-11,1.513955619125546e-19,0.006803377265333947,0.006803377265333946,1.0000000000000002,1.2748987806511547e-16
Earth,242691488.03895527,38.09315461292658,3.6548883290139656e-11,1.5059812598072276e-19,0.006767542281661713,0.006767542281661712,1.0000000000000002,1.2816495293110018e-16
Earth,243333180.60683984,38.19387546803325,3.6452500434693166e-11,1.4980489033096756e-19,0.006731896049252906,0.006731896049252905,1.0000000000000002,1.2884360240302016e-16
Earth,243976569.85290113,38.29486263583443,3.6356371749935175e-11,1.4901583283942075e-19,0.006696437573910466,0.0066964375739104656,1.0000000000000002,1.2952584540885928e-16
Earth,244621660.26327202,38.39611682047905,3.6260496565593275e-11,1.4823093149874064e-19,0.006661165866673781,0.00666116586667378,1.0000000000000002,1.302117009768316e-16
Earth,245268456.33594304,38.49763872797725,3.616487421316324e-11,1.4745016441750822e-19,0.006626079943791537,0.006626079943791536,1.0000000000000002,1.309011882359039e-16
Earth,245916962.58080065,38.59942906620635,3.60695040259033e-11,1.4667350981960823e-19,0.006591178826693919,0.006591178826693918,1.0000000000000002,1.3159432641633625e-16
Earth,246567183.5196558,38.701488544915364,3.597438533882995e-11,1.459009460436253e-19,0.006556461541965462,0.006556461541965461,1.0000000000000002,1.3229113485021533e-16
Earth,247219123.6862724,38.803817875729465,3.587951748871375e-11,1.4513245154224318e-19,0.006521927121318064,0.006521927121318064,1.0,0.0
Earth,247872787.6264049,38.90641777215585,3.5784899814073835e-11,1.4436800488163715e-19,0.006487574601563678,0.006487574601563678,1.0,0.0
Earth,248528179.89782715,39.00928894958832,3.569053165517368e-11,1.436075847408792e-19,0.006453403024587578,0.0064534030245875776,1.0000000000000002,1.3440377653212426e-16
Earth,249185305.07036087,39.112432125311706,3.5596412354017045e-11,1.4285116991134735e-19,0.0064194114373218245,0.006419411437321824,1.0000000000000002,1.3511546135610627e-16
Earth,249844167.72591487,39.21584801850806,3.5502541254342264e-11,1.4209873929612564e-19,0.006385598891718292,0.006385598891718291,1.0000000000000002,1.3583091464033476e-16
Earth,250504772.4585087,39.319537350260354,3.5408917701618885e-11,1.4135027190942517e-19,0.00635196444472266,0.006351964444722659,1.0000000000000002,1.3655015633927632e-16
Earth,251167123.87431294,39.42350084355877,3.531554104304195e-11,1.4060574687598954e-19,0.006318507158247685,0.006318507158247684,1.0000000000000002,1.3727320651306337e-16
Earth,251831226.59167305,39.527739223304515,3.522241062752857e-11,1.3986514343052172e-19,0.006285226099147459,0.006285226099147459,1.0,0.0
Earth,252497085.2411488,39.63225321631593,3.5129525805712396e-11,1.391284409170971e-19,0.006252120339191018,0.006252120339191018,1.0,0.0
Earth,253164704.46554348,39.737043551333144,3.503688592993953e-11,1.3839561878859052e-19,0.006219188955036608,0.006219188955036606,1.0000000000000002,2.7893082016296395e-16
Earth,253834088.91993317,39.84211095902263,3.4944490354264413e-11,1.3766665660610678e-19,0.00618643102820608,0.006186431028206079,1.0000000000000002,1.4020389688882028e-16
Earth,254505243.27170536,39.94745617198326,3.4852338434444486e-11,1.369415340384038e-19,0.00615384564505898,0.00615384564505898,1.0,0.0
Earth,255178172.2005885,40.05307992475098,3.47604295279361e-11,1.362202308613289e-19,0.00612143189676721,0.00612143189676721,1.0,0.0
Earth,255852880.3986813,40.158982953803374,3.466876299389052e-11,1.3550272695725808e-19,0.006089188879289834,0.0060891888792898325,1.0000000000000002,2.848858050498055e-16
Earth,256529372.57049304,40.26516599756601,3.457733819314838e-11,1.3478900231452714e-19,0.006057115693347508,0.006057115693347507,1.0000000000000002,1.4319715552750984e-16
Earth,257207653.4329677,40.371629796416215,3.4486154488236434e-11,1.3407903702688248e-19,0.0060252114443978076,0.0060252114443978076,1.0,0.0
Earth,257887727.71552542,40.478375092689596,3.439521124336193e-11,1.3337281129291699e-19,0.005993475242609872,0.005993475242609872,1.0,0.0
Earth,258569600.1600871,40.585402630683895,3.430450782440933e-11,1.326703054155265e-19,0.005961906202839985,0.005961906202839985,1.0,0.0
Earth,259253275.52111468,40.692713156665306,3.42140435989349e-11,1.3197149980135301e-19,0.005930503444606546,0.0059305034446065445,1.0000000000000002,2.9250863643868877e-16
Earth,259938758.56564125,40.80030741887322,3.412381793616272e-11,1.3127637496024115e-19,0.005899266092065651,0.005899266092065651,1.0,0.0
Earth,260626054.07330108,40.90818616752489,3.4033830206980705e-11,1.3058491150469816e-19,0.005868193273986825,0.005868193273986825,1.0,0.0
Earth,261315166.83636928,41.01635015482174,3.394407978393537e-11,1.2989709014934645e-19,0.005837284123728419,0.005837284123728418,1.0000000000000002,1.4858994690057987e-16
Earth,262006101.65979207,41.12480013495402,3.3854566041227894e-11,1.2921289171038904e-19,0.005806537779213588,0.005806537779213587,1.0000000000000002,1.4937674927276118e-16
Earth,262698863.36121708,41.233536864105645,3.3765288354710166e-11,1.2853229710507771e-19,0.0057759533829063936,0.005775953382906393,1.0000000000000002,1.5016771786200898e-16
Earth,263393456.7710344,41.342561100460586,3.3676246101879446e-11,1.2785528735117331e-19,0.005745530081787548,0.005745530081787547,1.0000000000000002,1.5096287472896676e-16
Earth,264089886.73240164,41.45187360420682,3.3587438661875163e-11,1.2718184356642485e-19,0.005715267027331007,0.005715267027331007,1.0,0.0
Earth,264788158.1012854,41.561475137542836,3.349886541547358e-11,1.2651194696803537e-19,0.005685163375479971,0.00568516337547997,1.0000000000000002,1.5256584212325762e-16
Earth,265488275.74649164,41.671366464682414,3.341052574508393e-11,1.2584557887214137e-19,0.0056552182866234845,0.005655218286623484,1.0000000000000002,1.5337369735842192e-16
Earth,266190244.54969665,41.78154835185946,3.332241903474448e-11,1.2518272069329466e-19,0.005625430925573158,0.005625430925573158,1.0,0.0
Earth,266894069.40548843,41.89202156733455,3.3234544670117326e-11,1.2452335394393702e-19,0.0055958004615395554,0.0055958004615395554,1.0,0.0
Earth,267599755.22139233,42.00278688139889,3.3146902038485164e-11,1.2386746023389243e-19,0.005566326068109382,0.005566326068109381,1.0000000000000002,1.558230199552441e-16
Earth,268307306.91791275,42.113845066380904,3.3059490528746064e-11,1.2321502126984728e-19,0.005537006923222119,0.005537006923222118,1.0000000000000002,1.5664812235482357e-16
Earth,269016729.42856425,42.22519689665111,3.297230953140965e-11,1.2256601885484317e-19,0.005507842209147237,0.005507842209147237,1.0,0.0
Earth,269728027.69990265,42.336843148627004,3.288535843859322e-11,1.2192043488777228e-19,0.005478831112461515,0.005478831112461515,1.0,0.0
Earth,270441206.6915672,42.44878460077965,3.279863664401659e-11,1.2127825136286565e-19,0.0054499728240260505,0.0054499728240260505,1.0,0.0
Earth,271156271.3763063,42.56102203363778,3.271214354299892e-11,1.2063945036919884e-19,0.005421266538964037,0.005421266538964036,1.0000000000000002,1.5999245411647846e-16
Earth,271873226.74002004,42.673556229794386,3.262587853245356e-11,1.200040140901855e-19,0.005392711456638013,0.005392711456638012,1.0000000000000002,1.6083963419195147e-16
Earth,272592077.7817915,42.78638797391171,3.253984101088429e-11,1.1937192480308345e-19,0.005364306780627661,0.005364306780627661,1.0,0.0
Earth,273312829.51391834,42.89951805272616,3.245403037838146e-11,1.187431648785033e-19,0.005336051718707732,0.005336051718707731,1.0000000000000002,1.6254747587012867e-16
Earth,274035486.9619555,43.01294725505501,3.2368446036616935e-11,1.1811771677990984e-19,0.005307945482825633,0.005307945482825633,1.0,0.0
Earth,274760055.16474146,43.12667637180057,3.2283087388840916e-11,1.1749556306314076e-19,0.005279987289079805,0.005279987289079804,1.0000000000000002,1.6427345190438275e-16
Earth,275486539.17444104,43.24070619595684,3.219795383987693e-11,1.1687668637591341e-19,0.005252176357697552,0.005252176357697551,1.0000000000000002,1.6514330039912019e-16
Earth,276214944.05657727,43.355037522614545,3.211304479611803e-11,1.1626106945734366e-19,0.005224511913013423,0.005224511913013423,1.0,0.0
Earth,276945274.8900634,43.46967114896616,3.202835966552305e-11,1.156486951374674e-19,0.005196993183447712,0.0051969931834477115,1.0000000000000002,1.668968396477656e-16
Earth,277677536.7672462,43.584607874312695,3.1943897857611594e-11,1.1503954633675496e-19,0.0051696194014846306,0.00516961940148463,1.0000000000000002,1.6778057930905155e-16
Earth,278411734.7939325,43.69984850006789,3.185965878346091e-11,1.1443360606564213e-19,0.005142389803651238,0.005142389803651238,1.0,0.0
Earth,279147874.0894325,43.81539382976495,3.177564185570092e-11,1.1383085742405023e-19,0.005115303630495873,0.005115303630495873,1.0,0.0
