x_m,y_m,x_earth_moon_units,y_earth_moon_units,A_earth,A_moon,A_total,log10_A_total,toy_SU_density,gradient_magnitude,gradient_unit_x,gradient_unit_y
-30606458.79732739,-192200000.0,-0.07962138084632515,-0.5,4.557613120904727e-11,2.38428270646296e-13,4.581455947969357e-11,-10.338996484946573,5.581455947969357,2.359486216625586e-19,0.1580763750088424,0.987426888262652
-26753897.550111353,-192200000.0,-0.0695991091314031,-0.5,4.570966521094281e-11,2.402632491086879e-13,4.5949928460051494e-11,-10.337715160435195,5.594992846005149,2.37351286605365e-19,0.13883579789388714,0.9903154150184513
-22901336.302895322,-192200000.0,-0.059576837416481065,-0.5,4.5826214588811016e-11,2.4212353805505364e-13,4.606833812686607e-11,-10.336597454240692,5.606833812686607,2.385787083106034e-19,0.11944266442496619,0.9928411000331647
-19048775.055679277,-192200000.0,-0.04955456570155899,-0.5,4.592537656492183e-11,2.440095817730207e-13,4.6169386146694854e-11,-10.335645899650189,5.616938614669485,2.39625112146293e-19,0.09991758867948787,0.9949957163086064
-15196213.808463246,-192200000.0,-0.039532293986636956,-0.5,4.600680410019138e-11,2.459218318440691e-13,4.625272593203545e-11,-10.334862666765929,5.625272593203545,2.4048549921937595e-19,0.08028190691320061,0.9967721983594748
-11343652.561247215,-192200000.0,-0.029510022271714918,-0.5,4.6070209208226686e-11,2.4786074711923093e-13,4.631806995534592e-11,-10.334249545679727,5.631806995534592,2.411557053047426e-19,0.06055757031018349,0.9981647061873743
-7491091.314031169,-192200000.0,-0.019487750556792843,-0.5,4.6115365749735057e-11,2.4982679367851443e-13,4.636519254341357e-11,-10.333807932357486,5.636519254341357,2.41632450848677e-19,0.04076703025611123,0.9991686790748082
-3638530.066815138,-192200000.0,-0.009465478841870807,-0.5,4.614211165486062e-11,2.5182044477243056e-13,4.6393932099633054e-11,-10.333538817461761,5.6393932099633055,2.4191338093377447e-19,0.020933117450621055,0.9997808782897374
214031.1804008931,-192200000.0,0.0005567928730512308,-0.5,4.615035053102356e-11,2.5384218074386574e-13,4.640419271176742e-11,-10.333442778295925,5.640419271176742,2.4199709429886304e-19,0.0010789163051226696,0.999999417969634
4066592.427616939,-192200000.0,0.010579064587973306,-0.5,4.6140052625176715e-11,2.5589248892840456e-13,4.639594511410512e-11,-10.333519974003755,5.639594511410512,2.4188316074574813e-19,-0.018772363826160245,0.9998237836520886
7919153.67483297,-192200000.0,0.020601336302895342,-0.5,4.6111255121720516e-11,2.579718635310526e-13,4.636922698525157e-11,-10.333770144105015,5.636922698525157,2.415721265283296e-19,-0.03859751896648148,0.9992548381317111
11771714.922049,-192200000.0,0.03062360801781738,-0.5,4.6064061770244736e-11,2.6008080547714704e-13,4.632414257572188e-11,-10.334192610391769,5.632414257572188,2.41065507598491e-19,-0.05837348073848216,0.9982948145445181
15624276.169265047,-192200000.0,0.040645879732739455,-0.5,4.599864185038197e-11,2.622198222350686e-13,4.626086167261704e-11,-10.334786282153864,5.626086167261704,2.4036577086619327e-19,-0.07807744484035396,0.996947296805203
19476837.416481078,-192200000.0,0.05066815144766149,-0.5,4.591522849393858e-11,2.643894276081802e-13,4.617961792154676e-11,-10.335549664646438,5.617961792154676,2.394763039091875e-19,-0.0976869961668645,0.9952171877434065
23329398.66369711,-192200000.0,0.06069042316258353,-0.5,4.581411639670384e-11,2.665901414932181e-13,4.6080706538197057e-11,-10.336480870659328,5.608070653819706,2.384013738283984e-19,-0.1171802290379932,0.9931106654963502
27181959.91091314,-192200000.0,0.07071269487750556,-0.5,4.569565896354513e-11,2.688224896021475e-13,4.596448145314728e-11,-10.337577634999183,5.596448145314728,2.3714607618118543e-19,-0.13653586110251523,0.9906351289112428
31034521.158129185,-192200000.0,0.08073496659242764,-0.5,4.5560264940245145e-11,2.710870031442664e-13,4.583135194338941e-11,-10.338837331651265,5.583135194338941,2.3571627512589832e-19,-0.1557333396175066,0.9877991328866301
34887082.40534522,-192200000.0,0.09075723830734968,-0.5,4.540839459375462e-11,2.7338421846509646e-13,4.5681778812219716e-11,-10.340256993350422,5.568177881221971,2.341185360732525e-19,-0.17475293896319827,0.9846123147329231
38739643.65256125,-192200000.0,0.10077951002227171,-0.5,4.5240555508926013e-11,2.7571467663834335e-13,4.5516270185564355e-11,-10.341833333260494,5.551627018556435,2.3236005225711387e-19,-0.1935758484302626,0.9810853127554727
42592204.89977729,-192200000.0,0.1108017817371938,-0.5,4.5057298074240004e-11,2.780789230069281e-13,4.533537699724693e-11,-10.343562768438664,5.533537699724693,2.30448566708884e-19,-0.21218424951013715,0.9772296783560249
46444766.14699334,-192200000.0,0.12082405345211587,-0.5,4.485921073150118e-11,2.8047750666880265e-13,4.513968823816998e-11,-10.345441444746736,5.513968823816998,2.283922911441973e-19,-0.23056138212059482,0.973057783009129
50297327.394209355,-192200000.0,0.13084632516703787,-0.5,4.464691506500062e-11,2.8291097990294664e-13,4.492982604490357e-11,-10.347465262864459,5.492982604490357,2.2619982325138185e-19,-0.24869159940393468,0.9685827214987436
54149888.6414254,-192200000.0,0.14086859688195993,-0.5,4.442106080432927e-11,2.853798975306163e-13,4.470644070185989e-11,-10.349629905060928,5.470644070185989,2.238800638123047e-19,-0.26656041093834165,0.9638182127976117
58002449.88864145,-192200000.0,0.15089086859688203,-0.5,4.418232081204736e-11,2.878848162065646e-13,4.447020562825392e-11,-10.351930862388045,5.447020562825392,2.214421349905231e-19,-0.2841545143987184,0.9587784999398082
61855011.13585746,-192200000.0,0.160913140311804,-0.5,4.393138612298591e-11,2.904262936345839e-13,4.422181241662049e-11,-10.354363461974243,5.422181241662049,2.188953009993308e-19,-0.3014618158868065,0.9534782501778577
65707572.38307351,-192200000.0,0.1709354120267261,-0.5,4.366896109632649e-11,2.930048877013357e-13,4.396196598402783e-11,-10.356922894116538,5.396196598402783,2.1624889221631918e-19,-0.3184714393182194,0.9479324566331621
69560133.63028955,-192200000.0,0.18095768374164817,-0.5,4.3395758735043944e-11,2.956211555220206e-13,4.3691379890565965e-11,-10.359604238893203,5.369137989056597,2.1351223365062586e-19,-0.3351737254030844,0.9421563425458738
