catalog,cid,z,mu_obs,muerr,weight,stam_mu_union,stam_mu_original,stam_mu_des,lcdm_mu,z_bin,mu_corrected_catalog_linear_z,raw_resid_to_stam_union,corrected_resid_to_stam_union,corrected_resid_to_lcdm
DES,1332819,0.3418,41.15902,0.1509,43.91587299705192,41.12638419369465,41.140751639059864,41.25529805479109,41.283927644296895,0.32-0.35,40.895434739280724,0.03263580630535046,-0.23094945441392412,-0.3884929050161716
DES,1313057,0.33754,41.43363,0.2215,20.382269463793445,41.09528400594316,41.10967696947215,41.22442089436301,41.252195463212,0.32-0.35,41.16702284042267,0.3383459940568443,0.07173883447951113,-0.08517262278932947
DES,1249805,0.34273,40.60507,338.1609,8.744867199960106e-06,41.13312760541247,41.147489491939496,41.26199287988325,41.29080670863763,0.32-0.35,40.34214444959481,-0.5280576054124708,-0.7909831558176563,-0.9486622590428198
DES,1314071,0.32707,40.96772,0.1501,44.3852443918134,41.01733002137955,41.031786088943235,41.14701834843941,41.17261333653454,0.32-0.35,40.69368577914476,-0.04961002137955006,-0.32364424223479205,-0.4789275573897811
DES,1310396,0.3225,41.21681,0.1051,90.53042682380334,40.98260163446296,40.99708541981097,41.1125321359603,41.1371404781935,0.32-0.35,40.93953397684867,0.23420836553704305,-0.043067657614287214,-0.19760650134482916
DES,1249090,0.3862,41.59525,0.1662,36.20244989218911,41.43147558471546,41.44558235463898,41.55810999419103,41.59459891828784,0.35-0.40,41.36316058653375,0.16377441528454284,-0.06831499818170528,-0.23143833175409156
DES,1251552,0.35484,41.5652,0.1302,58.98995047203758,41.219478490593815,41.23376838339745,41.34771442210629,41.37884906368422,0.35-0.40,41.310864870996475,0.3457215094061823,0.09138638040266045,-0.0679841926877458
DES,1263291,0.39362,41.6875,0.3134,10.181271429031039,41.47939549612241,41.49345962241033,41.60565681060003,41.6432788813441,0.35-0.40,41.46067408172784,0.2081045038775926,-0.018721414394569535,-0.1826047996162643
DES,1923155,0.39201,41.5727,0.279,12.846700325021514,41.46906604765748,41.48313940489371,41.59540812977903,41.632788567501876,0.35-0.40,41.34473200258195,0.10363395234251982,-0.12433404507552837,-0.2880565649199269
DES,1335885,0.39932,41.77158,0.2252,19.718016588372993,41.51566805651612,41.529699598909204,41.64164425177181,41.68010308064646,0.35-0.40,41.54879746752383,0.2559119434838806,0.03312941100771383,-0.13130561312262756
DES,1645158,0.36048,41.30285,0.1706,34.359113205031825,41.258801846200235,41.27305845509463,41.386746767265805,41.41891329333552,0.35-0.40,41.05251569483673,0.04404815379976412,-0.20628615136350703,-0.36639759849879283
DES,1262135,0.38328,41.50629,0.1276,61.41842159569973,41.41239400057525,41.42651762308353,41.53917583996767,41.575205074284256,0.35-0.40,41.27212923802072,0.09389599942475257,-0.1402647625545299,-0.3030758362635382
DES,1258090,0.36656,41.3954,0.1317,57.65386808449058,41.300584728168225,41.31480562976716,41.42821741204104,41.461462012399224,0.35-0.40,41.14937863968579,0.09481527183177718,-0.15120608848243222,-0.3120833727134311
DES,1265832,0.39876,41.94071,0.2754,13.184756944279636,41.51212476312636,41.52615950005468,41.63812891302581,41.67650682096147,0.35-0.40,41.71753022260353,0.42858523687364425,0.20540545947716993,0.04102340164205742
DES,1291794,0.39512,41.69227,0.1505,44.14962307259302,41.4889856628719,41.50304119978749,41.615171820886374,41.65301691464326,0.35-0.40,41.46650813062152,0.20328433712810323,-0.022477532250377408,-0.18650878402173987
DES,1308582,0.36704,41.25502,0.0964,107.60834007678932,41.303857085809916,41.31807517602826,41.431465184290104,41.46479339204795,0.35-0.40,41.00933913533177,-0.04883708580991453,-0.294517950478145,-0.45545425671618034
DES,1324790,0.35723,41.28873,0.1998,25.05007510012515,41.236209544675106,41.25048531417109,41.36432199641141,41.395897672040675,0.35-0.40,41.03609025556708,0.052520455324895465,-0.20011928910802368,-0.3598074164735934
DES,1261503,0.35211,41.15259,0.1223,66.85703091937108,41.20024405954351,41.214550119057925,41.32862132862936,41.35924538338814,0.35-0.40,40.89631830200997,-0.047654059543511096,-0.3039257575335341,-0.46292708137816874
DES,1773049,0.35023,41.3175,0.1076,86.3724934702395,41.18692096751204,41.20123818143168,41.31539574930787,41.34566394762384,0.35-0.40,41.05989469406323,0.1305790324879652,-0.12702627344880568,-0.2857692535606091
DES,1307953,0.39146,41.58434,150.6151,4.408217060694994e-05,41.4655287598966,41.479605273339814,41.591898457140495,41.629195813080386,0.35-0.40,41.355981851320934,0.11881124010339761,-0.10954690857566618,-0.2732139617594527
DES,1282736,0.37797,41.47658,0.1632,37.5456555171088,41.377361917253516,41.39151628948595,41.50441273878536,41.53958590018122,0.35-0.40,41.23865250493708,0.09921808274648214,-0.1387094123164374,-0.30093339524414375
DES,1790098,0.39298,41.61587,0.1388,51.9064189553937,41.47529385959011,41.48936165387285,41.60158726808779,41.639113565995714,0.35-0.40,41.3885900875332,0.14057614040989108,-0.08670377205690727,-0.25052347846251166
DES,1299746,0.36571,41.38879,0.1978,25.559209954596618,41.294780577412645,41.30900646022663,41.422456821174364,41.455552828794524,0.35-0.40,41.14216567864604,0.09400942258735512,-0.1526148987666076,-0.31338715014848617
DES,1299785,0.38131,41.52151,0.1744,32.878124736975,41.39944762256606,41.413582637562556,41.52632912079312,41.56204379460574,0.35-0.40,41.28595178714034,0.12206237743394155,-0.11349583542571651,-0.27609200746540097
DES,1276546,0.35329,41.53772,0.1435,48.56195898942564,41.20857408504904,41.222873152268065,41.33689022494711,41.367735866591836,0.35-0.40,41.282285353806344,0.32914591495096346,0.07371126875730738,-0.0854505127854921
DES,1249245,0.36834,41.27058,0.1238,65.24672396198987,41.31270067066856,41.32691115231024,41.4402422312627,41.47379577652855,0.35-0.40,41.025821311039635,-0.04212067066855951,-0.2868793596289265,-0.44797446548891173
DES,1260113,0.35469,41.30599,0.2287,19.119109951898235,41.2184250815216,41.232715861657326,41.346668770751954,41.37777554702504,0.35-0.40,41.051548466107114,0.08756491847839953,-0.16687661541448762,-0.3262270809179242
DES,1431163,0.36711,41.41436,0.1144,76.40960438163235,41.304333986980126,41.31855166729835,41.431938500882126,41.465278883082206,0.35-0.40,41.168728790946815,0.11002601301987625,-0.13560519603331045,-0.29655009213539074
DES,1254762,0.39827,41.80643,0.2807,12.69156489406541,41.50902077582502,41.52305830916514,41.635049396219806,41.6733562689449,0.35-0.40,41.582902633298254,0.2974092241749773,0.07388185747323206,-0.09045363564664655
DES,1643313,0.39044,41.64288,0.1628,37.73038171072569,41.45895705266836,41.473039423189675,41.58537799538749,41.622520547699985,0.35-0.40,41.41379829807323,0.18392294733163794,-0.045158754595128414,-0.2087222496267529
DES,1250275,0.38323,41.3791,0.1708,34.2786940091812,41.412066141891145,41.42619005332174,41.538850508758735,41.574871803518334,0.35-0.40,41.14490376972426,-0.03296614189114422,-0.26716237216688654,-0.42996803379407567
DES,1324582,0.38185,41.63203,0.1558,41.19695274379945,41.403002258416045,41.417134148770444,41.529856423404595,41.56565767783148,0.35-0.40,41.39685484474207,0.22902774158395545,-0.006147413673971869,-0.16880283308940847
DES,1247022,0.35763,41.88096,0.1958,26.084026038118154,41.23899998200548,41.2532733904947,41.367091790903515,41.398740737946675,0.35-0.40,41.62860400193873,0.6419600179945206,0.3896040199332518,0.22986326399205836
DES,1450026,0.35831,41.59729,0.1189,70.7353148181289,41.24373735719314,41.258006753762636,41.371794088533576,41.40356724126693,0.35-0.40,41.345416370770536,0.3535526428068607,0.10167901357739595,-0.058150870496390894
DES,1315910,0.39365,42.25254,0.2723,13.486669573493517,41.479587615689894,41.49365157008749,41.605847426160665,41.64347397720073,0.35-0.40,42.02573536270572,0.7729523843101092,0.5461477470158229,0.38226138550498945
DES,1318126,0.37298,41.46099,0.1255,63.49105569752861,41.34404112393477,41.35822451508645,41.4713457603883,41.50569055156134,0.35-0.40,41.21952276895076,0.11694887606522997,-0.12451835498401209,-0.2861677826105762
DES,1923415,0.36161,41.28252,0.1967,25.84587741455417,41.26661457542722,41.28086453437274,41.39450135000599,41.426870922894935,0.35-0.40,41.032987278336634,0.01590542457277877,-0.23362729709058527,-0.3938836445583007
DES,1246626,0.39282,41.54316,0.2135,21.938364165875974,41.47426752806531,41.48833623964573,41.60056896261824,41.63807125961665,0.35-0.40,41.315766588984545,0.06889247193468861,-0.158500939080767,-0.3223046706321071
DES,1289600,0.41962,41.85497,0.2219,20.30885297426198,41.64124462130141,41.65516133561108,41.766215770672055,41.80742195753331,0.40-0.50,41.646587595885016,0.21372537869859087,0.005342974583605553,-0.16083436164829124
DES,1783052,0.47852,42.70702,0.2861,12.216991856519737,41.97758353344935,41.99117746742274,42.09972730205735,42.14696187281857,0.40-0.50,42.540419249110315,0.7294364665506521,0.5628357156609667,0.3934573762917424
DES,1300517,0.40031,41.51903,0.1744,32.878124736975,41.52192137514031,41.535947273608016,41.64784818092282,41.68644938362709,0.40-0.50,41.29694973979367,-0.002891375140308128,-0.2249716353466411,-0.3894996438334246
DES,1309323,0.48309,42.16315,0.1996,25.10030080200481,42.00213975083777,42.015709265380295,42.124069485716646,42.17165762549426,0.40-0.50,41.999791051406405,0.1610102491622314,-0.0023486994313657306,-0.17186657408785777
DES,1847216,0.47905,42.31888,0.158,40.0576830636116,41.980441853206216,41.99403295066237,42.10256076100006,42.149837145878934,0.40-0.50,42.152655213052746,0.33843814679378426,0.17221335984653052,0.0028180671738127216
DES,1302110,0.45351,42.27599,0.2672,14.006418301122306,41.839458041673865,41.85318718671059,41.96278658283907,42.00780167566564,0.40-0.50,42.091648007222965,0.43653195832613534,0.2521899655490998,0.08384633155732502
DES,1320367,0.40109,42.44441,279.3887,1.281097920387345e-05,41.52683862584219,41.54086008077763,41.65272654598147,41.691439308464524,0.40-0.50,42.22288304521838,0.9175713741578093,0.696044419376193,0.5314437367538574
DES,1777122,0.45429,41.97567,0.1899,27.730012830676934,41.84386521495223,41.85759010246802,41.967156458773815,42.012248182359066,0.40-0.50,41.79188131264768,0.1318047850477697,-0.05198390230454919,-0.22036686971138408
DES,1340539,0.44766,42.08076,0.1646,36.90968495369311,41.80619124105464,41.81995240188962,41.92980023341683,41.9742250689967,0.40-0.50,41.8922682165376,0.2745687589453567,0.08607697548296045,-0.08195685245910056
DES,1847303,0.47964,42.15841,0.1333,56.278135550391724,41.98362051837539,41.99720845959118,42.1057117628273,42.15303444510862,0.40-0.50,41.99260373895093,0.1747894816246145,0.008983220575544237,-0.1604307061576833
DES,1430136,0.41235,41.82979,0.1808,30.591667319288906,41.59689982303826,41.610857443861306,41.7222290585766,41.76249257356252,0.40-0.50,41.616250505580304,0.23289017696174596,0.019350682542047082,-0.1462420679822145
DES,1862183,0.44864,42.07056,0.182,30.18959062915107,41.811790564993885,41.825546352090726,41.935352486858484,41.97987812097003,0.40-0.50,41.88276339514814,0.2587694350061156,0.07097283015425404,-0.09711472582188918
DES,1531113,0.45694,42.25569,0.2055,23.679708265994165,41.85878904649232,41.8724994890582,41.981953743368734,42.027302198942394,0.40-0.50,42.073781132359855,0.3969009535076822,0.21499208586753582,0.04647893341746112
DES,1303317,0.47429,42.10133,0.2011,24.727252226132702,41.954671525018846,41.96828814011558,42.07701407453469,42.1239072651385,0.40-0.50,41.93172863123012,0.1466584749811517,-0.022942893788723495,-0.19217863390837664
DES,1310963,0.45919,42.59596,268.2323,1.3898817516268102e-05,41.871400959311316,41.88509916114351,41.99445841446431,42.04002048074314,0.40-0.50,42.41564720570038,0.7245590406886819,0.5442462463890649,0.37562672495724314
DES,1262252,0.45294,41.96072,0.1979,25.533386051264404,41.83623322114424,41.849965479117046,41.959589032338165,42.00454781884116,0.40-0.50,41.77597366864337,0.12448677885576132,-0.06025955250087378,-0.2285741501977938
DES,1641173,0.44364,42.2474,0.1954,26.19092767218178,41.78310969748004,41.79689294561396,41.90691215091495,41.9509153755902,0.40-0.50,42.05605656550253,0.46429030251995584,0.2729468680224869,0.1051411899123309
DES,1562077,0.47842,42.15208,0.1254,63.59235772481806,41.977043918621455,41.990638387919546,42.099192379084556,42.14641903650432,0.40-0.50,41.9854083125174,0.17503608137854343,0.008364393895945454,-0.1610107239869194
DES,1252970,0.46198,42.14205,0.1674,35.68527868061533,41.886964962202256,41.90064801584642,42.009889696772476,42.05571109636655,0.40-0.50,41.96371633664263,0.25508503779774117,0.07675137444037006,-0.09199475972392435
DES,1266634,0.4982,42.3334,0.2311,18.724063661067486,42.08191720624511,42.09540660259376,42.20314458234578,42.251790773339586,0.40-0.50,42.180759570595434,0.2514827937548887,0.09884236435032534,-0.07103120274415176
DES,1306423,0.44638,41.87444,0.2136,21.91782743480761,41.79886165622548,41.8126298421469,41.92253218247337,41.9668241947225,0.40-0.50,41.685040228148324,0.07557834377451655,-0.11382142807715923,-0.28178396657417437
DES,1318689,0.49338,42.31278,0.1703,34.48027366303601,42.056699881284786,42.07021473190409,42.17815042489983,42.22647742828877,0.40-0.50,42.15672042681707,0.25608011871521086,0.10002054553228135,-0.06975700147170016
DES,1699105,0.4659,42.1394,0.2053,23.725867530414778,41.90869455657996,41.92235638326626,42.031433299441495,42.07760875903083,0.40-0.50,41.96384705108479,0.2307054434200424,0.055152494504831395,-0.11376170794603979
DES,1256332,0.47803,42.08767,0.1559,41.144119209325225,41.97493848154889,41.988535039016256,42.09710524369244,42.14430096656686,0.40-0.50,41.92072165980505,0.11273151845111329,-0.05421682174384301,-0.22357930676181326
DES,1916207,0.40841,41.73184,0.1671,35.81352755725599,41.572578590222676,41.58655848110392,41.69810275071913,41.737836274080585,0.40-0.50,41.515505603819555,0.15926140977732217,-0.05707298640312075,-0.22233067026103015
DES,1924089,0.46299,42.06566,0.1065,88.16592827701734,41.89257900864963,41.906256586797376,42.01545576798609,42.061369541087856,0.40-0.50,41.88804279623105,0.1730809913503677,-0.0045362124185857056,-0.17332674485680855
DES,1253475,0.45412,42.18464,0.2443,16.755333096859733,41.84290524141478,41.85663105662675,41.966204612221375,42.01127967557291,0.40-0.50,42.00073072043973,0.3417347585852184,0.15782547902495025,-0.010548955133174331
DES,1260107,0.42982,41.89811,0.3071,10.603283349102185,41.70233600660306,41.71619573055288,41.82680818831713,41.86926098283496,0.40-0.50,41.696963128362064,0.19577399339694068,-0.005372878240997636,-0.17229785447289458
DES,1719037,0.40746,41.71383,0.2001,24.975018737507806,41.566683409444025,41.58066868064686,41.69225466039652,41.73185836761307,0.40-0.50,41.49682170618689,0.1471465905559768,-0.06986170325713204,-0.23503666142617874
DES,1390164,0.45102,41.96907,224.6577,1.981332590899878e-05,41.825344489129776,41.839087243175996,41.94879224608013,41.993559457830024,0.40-0.50,41.78296168605945,0.143725510870226,-0.042382803070324826,-0.2105977717705727
DES,1334614,0.43941,42.79751,289.7856,1.1908207634326713e-05,41.758623741928474,41.772430307860006,41.882630417719895,41.9261758019431,0.40-0.50,42.603165947622344,1.0388862580715283,0.8445422056938696,0.6769901456792411
DES,1337267,0.45318,41.93843,0.2617,14.601334649594982,41.837591472654196,41.85132241974503,41.960935800260614,42.00591832630574,0.40-0.50,41.753853916466355,0.10083852734580034,-0.08373755618784173,-0.2520644098393845
DES,1257419,0.40361,41.68997,0.1559,41.144119209325225,41.54266766626969,41.55667478440024,41.668430119880696,41.70749962193584,0.40-0.50,41.47023064735977,0.147302333730309,-0.07243701890992327,-0.2372689745760681
DES,1315296,0.41257,41.68001,0.2328,18.451600713265076,41.59825181839409,41.612208197802694,41.72357018764673,41.763862898325456,0.40-0.50,41.466626566084706,0.0817581816059132,-0.1316252523093837,-0.2972363322407503
DES,1295027,0.42561,41.76441,0.1372,53.12412345196305,41.67727687941486,41.691160069191874,41.80195452376843,41.84390344461685,0.40-0.50,41.560276697800454,0.08713312058513623,-0.11700018161440795,-0.2836267468163953
DES,1335756,0.44933,42.34252,0.2037,24.100049911203367,41.8157265277658,41.82947853382937,41.93925532966371,41.98385146986152,0.40-0.50,42.155212857639235,0.5267934722342034,0.33948632987343785,0.17136138777771492
DES,1260030,0.45811,41.95029,0.1333,56.278135550391724,41.86535399684564,41.87905807150105,41.988462904702914,42.033922937329315,0.40-0.50,41.76921109049693,0.08493600315436112,-0.09614290634871026,-0.2647118468323839
DES,1776304,0.4541,41.84927,0.2052,23.748997792293167,41.84279228269332,41.85651820705426,41.96609260968626,42.01116571149628,0.40-0.50,41.665346533121145,0.00647771730668012,-0.17744574957217196,-0.3458191783751374
DES,1318052,0.48068,42.22484,0.2481,16.246000843817285,41.98921530681651,42.002797688057974,42.111257819280354,42.15866146921307,0.40-0.50,42.05977147951722,0.2356246931834889,0.07055617270070513,-0.09888998969585572
DES,1618042,0.42893,41.99425,0.11,82.64462809917356,41.697056496126294,41.710921174170835,41.82157205645301,41.86391957232382,0.40-0.50,41.79247179268514,0.29719350387370724,0.09541529655884773,-0.07144777963868165
DES,1264375,0.49572,42.33811,0.2293,19.01918446117414,42.06896892247566,42.0824714036406,42.190311020799825,42.238795108363675,0.40-0.50,42.183710343091214,0.26914107752433836,0.1147414206155517,-0.05508476527246131
DES,1317724,0.46775,42.27658,0.1346,55.19628904309506,41.918894214315756,41.93254604603626,42.04154537587992,42.08788377093855,0.40-0.50,42.10233937805367,0.3576857856842466,0.18344516373791464,0.01445560711512428
DES,1883111,0.43278,41.71503,0.168,35.43083900226757,41.71982606214492,41.73366933499264,41.84415419064493,41.88695236268412,0.40-0.50,41.51598285151226,-0.004796062144919233,-0.20384321063265531,-0.3709695111718574
DES,1595028,0.46523,42.2212,0.2072,23.292735647948003,41.90499190658268,41.91865735667835,42.027762398944425,42.07387819306919,0.40-0.50,42.04517177591228,0.31620809341732325,0.14017986932960014,-0.028706417156911357
DES,1703072,0.49417,41.90544,0.1633,37.499685940130256,42.06084763693993,42.07435830901359,42.18226154701027,42.23064203287989,0.40-0.50,41.74994082590107,-0.15540763693993398,-0.310906811038862,-0.48070120697882146
DES,1249209,0.48312,42.4651,0.1794,31.070992245923172,42.00230028199733,42.015869636527086,42.12422861431963,42.1718190230967,0.40-0.50,42.30176233238427,0.46279971800267106,0.29946205038694274,0.1299433092875688
DES,1255426,0.46781,42.65964,0.3255,9.438392075526012,41.9192244242829,41.932875932087185,42.041872747465646,42.088216382438475,0.40-0.50,42.485441940009416,0.7404155757171011,0.5662175157265139,0.39722555757094113
DES,1880632,0.40538,41.53219,0.1213,67.9639165974001,41.55373364355255,41.567730709300264,41.679408121321686,41.718724837687375,0.40-0.50,41.31370622505432,-0.021543643552547564,-0.2400274184982294,-0.4050186126330573
DES,1531145,0.45675,42.1682,0.2471,16.37776024629531,41.85772155715156,41.87143303438115,41.980895318557145,42.02622555247591,0.40-0.50,41.98615635283332,0.31047844284844217,0.12843479568176264,-0.040069199642587705
DES,1255470,0.46877,42.0701,0.1661,36.246054163928584,41.924502764723115,41.938149091957705,42.047105691667724,42.093532785992906,0.40-0.50,41.89658293130137,0.14559723527688107,-0.027919833421748308,-0.19694985469153892
DES,1311247,0.44183,41.52847,0.1692,34.930056055753965,41.7726574041244,41.78645062020264,41.896547161071354,41.94035626765818,0.40-0.50,41.33584261317082,-0.24418740412440343,-0.43681479095358355,-0.6045136544873628
DES,1937078,0.45525,42.10631,2.5388,0.15514687084027964,41.84928035428443,41.863000005398064,41.97252572464864,42.01771109771815,0.40-0.50,41.92320230393964,0.2570296457155692,0.07392194965520815,-0.09450879377850896
DES,1304193,0.45354,42.07876,0.1677,35.55771746477742,41.83962767086183,41.8533566520989,41.962954777096435,42.00797282622992,0.40-0.50,41.89443928820084,0.2391323291381724,0.05481161733901274,-0.11353353802907407
DES,1915067,0.45699,42.02079,0.1859,28.936181540973198,41.8590699002586,41.8727800705705,41.98223221195438,42.02758545794555,0.40-0.50,41.83891660065631,0.16172009974139456,-0.020153299602291952,-0.18866885728923677
DES,1933168,0.43495,41.68241,0.1249,64.1025230112032,41.73258159672302,41.74641283392306,41.85680433034212,41.89985106761832,0.40-0.50,41.484902175578455,-0.0501715967230254,-0.24767942114456787,-0.41494889203986673
DES,1342906,0.49743,41.94227,0.1274,61.61140944724706,42.077902977706046,42.09139643396369,42.19916594997364,42.24776229149581,0.40-0.50,41.78908335883001,-0.1356329777060452,-0.28881961887603325,-0.45867893266579784
DES,1261173,0.47377,42.16709,0.1882,28.23324272344635,41.95184263951693,41.96546204806192,42.074209670134664,42.12105995183076,0.40-0.50,41.99711976094699,0.21524736048306892,0.045277121430054024,-0.12394019088377206
DES,1338762,0.42054,41.74141,0.1418,49.73332988515579,41.646808066849594,41.66071962162917,41.771734047170874,41.813056293672034,0.40-0.50,41.533680212539814,0.09460193315040755,-0.11312785430978067,-0.2793760811322201
DES,1784110,0.45993,42.05468,0.1767,32.02778474382096,41.875537078318104,41.88923125908403,41.99855930367026,42.04419075056693,0.40-0.50,41.87489213648793,0.17914292168189405,-0.0006449418301741616,-0.16929861407900404
DES,1309694,0.45353,42.12919,0.203,24.266543716178504,41.83957112888946,41.85330016472598,41.96289871343055,42.00791577720818,0.40-0.50,41.94486219454155,0.28961887111054097,0.10529106565208934,-0.06305358266663319
DES,1262084,0.4536,42.18827,0.1602,38.96502655076909,41.83996689980309,41.85369555345259,41.9632911362767,42.00831509586981,0.40-0.50,42.00399185015659,0.34830310019691524,0.1640249503535003,-0.0043232457132234
DES,1916124,0.43071,41.74154,0.1921,27.09850115480263,41.707605927796266,41.72146070119049,41.83203476111982,41.8745921713176,0.40-0.50,41.54102446403898,0.0339340722037349,-0.16658146375728222,-0.3335677072786183
DES,1329622,0.48607,42.11261,0.2402,17.33221205476147,42.018043633914345,42.03159727226516,42.13983420562565,42.1876444355608,0.40-0.50,41.95136496187518,0.09456636608565105,-0.066678672039167,-0.2362794736856202
DES,1265134,0.47304,41.99333,0.1649,36.77550868803006,41.947866749099575,41.96149008115063,42.0702681639585,42.11705785862537,0.40-0.50,41.82284192381872,0.04546325090042558,-0.12502482528085324,-0.2942159348066511
DES,1811099,0.49007,42.63062,0.2075,23.225431847873423,42.03925829867851,42.05279068501328,42.16086257292751,42.20896048760023,0.40-0.50,42.47221242559167,0.5913617013214889,0.4329541269131596,0.2632519379914413
DES,1290007,0.43112,41.79286,0.222,20.29056083110137,41.7100304286825,41.72388292267337,41.834439302682235,41.8770446838459,0.40-0.50,41.592635304069915,0.08282957131749669,-0.11739512461258528,-0.2844093797759868
DES,1367571,0.43311,41.75842,0.1381,52.43395811890029,41.72176945684572,41.73561089803726,41.84608154602056,41.88891777048141,0.40-0.50,41.55960694226888,0.03665054315428051,-0.16216251457684194,-0.32931082821253455
DES,1300025,0.41357,41.65307,0.1778,31.63271632665714,41.60438926181642,41.618340001214136,41.729658262606364,41.77008315215252,0.40-0.50,41.44039593201383,0.04868073818357743,-0.16399332980259373,-0.32968722013869467
DES,1922405,0.51619,42.47023,0.1651,36.68646390547219,42.17420493691151,42.18760016950284,42.29460656597232,42.344295806421684,0.50-0.60,42.330351063660345,0.29602506308849286,0.15614612674883688,-0.013944742761339057
DES,1472020,0.53112,42.42343,0.2021,24.483154487970324,42.2487024127139,42.26202049077224,42.36842724572338,42.41880896558186,0.50-0.60,42.29414189698214,0.1747275872861067,0.04543948426824329,-0.12466706859972021
DES,1259771,0.53232,42.34927,0.1653,36.59774213889648,42.25461118378039,42.26792309910841,42.374281949538755,42.424712663454685,0.50-0.60,42.220833136097085,0.09465881621960648,-0.033778047683306056,-0.20387952735759995
DES,1452059,0.5642,42.43056,0.1969,25.79339848917748,42.40752541028115,42.42067566551043,42.52577746334902,42.577158198163346,0.50-0.60,42.3247377219175,0.023034589718847087,-0.08278768836365202,-0.2524204762458453
DES,1906545,0.54806,42.80686,0.1992,25.201206432154322,42.33106797470696,42.34429958040374,42.4500340539132,42.50101755216252,0.50-0.60,42.68958855582147,0.475792025293039,0.35852058111451157,0.18857100365895008
DES,1303952,0.56262,42.63699,0.1602,38.96502655076909,42.40012453679496,42.41328271150486,42.518446109559264,42.56979538677497,0.50-0.60,42.53004692374949,0.2368654632050351,0.12992238695452585,-0.039748463025482295
DES,1262267,0.56215,42.18917,0.2134,21.958929774464224,42.39791955780994,42.41108009015581,42.51626182626471,42.56760143764376,0.50-0.60,42.0818935217628,-0.20874955780994497,-0.3160260360471412,-0.4857079158809583
DES,1258591,0.5975,42.53003,0.2337,18.309756775021977,42.55950373480237,42.572489269394126,42.67630937091894,42.727990216480535,0.50-0.60,42.447829607357264,-0.02947373480237303,-0.11167412744510585,-0.28016060912327134
DES,1282966,0.58012,42.53997,0.1635,37.407999700736,42.48111774955941,42.49418873724058,42.5986738584311,42.650283502410026,0.50-0.60,42.445440827509124,0.058852250440587284,-0.0356769220502855,-0.20484267490090247
DES,1519027,0.51404,42.58931,0.2433,16.89335008477928,42.163323662744396,42.17673007969924,42.28382338502511,42.33340010546843,0.50-0.60,42.44790592691273,0.4259863372556012,0.28458226416833554,0.11450582144430399
DES,1550103,0.53166,42.52236,0.1788,31.27987227802552,42.251362786379545,42.26467809050327,42.3710632830799,42.421467171688406,0.50-0.60,42.393454954583866,0.27099721362045415,0.14209216820432147,-0.02801221710453916
DES,1260551,0.55236,42.2596,0.1495,44.74222883412938,42.35162536173475,42.364835195940685,42.47040036945083,42.5215062543886,0.50-0.60,42.14537882931669,-0.0920253617347484,-0.20624653241805646,-0.3761274250719069
DES,1250925,0.55146,42.37732,0.1998,25.05007510012515,42.347334101007704,42.360548486106694,42.4661490496142,42.51723032228779,0.50-0.60,42.26246039998048,0.02998589899229387,-0.08487370102722025,-0.2547699223073039
DES,1315818,0.55218,42.68035,0.1648,36.82015270053728,42.350767592121585,42.36397833625535,42.46955058586682,42.520651590738275,0.50-0.60,42.56600114344945,0.3295824078784122,0.21523355132786293,0.04534955271117269
DES,1297353,0.54402,42.13796,0.147,46.27701420704337,42.311626429660635,42.324878555920854,42.43077258830076,42.48162999428959,0.50-0.60,42.017822717467816,-0.17366642966063495,-0.293803712192819,-0.46380727682177536
DES,1263062,0.50827,42.05343,0.1305,58.7190440539628,42.13392516021278,42.147361685405855,42.2546889293337,42.30394750338262,0.50-0.60,41.907932885501694,-0.08049516021278436,-0.22599227471108918,-0.3960146178809296
DES,1889226,0.59276,42.35345,0.1767,32.02778474382096,42.53832186419717,42.55133059317021,42.655331222536105,42.70701079627659,0.50-0.60,42.26788721285323,-0.18487186419717005,-0.2704346513439404,-0.4391235834233598
DES,1259561,0.56751,42.47441,0.1305,58.7190440539628,42.42297211245398,42.43610580773817,42.54107879073187,42.592520268030924,0.50-0.60,42.37093572314289,0.05143788754602241,-0.05203638931108401,-0.2215845448880316
DES,1252810,0.58026,42.6384,0.1458,47.04191057897301,42.48175717682139,42.494827471664735,42.59930720192299,42.65091815665528,0.50-0.60,42.5439701387392,0.15664282317860767,0.06221296191780823,-0.106948017916082
DES,1340728,0.54277,43.06948,226.7333,1.9452229372410506e-05,42.30558586055011,42.318844348894245,42.424787847351695,42.47560404602958,0.50-0.60,42.94845601005641,0.7638941394498886,0.642870149506301,0.4728519640268303
DES,1501158,0.58049,42.78665,0.303,10.892178326743565,42.48280737675456,42.49587653352376,42.60034740845826,42.651960490280686,0.50-0.60,42.6923832929029,0.3038426232454441,0.2095759161483457,0.04042280262221709
DES,1248936,0.57093,42.73478,0.2163,21.374056896457017,42.43885092661236,42.45196755537373,42.556807773982044,42.60830471684021,0.50-0.60,42.63373175462049,0.2959290733876401,0.1948808280081309,0.025427037780282546
DES,1343759,0.50617,42.17726,0.1312,58.09414039262343,42.12315367106763,42.13660118779198,42.244013827950866,42.29315072318271,0.50-0.60,42.030273217050535,0.05410632893237022,-0.09288045401709155,-0.26287750613217753
DES,1389210,0.54865,42.50563,0.127,62.000124000248,42.33389685562558,42.347125469824405,42.45283668165711,42.50383769174465,0.50-0.60,42.388777081719645,0.17173314437441434,0.05488022609406329,-0.11506061002500445
