catalog,cid,z,mu_obs,muerr,weight,D_geo_mly,observed_distance_mly,observed_avg_A_required,pred_avg_A_constant_avg_A,pred_distance_mly_constant_avg_A,pred_mu_constant_avg_A,resid_mu_constant_avg_A,resid_avg_A_constant_avg_A,pred_avg_A_linear_avg_A,pred_distance_mly_linear_avg_A,pred_mu_linear_avg_A,resid_mu_linear_avg_A,resid_avg_A_linear_avg_A,pred_avg_A_quadratic_avg_A,pred_distance_mly_quadratic_avg_A,pred_mu_quadratic_avg_A,resid_mu_quadratic_avg_A,resid_avg_A_quadratic_avg_A,pred_avg_A_power_1pz_avg_A,pred_distance_mly_power_1pz_avg_A,pred_mu_power_1pz_avg_A,resid_mu_power_1pz_avg_A,resid_avg_A_power_1pz_avg_A,pred_avg_A_integral_alpha_u_beta_u2,pred_distance_mly_integral_alpha_u_beta_u2,pred_mu_integral_alpha_u_beta_u2,resid_mu_integral_alpha_u_beta_u2,resid_avg_A_integral_alpha_u_beta_u2,pred_avg_A_integral_alpha_u_only,pred_distance_mly_integral_alpha_u_only,pred_mu_integral_alpha_u_only,resid_mu_integral_alpha_u_only,resid_avg_A_integral_alpha_u_only
DES,2008ar,0.02849,35.45147,0.0994,101.21088705269847,383.0281114783139,401.5317347074685,0.04830878641710926,0.3744821940552235,526.4653190495417,36.03971946111007,-0.5882494611100668,-0.3261734076381142,0.0700977790490292,409.8775314062877,35.49614118418852,-0.04467118418851612,-0.021788992631919933,0.03930696553607919,398.0837842555415,35.43274306060848,0.018726939391520148,0.009001820881030076,0.012100532654048814,387.6629556486759,35.3751421378156,0.07632786218439946,0.03620825376306045,0.01068031506946193,387.11897238936325,35.37209290605066,0.0793770939493399,0.03762847134764733,0.008173108770632724,386.1586418956362,35.366699416818086,0.0847705831819141,0.04013567764647654
DES,2005hc,0.04575,36.69777,0.0872,131.5124989479,616.6623895443414,712.8199977089373,0.15593233801018383,0.3744821940552235,847.5914741722432,37.07380352243809,-0.3760335224380924,-0.21854985604503965,0.07439698691394594,662.5402132695945,36.53893184057707,0.15883815942292756,0.08153535109623788,0.0449325192389016,644.3705842264495,36.47854915715132,0.21922084284867793,0.11099981877128223,0.0193176954168096,628.574885760561,36.42465575031726,0.27311424968274167,0.13661464259337422,0.01711310986647225,627.2154007671351,36.41995419251849,0.2778158074815096,0.1388192281437116,0.013124595516196809,624.7558339771622,36.41142222605378,0.28634777394621835,0.14280774249398703
DES,2006ob,0.05824,37.05644,0.0849,138.7345467056788,786.4752924081073,840.8409903425014,0.06912575443779281,0.3744821940552235,1080.9962854793187,37.60199163289571,-0.5455516328957088,-0.30535643961743064,0.07750805911746914,847.4334658665036,37.07339867803813,-0.01695867803812945,-0.008382304679676322,0.048991620052409285,825.0059911143727,37.01515613656357,0.04128386343643342,0.02013413438538353,0.024488512015861327,805.7349020564213,36.96383150676176,0.09260849323824516,0.04463724242193148,0.02175042309373886,803.5814627707556,36.958020173592566,0.09841982640743652,0.04737533134405396,0.01670768181121972,799.6154713460479,36.947276567065366,0.10916343293463626,0.052418072626573095
DES,2006te,0.0329,35.86396,0.0989,102.23683981838647,442.6088231059454,485.53201876172227,0.0969777225735568,0.3744821940552235,608.3579462908601,36.35366655034636,-0.48970655034636223,-0.2775044714816667,0.07119624409446854,474.1209089141617,35.812316166205946,0.051643833794052796,0.025781478479088266,0.040746111770253925,460.6434116827208,35.74969494512958,0.11426505487041538,0.05623161080330288,0.01395255632871611,448.7843476419179,35.69305913233554,0.17090086766445722,0.08302516624484069,0.012326620314191055,448.0646940160833,35.68957424634978,0.17438575365022047,0.08465110225936574,0.009438233715472678,446.7862686229496,35.68336971068206,0.18059028931794074,0.08753948885808413
DES,2005hj,0.05708,37.07054,0.1121,79.57722213424518,770.6776464410302,846.3185792455886,0.09814860097975628,0.3744821940552235,1059.282702389583,37.557930027267204,-0.48739002726720315,-0.27633359307546723,0.07721912046606105,830.1886964620605,37.02875470419217,0.04178529580783419,0.020929480513695226,0.048615050084026085,808.1441788214003,36.97031486969826,0.10022513030174451,0.049533550895730194,0.024010080043294805,789.1816784196574,36.91875559548405,0.15178440451595065,0.07413852093646148,0.02132036209172205,787.108772919149,36.91304438954121,0.15749561045878835,0.07682823888803422,0.01637490518173801,783.297419827187,36.90250410465167,0.16803589534833208,0.08177369579801827
DES,2008bz,0.06099,37.36659,0.0716,195.0625760744047,823.9481999818042,969.9377782340738,0.1771829567143827,0.3744821940552235,1132.5021296988423,37.7030657616692,-0.3364757616691989,-0.1972992373408408,0.07819304298934174,888.3752170039722,37.17585279741175,0.19073720258825233,0.09898991372504096,0.04988401009541243,865.0500403077933,37.11807677824696,0.24851322175304347,0.12729894661897026,0.025621261879367824,845.0587925885718,37.06730524882144,0.29928475117856124,0.15156169483501486,0.022769451937736464,842.7090489204743,37.06125891150437,0.3053310884956346,0.15441350477664623,0.017496591924215158,838.3644854035775,37.05003498748249,0.3165550125175116,0.15968636479016754
DES,2003iv,0.03491,36.01126,0.1344,55.360685941043094,469.7905701111567,519.6104480532676,0.10604699436670925,0.3744821940552235,645.7187735528369,36.48308769081665,-0.471827690816653,-0.26843519968851426,0.07169690503354632,503.4731000020719,35.94275198296652,0.06850801703347997,0.03435008933316293,0.041401640548914966,489.24067042816864,35.88048338789814,0.13077661210186164,0.0646453538177943,0.014794841310899656,476.7410470453083,35.824283354556655,0.18697664544334458,0.0912521530558096,0.013076362279746033,475.93372180153864,35.82060301165406,0.19065698834594258,0.09297063208696321,0.01001485528897116,474.49545468694316,35.814030907560124,0.1972290924398763,0.0960321390777381
DES,2003cq,0.03378,35.83146,0.1865,28.750296487432525,454.5072926380777,478.31926719293904,0.05239074254815697,0.3744821940552235,624.7121807992845,36.41127049480453,-0.5798104948045335,-0.32209145150706653,0.07141543893346776,486.9661304402881,35.87036440540089,-0.03890440540089202,-0.01902469638531079,0.0410331409328705,473.15715443191334,35.80789768113637,0.02356231886363247,0.01135760161528647,0.01432145888151035,461.0165001409405,35.751452971766504,0.0800070282334957,0.03806928366664662,0.01265491293303814,460.2590428538435,35.74788227463155,0.08357772536844976,0.03973582961511883,0.009690684951631218,458.9117796192521,35.741516652560406,0.08994334743959342,0.04270005759652575
DES,2007co,0.02731,35.4217,0.145,47.562425683709876,367.09912583803225,396.06446126800233,0.0789033081019917,0.3744821940552235,504.57121191761314,35.94748296679765,-0.5257829667976495,-0.2955788859532318,0.06980385869673478,392.72406134572515,35.40330817653329,0.01839182346671464,0.00909944940525692,0.038921678985585316,381.3872401697891,35.339701419926875,0.08199858007312599,0.03998162911640638,0.011604038096408465,371.358958079415,35.28184014780723,0.13985985219277097,0.06729927000558324,0.0102394928008769,370.858034694259,35.27890908725246,0.14279091274754308,0.0686638153011148,0.0078345946130565,369.9751986717806,35.27373368505377,0.14796631494623114,0.0710687134889352
DES,2002he,0.02519,35.23294,0.1246,64.41157450229176,338.49499665971086,363.0896547515224,0.07265885266994525,0.3744821940552235,465.2553456855549,35.77132748364857,-0.5383874836485703,-0.3018233413852782,0.06927579840278209,361.9445078086594,35.22608057961007,0.0068594203899294826,0.003383054267163163,0.03822924771752851,351.435405738159,35.162098188874225,0.07084181112577426,0.03442960495241674,0.010711027858627474,342.1206259989391,35.10376691479667,0.12917308520332682,0.061947824811317775,0.009447173691650575,341.69281768690985,35.10104987530026,0.13189012469973704,0.06321167897829467,0.007226416635038199,340.9411025344498,35.096267430933416,0.1366725690665831,0.06543243603490705
