trial,z_bin,z_left,z_right,z_center,n_des_train,n_union_ref,des_mu_median,union_mu_median,delta_mu_des_minus_union,valid_bin
145,0.70-0.80,0.7,0.8,0.75,95,47,43.30392,43.1675,0.1364200000000011,True
145,0.80-1.00,0.8,1.0,0.9,85,7,43.66049,43.5331,0.12739000000000544,True
146,0.00-0.05,0.0,0.05,0.025,106,646,36.01126,35.2665,0.7447599999999994,True
146,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36659,37.1925,0.17408999999999963,True
146,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
146,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
146,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
146,0.25-0.28,0.25,0.28,0.265,38,72,40.6058,40.5139,0.09190000000000254,True
146,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.92345,40.9018,0.021650000000001057,True
146,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
146,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
146,0.40-0.50,0.4,0.5,0.45,205,100,41.98488,41.8131,0.17177999999999827,True
146,0.50-0.60,0.5,0.6,0.55,232,83,42.48074,42.3205,0.1602399999999946,True
146,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
146,0.70-0.80,0.7,0.8,0.75,95,47,43.30392,43.1675,0.1364200000000011,True
146,0.80-1.00,0.8,1.0,0.9,85,7,43.68131,43.5331,0.14821000000000595,True
147,0.00-0.05,0.0,0.05,0.025,106,646,35.9177,35.2665,0.6512000000000029,True
147,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36253,37.1925,0.17002999999999702,True
147,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
147,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
147,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
147,0.25-0.28,0.25,0.28,0.265,38,72,40.6058,40.5139,0.09190000000000254,True
147,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
147,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.23036,41.1012,0.12915999999999883,True
147,0.35-0.40,0.35,0.4,0.375,98,66,41.42987,41.3794,0.050470000000004234,True
147,0.40-0.50,0.4,0.5,0.45,205,100,41.99291,41.8131,0.17981000000000336,True
147,0.50-0.60,0.5,0.6,0.55,232,83,42.47573,42.3205,0.15522999999999598,True
147,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
147,0.70-0.80,0.7,0.8,0.75,95,47,43.30358,43.1675,0.13607999999999976,True
147,0.80-1.00,0.8,1.0,0.9,85,7,43.68398,43.5331,0.1508800000000008,True
148,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
148,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36659,37.1925,0.17408999999999963,True
148,0.10-0.15,0.1,0.15,0.125,13,86,39.16841,38.802,0.3664100000000019,True
148,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
148,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
148,0.25-0.28,0.25,0.28,0.265,38,72,40.6058,40.5139,0.09190000000000254,True
148,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93181,40.9018,0.030009999999997206,True
148,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21969,41.1012,0.11849000000000132,True
148,0.35-0.40,0.35,0.4,0.375,98,66,41.44872,41.3794,0.06932000000000471,True
148,0.40-0.50,0.4,0.5,0.45,205,100,41.97567,41.8131,0.16257000000000232,True
148,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
148,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
148,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
148,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
149,0.00-0.05,0.0,0.05,0.025,106,646,36.11617,35.2665,0.8496699999999962,True
149,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36659,37.1925,0.17408999999999963,True
149,0.10-0.15,0.1,0.15,0.125,13,86,38.89598,38.802,0.09398000000000195,True
149,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
149,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
149,0.25-0.28,0.25,0.28,0.265,38,72,40.66634,40.5139,0.15243999999999858,True
149,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.90452,40.9018,0.002719999999996503,True
149,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22274,41.1012,0.12154000000000309,True
149,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
149,0.40-0.50,0.4,0.5,0.45,205,100,41.96821,41.8131,0.15511000000000053,True
149,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
149,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.93007,42.7805,0.1495699999999971,True
149,0.70-0.80,0.7,0.8,0.75,95,47,43.30631,43.1675,0.13881000000000654,True
149,0.80-1.00,0.8,1.0,0.9,85,7,43.66835,43.5331,0.1352499999999992,True
150,0.00-0.05,0.0,0.05,0.025,106,646,36.01068,35.2665,0.7441800000000001,True
150,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
150,0.10-0.15,0.1,0.15,0.125,13,86,38.89598,38.802,0.09398000000000195,True
150,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
150,0.20-0.25,0.2,0.25,0.225,52,140,40.24418,40.1351,0.10907999999999873,True
150,0.25-0.28,0.25,0.28,0.265,38,72,40.66311,40.5139,0.14921000000000362,True
150,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
150,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21254,41.1012,0.11133999999999844,True
150,0.35-0.40,0.35,0.4,0.375,98,66,41.44162,41.3794,0.062220000000003495,True
150,0.40-0.50,0.4,0.5,0.45,205,100,41.96742,41.8131,0.15431999999999846,True
150,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
150,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.9394,42.7805,0.1588999999999956,True
150,0.70-0.80,0.7,0.8,0.75,95,47,43.33284,43.1675,0.1653400000000005,True
150,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
151,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
151,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.1975,37.1925,0.0049999999999954525,True
151,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
151,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
151,0.20-0.25,0.2,0.25,0.225,52,140,40.24418,40.1351,0.10907999999999873,True
151,0.25-0.28,0.25,0.28,0.265,38,72,40.66311,40.5139,0.14921000000000362,True
151,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93135,40.9018,0.02955000000000041,True
151,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
151,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
151,0.40-0.50,0.4,0.5,0.45,205,100,41.96879,41.8131,0.15568999999999988,True
151,0.50-0.60,0.5,0.6,0.55,232,83,42.4688,42.3205,0.148299999999999,True
151,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92854,42.7805,0.14803999999999462,True
151,0.70-0.80,0.7,0.8,0.75,95,47,43.30747,43.1675,0.13997000000000526,True
151,0.80-1.00,0.8,1.0,0.9,85,7,43.64768,43.5331,0.11458000000000368,True
152,0.00-0.05,0.0,0.05,0.025,106,646,35.95132,35.2665,0.684820000000002,True
152,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
152,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
152,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
152,0.20-0.25,0.2,0.25,0.225,52,140,40.26232,40.1351,0.12722000000000122,True
152,0.25-0.28,0.25,0.28,0.265,38,72,40.65338,40.5139,0.13947999999999894,True
152,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
152,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22103,41.1012,0.11983000000000033,True
152,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
152,0.40-0.50,0.4,0.5,0.45,205,100,41.99291,41.8131,0.17981000000000336,True
152,0.50-0.60,0.5,0.6,0.55,232,83,42.45886,42.3205,0.1383599999999987,True
152,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.93321,42.7805,0.152709999999999,True
152,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
152,0.80-1.00,0.8,1.0,0.9,85,7,43.72414,43.5331,0.191040000000001,True
153,0.00-0.05,0.0,0.05,0.025,106,646,36.04309,35.2665,0.7765899999999988,True
153,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
153,0.10-0.15,0.1,0.15,0.125,13,86,38.89598,38.802,0.09398000000000195,True
153,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
153,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
153,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
153,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.89713,40.9018,-0.004670000000004393,True
153,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21254,41.1012,0.11133999999999844,True
153,0.35-0.40,0.35,0.4,0.375,98,66,41.43197,41.3794,0.05257000000000289,True
153,0.40-0.50,0.4,0.5,0.45,205,100,41.98488,41.8131,0.17177999999999827,True
153,0.50-0.60,0.5,0.6,0.55,232,83,42.47573,42.3205,0.15522999999999598,True
153,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
153,0.70-0.80,0.7,0.8,0.75,95,47,43.32792,43.1675,0.160420000000002,True
153,0.80-1.00,0.8,1.0,0.9,85,7,43.70035,43.5331,0.16725000000000279,True
154,0.00-0.05,0.0,0.05,0.025,106,646,36.04309,35.2665,0.7765899999999988,True
154,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36244,37.1925,0.16993999999999687,True
154,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
154,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
154,0.20-0.25,0.2,0.25,0.225,52,140,40.26777,40.1351,0.1326699999999974,True
154,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
154,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.99129,40.9018,0.08948999999999785,True
154,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22336,41.1012,0.12216000000000093,True
154,0.35-0.40,0.35,0.4,0.375,98,66,41.44872,41.3794,0.06932000000000471,True
154,0.40-0.50,0.4,0.5,0.45,205,100,41.99253,41.8131,0.17943000000000353,True
154,0.50-0.60,0.5,0.6,0.55,232,83,42.47573,42.3205,0.15522999999999598,True
154,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
154,0.70-0.80,0.7,0.8,0.75,95,47,43.30747,43.1675,0.13997000000000526,True
154,0.80-1.00,0.8,1.0,0.9,85,7,43.64144,43.5331,0.10834000000000543,True
155,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
155,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36253,37.1925,0.17002999999999702,True
155,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
155,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
155,0.20-0.25,0.2,0.25,0.225,52,140,40.24418,40.1351,0.10907999999999873,True
155,0.25-0.28,0.25,0.28,0.265,38,72,40.6088,40.5139,0.09490000000000265,True
155,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.92345,40.9018,0.021650000000001057,True
155,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
155,0.35-0.40,0.35,0.4,0.375,98,66,41.46099,41.3794,0.0815900000000056,True
155,0.40-0.50,0.4,0.5,0.45,205,100,41.96742,41.8131,0.15431999999999846,True
155,0.50-0.60,0.5,0.6,0.55,232,83,42.47023,42.3205,0.14972999999999814,True
155,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
155,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
155,0.80-1.00,0.8,1.0,0.9,85,7,43.68131,43.5331,0.14821000000000595,True
156,0.00-0.05,0.0,0.05,0.025,106,646,36.04309,35.2665,0.7765899999999988,True
156,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.2229,37.1925,0.030400000000000205,True
156,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
156,0.15-0.20,0.15,0.2,0.175,20,123,39.8153,39.5427,0.27259999999999707,True
156,0.20-0.25,0.2,0.25,0.225,52,140,40.26232,40.1351,0.12722000000000122,True
156,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
156,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93135,40.9018,0.02955000000000041,True
156,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21969,41.1012,0.11849000000000132,True
156,0.35-0.40,0.35,0.4,0.375,98,66,41.46815,41.3794,0.08875000000000455,True
156,0.40-0.50,0.4,0.5,0.45,205,100,41.98488,41.8131,0.17177999999999827,True
156,0.50-0.60,0.5,0.6,0.55,232,83,42.47574,42.3205,0.15523999999999916,True
156,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
156,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
156,0.80-1.00,0.8,1.0,0.9,85,7,43.69555,43.5331,0.16244999999999976,True
157,0.00-0.05,0.0,0.05,0.025,106,646,36.04309,35.2665,0.7765899999999988,True
157,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20911,37.1925,0.016610000000000014,True
157,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
157,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
157,0.20-0.25,0.2,0.25,0.225,52,140,40.26524,40.1351,0.13013999999999726,True
157,0.25-0.28,0.25,0.28,0.265,38,72,40.66311,40.5139,0.14921000000000362,True
157,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.89713,40.9018,-0.004670000000004393,True
157,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21254,41.1012,0.11133999999999844,True
157,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
157,0.40-0.50,0.4,0.5,0.45,205,100,41.96821,41.8131,0.15511000000000053,True
157,0.50-0.60,0.5,0.6,0.55,232,83,42.46451,42.3205,0.14400999999999442,True
157,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
157,0.70-0.80,0.7,0.8,0.75,95,47,43.32008,43.1675,0.15258000000000038,True
157,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
158,0.00-0.05,0.0,0.05,0.025,106,646,36.01126,35.2665,0.7447599999999994,True
158,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
158,0.10-0.15,0.1,0.15,0.125,13,86,39.29882,38.802,0.4968199999999996,True
158,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
158,0.20-0.25,0.2,0.25,0.225,52,140,40.26232,40.1351,0.12722000000000122,True
158,0.25-0.28,0.25,0.28,0.265,38,72,40.66311,40.5139,0.14921000000000362,True
158,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
158,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.23123,41.1012,0.13002999999999787,True
158,0.35-0.40,0.35,0.4,0.375,98,66,41.47435,41.3794,0.09495000000000431,True
158,0.40-0.50,0.4,0.5,0.45,205,100,41.96413,41.8131,0.15102999999999867,True
158,0.50-0.60,0.5,0.6,0.55,232,83,42.46451,42.3205,0.14400999999999442,True
158,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
158,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
158,0.80-1.00,0.8,1.0,0.9,85,7,43.66049,43.5331,0.12739000000000544,True
159,0.00-0.05,0.0,0.05,0.025,106,646,36.01851,35.2665,0.7520099999999985,True
159,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20911,37.1925,0.016610000000000014,True
159,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
159,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
159,0.20-0.25,0.2,0.25,0.225,52,140,40.26777,40.1351,0.1326699999999974,True
159,0.25-0.28,0.25,0.28,0.265,38,72,40.65338,40.5139,0.13947999999999894,True
159,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93882,40.9018,0.037019999999998277,True
159,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.20914,41.1012,0.10793999999999926,True
159,0.35-0.40,0.35,0.4,0.375,98,66,41.48489,41.3794,0.10549000000000319,True
159,0.40-0.50,0.4,0.5,0.45,205,100,41.97567,41.8131,0.16257000000000232,True
159,0.50-0.60,0.5,0.6,0.55,232,83,42.47573,42.3205,0.15522999999999598,True
159,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
159,0.70-0.80,0.7,0.8,0.75,95,47,43.32008,43.1675,0.15258000000000038,True
159,0.80-1.00,0.8,1.0,0.9,85,7,43.69555,43.5331,0.16244999999999976,True
160,0.00-0.05,0.0,0.05,0.025,106,646,36.00728,35.2665,0.7407800000000009,True
160,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36244,37.1925,0.16993999999999687,True
160,0.10-0.15,0.1,0.15,0.125,13,86,39.16841,38.802,0.3664100000000019,True
160,0.15-0.20,0.15,0.2,0.175,20,123,39.69446,39.5427,0.1517599999999959,True
160,0.20-0.25,0.2,0.25,0.225,52,140,40.26777,40.1351,0.1326699999999974,True
160,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
160,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93181,40.9018,0.030009999999997206,True
160,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21681,41.1012,0.11561000000000377,True
160,0.35-0.40,0.35,0.4,0.375,98,66,41.43008,41.3794,0.050679999999999836,True
160,0.40-0.50,0.4,0.5,0.45,205,100,41.99291,41.8131,0.17981000000000336,True
160,0.50-0.60,0.5,0.6,0.55,232,83,42.47441,42.3205,0.15390999999999622,True
160,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
160,0.70-0.80,0.7,0.8,0.75,95,47,43.32792,43.1675,0.160420000000002,True
160,0.80-1.00,0.8,1.0,0.9,85,7,43.66049,43.5331,0.12739000000000544,True
161,0.00-0.05,0.0,0.05,0.025,106,646,35.99892,35.2665,0.7324199999999976,True
161,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36177,37.1925,0.16926999999999737,True
161,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
161,0.15-0.20,0.15,0.2,0.175,20,123,39.69446,39.5427,0.1517599999999959,True
161,0.20-0.25,0.2,0.25,0.225,52,140,40.17738,40.1351,0.0422799999999981,True
161,0.25-0.28,0.25,0.28,0.265,38,72,40.66311,40.5139,0.14921000000000362,True
161,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93882,40.9018,0.037019999999998277,True
161,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21254,41.1012,0.11133999999999844,True
161,0.35-0.40,0.35,0.4,0.375,98,66,41.44872,41.3794,0.06932000000000471,True
161,0.40-0.50,0.4,0.5,0.45,205,100,41.96879,41.8131,0.15568999999999988,True
161,0.50-0.60,0.5,0.6,0.55,232,83,42.47192,42.3205,0.15141999999999456,True
161,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
161,0.70-0.80,0.7,0.8,0.75,95,47,43.32008,43.1675,0.15258000000000038,True
161,0.80-1.00,0.8,1.0,0.9,85,7,43.68131,43.5331,0.14821000000000595,True
162,0.00-0.05,0.0,0.05,0.025,106,646,35.9573,35.2665,0.6907999999999959,True
162,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.34903,37.1925,0.1565299999999965,True
162,0.10-0.15,0.1,0.15,0.125,13,86,38.98171,38.802,0.17971000000000004,True
162,0.15-0.20,0.15,0.2,0.175,20,123,39.74864,39.5427,0.20593999999999824,True
162,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
162,0.25-0.28,0.25,0.28,0.265,38,72,40.6058,40.5139,0.09190000000000254,True
162,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.95914,40.9018,0.057339999999996394,True
162,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.23036,41.1012,0.12915999999999883,True
162,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
162,0.40-0.50,0.4,0.5,0.45,205,100,41.96072,41.8131,0.14762000000000342,True
162,0.50-0.60,0.5,0.6,0.55,232,83,42.4688,42.3205,0.148299999999999,True
162,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.9394,42.7805,0.1588999999999956,True
162,0.70-0.80,0.7,0.8,0.75,95,47,43.34021,43.1675,0.17271000000000214,True
162,0.80-1.00,0.8,1.0,0.9,85,7,43.66835,43.5331,0.1352499999999992,True
163,0.00-0.05,0.0,0.05,0.025,106,646,35.94327,35.2665,0.6767699999999977,True
163,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36244,37.1925,0.16993999999999687,True
163,0.10-0.15,0.1,0.15,0.125,13,86,38.89598,38.802,0.09398000000000195,True
163,0.15-0.20,0.15,0.2,0.175,20,123,39.69446,39.5427,0.1517599999999959,True
163,0.20-0.25,0.2,0.25,0.225,52,140,40.24418,40.1351,0.10907999999999873,True
163,0.25-0.28,0.25,0.28,0.265,38,72,40.6088,40.5139,0.09490000000000265,True
163,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93135,40.9018,0.02955000000000041,True
163,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.21969,41.1012,0.11849000000000132,True
163,0.35-0.40,0.35,0.4,0.375,98,66,41.45362,41.3794,0.07422000000000395,True
163,0.40-0.50,0.4,0.5,0.45,205,100,41.97907,41.8131,0.1659700000000015,True
163,0.50-0.60,0.5,0.6,0.55,232,83,42.46451,42.3205,0.14400999999999442,True
163,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
163,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
163,0.80-1.00,0.8,1.0,0.9,85,7,43.68398,43.5331,0.1508800000000008,True
164,0.00-0.05,0.0,0.05,0.025,106,646,36.05504,35.2665,0.7885399999999976,True
164,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.36253,37.1925,0.17002999999999702,True
164,0.10-0.15,0.1,0.15,0.125,13,86,38.54264,38.802,-0.2593600000000009,True
164,0.15-0.20,0.15,0.2,0.175,20,123,39.78048,39.5427,0.23777999999999366,True
164,0.20-0.25,0.2,0.25,0.225,52,140,40.26524,40.1351,0.13013999999999726,True
164,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
164,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.89713,40.9018,-0.004670000000004393,True
164,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.23036,41.1012,0.12915999999999883,True
164,0.35-0.40,0.35,0.4,0.375,98,66,41.43197,41.3794,0.05257000000000289,True
164,0.40-0.50,0.4,0.5,0.45,205,100,41.96742,41.8131,0.15431999999999846,True
164,0.50-0.60,0.5,0.6,0.55,232,83,42.47376,42.3205,0.15325999999999596,True
164,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92854,42.7805,0.14803999999999462,True
164,0.70-0.80,0.7,0.8,0.75,95,47,43.30747,43.1675,0.13997000000000526,True
164,0.80-1.00,0.8,1.0,0.9,85,7,43.6954,43.5331,0.1623000000000019,True
165,0.00-0.05,0.0,0.05,0.025,106,646,36.01068,35.2665,0.7441800000000001,True
165,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.1975,37.1925,0.0049999999999954525,True
165,0.10-0.15,0.1,0.15,0.125,13,86,39.00672,38.802,0.2047200000000018,True
165,0.15-0.20,0.15,0.2,0.175,20,123,39.8289,39.5427,0.2861999999999938,True
165,0.20-0.25,0.2,0.25,0.225,52,140,40.24144,40.1351,0.10633999999999588,True
165,0.25-0.28,0.25,0.28,0.265,38,72,40.67029,40.5139,0.1563900000000018,True
165,0.28-0.32,0.28,0.32,0.30000000000000004,62,100,40.93472,40.9018,0.032919999999997174,True
165,0.32-0.35,0.32,0.35,0.33499999999999996,81,71,41.22274,41.1012,0.12154000000000309,True
165,0.35-0.40,0.35,0.4,0.375,98,66,41.46815,41.3794,0.08875000000000455,True
165,0.40-0.50,0.4,0.5,0.45,205,100,41.98488,41.8131,0.17177999999999827,True
165,0.50-0.60,0.5,0.6,0.55,232,83,42.47574,42.3205,0.15523999999999916,True
165,0.60-0.70,0.6,0.7,0.6499999999999999,221,56,42.92792,42.7805,0.14741999999999678,True
165,0.70-0.80,0.7,0.8,0.75,95,47,43.31795,43.1675,0.1504500000000064,True
165,0.80-1.00,0.8,1.0,0.9,85,7,43.68131,43.5331,0.14821000000000595,True
166,0.00-0.05,0.0,0.05,0.025,106,646,35.99892,35.2665,0.7324199999999976,True
166,0.05-0.10,0.05,0.1,0.07500000000000001,45,97,37.20488,37.1925,0.01238000000000028,True
166,0.10-0.15,0.1,0.15,0.125,13,86,38.87889,38.802,0.07688999999999879,True
166,0.15-0.20,0.15,0.2,0.175,20,123,39.59667,39.5427,0.05396999999999963,True
166,0.20-0.25,0.2,0.25,0.225,52,140,40.25572,40.1351,0.12061999999999529,True
166,0.25-0.28,0.25,0.28,0.265,38,72,40.6088,40.5139,0.09490000000000265,True
