x_m_from_earth,x_earth_moon_units,distance_to_moon_m,A_total,g_newton_x_m_s2,g_stam_x_m_s2,ratio_STAM_to_newton_x
346060757.79075813,0.9002621170415144,38339242.20924187,2.847586752570166e-11,5.3513897870960565e-06,5.351389787095957e-06,0.9999999999999813
