catalog,cid,z,mu_obs,muerr,mB,lcdm_distance_mpc,lcdm_distance_mly,lcdm_mu,stam_su,stam_distance_mly,stam_distance_mpc,stam_mu,observed_distance_mpc,observed_distance_mly,lcdm_residual_mu,stam_residual_mu,lcdm_abs_residual_mu,stam_abs_residual_mu,lcdm_sq_residual_mu,stam_sq_residual_mu,lcdm_residual_sigma,stam_residual_sigma,weight,stam_minus_lcdm_mu
DES,2003kc,0.03479,35.90221,0.1476,16.81702,152.96484145626818,498.9045858953474,35.92295810453939,143.54075398955973,486.1870791588661,149.0656361639902,35.866887689282805,151.51024483526365,494.160326247587,-0.020748104539393353,0.035322310717191385,0.020748104539393353,0.035322310717191385,0.00043048384197759507,0.0012476656344018134,-0.1405698139525295,0.23931104821945381,45.90154302627037,-0.05607041525658474
DES,2007sw,0.02517,35.21658,0.1559,15.98079,109.88089001018797,358.3835305318693,35.2046108422459,103.70032763311026,350.1277117011139,107.34964444893133,35.15400305177364,110.48822584881722,360.3643951030091,0.0119691577541019,0.06257694822635784,0.0119691577541019,0.06257694822635784,0.00014326073734257765,0.00391587444932427,0.07677458469597113,0.40139158580088413,41.144119209325225,-0.05060779047225594
DES,2010ag,0.03335,35.617,0.162,16.47021,146.4778729611138,477.7469244354986,35.8288601242468,137.56986212548514,465.7417595886385,142.7970726851237,35.77359652285455,132.86175963957996,433.3371024560728,-0.21186012424680456,-0.1565965228545494,0.21186012424680456,0.1565965228545494,0.04488471224587146,0.02452247097013541,-1.3077785447333614,-0.9666452028058604,38.103947568968145,-0.05526360139225517
DES,2005na,0.02748,35.27905,0.0994,15.70648,120.17209231186085,391.94894317049346,35.39901811361686,113.2566033073165,382.685904079674,117.33203161490901,35.347082952928794,113.71296927879987,370.88210146113454,-0.11996811361686355,-0.06803295292879596,0.11996811361686355,0.06803295292879596,0.014392348284788681,0.004628482684211768,-1.2069226722018465,-0.6844361461649493,101.21088705269847,-0.05193516068806758
DES,2006on,0.07089,37.37352,0.1761,18.17553,319.8677389453926,1043.2690304553169,37.52485220222548,294.06205504429255,1007.8109345808072,308.99623732539493,37.44976595507292,298.33485792974966,973.0381657417779,-0.1513322022254826,-0.07624595507292042,0.1513322022254826,0.07624595507292042,0.02290143543041436,0.0058134456649818,-0.8593537889010937,-0.43296964834139934,32.24640380043216,-0.07508624715256218
DES,2006cq,0.04944,36.83597,0.1159,17.31911,219.71073928574955,716.6005884525808,36.7092564270366,204.4314118092648,695.7676019453148,213.3233165836199,36.645191635666606,232.9131451851525,759.6610772901222,0.12671357296340346,0.19077836433339712,0.12671357296340346,0.19077836433339712,0.016056329573151774,0.03639638429772641,1.093300888381393,1.6460600891578698,74.44458754348494,-0.06406479136999366
DES,2004as,0.03296,35.89486,0.1689,16.69655,144.7232701761678,472.02417555085003,35.80269183654108,135.9531849862749,460.2092627215849,141.1008014339637,35.747647402483985,150.99827988370865,492.4905199070136,0.09216816345892198,0.14721259751601679,0.09216816345892198,0.14721259751601679,0.008494970355390562,0.02167154886741275,0.5456966457011366,0.8715961960687791,35.05425171266311,-0.055044434057094804
DES,2007kk,0.04285,36.24371,0.1092,16.70215,189.51806075920544,618.1252418699916,36.38825301912744,177.00830485909378,601.1366009545023,184.30931977412982,36.327736481416636,177.3135806556987,578.3195516594812,-0.14454301912743972,-0.08402648141663605,0.14454301912743972,0.08402648141663605,0.020892684378475405,0.007060449579260283,-1.3236540213135506,-0.7694732730461176,83.85997396986407,-0.060516537710803675
DES,2006bu,0.08478,37.92895,0.1198,18.0318,386.23678028731973,1259.735891543993,37.93426814052664,352.40481547779126,1213.1610363117516,371.95686475264296,37.852462891800585,385.29200741236417,1256.6544545584904,-0.005318140526640036,0.07648710819941584,0.005318140526640036,0.07648710819941584,2.8282618661091162e-05,0.005850277720709146,-0.04439182409549279,0.6384566627664093,69.6765059183224,-0.08180524872605588
DES,2006mo,0.03702,36.05893,0.1337,17.14872,163.03679112507425,531.7548920888205,36.06142809501478,152.79238221999216,517.9037088588904,158.78999903967855,36.00411573042214,162.84933895584754,531.143504883938,-0.0024980950147863723,0.054814269577853736,0.0024980950147863723,0.054814269577853736,6.2404787029005254e-06,0.0030046041493536216,-0.01868433070146875,0.4099795779944183,55.941896508610284,-0.05731236459264011
DES,2007su,0.0274,35.4032,0.2219,16.65248,119.81511161081292,390.78462784722444,35.39255798322561,112.9255402007785,381.5571535051978,116.98595511541448,35.34066862573901,120.40374630577705,392.70449744561625,0.010642016774390584,0.06253137426098476,0.010642016774390584,0.06253137426098476,0.00011325252102641057,0.003910172766967347,0.04795861547719957,0.281799793875551,20.30885297426198,-0.05188935748659418
DES,2010dt,0.05316,36.98605,0.1032,17.40374,236.87504409862166,772.5830632704669,36.87259654082008,219.93513991973424,749.4427310944496,229.7801859982546,36.80656288323604,249.58012621177627,814.0214988618376,0.11345345917991523,0.17948711676395845,0.11345345917991523,0.17948711676395845,0.012871687399888691,0.03221562508423886,1.0993552246115816,1.7392162477127757,93.89459768042786,-0.06603365758404323
DES,2007O,0.03818,36.04309,0.0932,16.43757,168.28855828587842,548.8838656204857,36.13027294939121,157.60730946541554,534.4283670816473,163.85648228441914,36.072318135356284,161.665742040891,527.2831280607304,-0.08718294939121307,-0.029228135356284213,0.08718294939121307,0.029228135356284213,0.007600866664550819,0.0008542838964052713,-0.9354393711503548,-0.3136066025352383,115.12461087881522,-0.05795481403492886
DES,2003ic,0.05126,36.49961,0.1333,17.34653,228.097472346802,743.9544532034911,36.79060236343019,212.0144401061709,722.0048683142113,221.36769902432573,36.72557125437326,199.49039947687695,650.6506605935512,-0.29099236343019186,-0.2259612543732601,0.29099236343019186,0.2259612543732601,0.08467655557468887,0.051058488477937154,-2.18298847284465,-1.695133191097225,56.278135550391724,-0.06503110905693177
DES,2008Y,0.07056,37.36244,0.1087,18.24265,318.3052781300724,1038.172964858649,37.51421920070413,292.6788310623561,1002.9636165921813,307.5100428734285,37.43929651914726,296.8164728907873,968.0858561006778,-0.15177920070413364,-0.07685651914726321,0.15177920070413364,0.07685651914726321,0.023036925766385684,0.005906924535433637,-1.3963127939662707,-0.707051694087058,84.63322920625033,-0.07492268155687043
