catalog,cid,z,mu_obs,muerr,weight,stam_mu_union,stam_mu_des,stam_mu_original,lcdm_mu,mu_cal_linear_z_to_union,resid_calibrated_to_STAM_union,resid_raw_to_STAM_union
DES,1258090,0.36656,41.3954,0.1317,57.65386808449058,41.300584728168225,41.42821741204104,41.31480562976716,41.461462012399224,41.26755299312386,-0.03303173504436785,0.09481527183177718
DES,1265832,0.39876,41.94071,0.2754,13.184756944279636,41.51212476312636,41.63812891302581,41.52615950005468,41.67650682096147,41.81079097813252,0.29866621500616475,0.42858523687364425
DES,1291794,0.39512,41.69227,0.1505,44.14962307259302,41.4889856628719,41.615171820886374,41.50304119978749,41.65301691464326,41.56258520591415,0.07359954304224914,0.20328433712810323
DES,1308582,0.36704,41.25502,0.0964,107.60834007678932,41.303857085809916,41.431465184290104,41.31807517602826,41.46479339204795,41.12714210594386,-0.17671497986605544,-0.04883708580991453
DES,1324790,0.35723,41.28873,0.1998,25.05007510012515,41.236209544675106,41.36432199641141,41.25048531417109,41.395897672040675,41.16148336268501,-0.07472618199009418,0.052520455324895465
DES,1261503,0.35211,41.15259,0.1223,66.85703091937108,41.20024405954351,41.32862132862936,41.214550119057925,41.35924538338814,41.02567282593829,-0.17457123360522075,-0.047654059543511096
DES,1773049,0.35023,41.3175,0.1076,86.3724934702395,41.18692096751204,41.31539574930787,41.20123818143168,41.34566394762384,41.19070380072661,0.003782833214572179,0.1305790324879652
DES,1307953,0.39146,41.58434,150.6151,4.408217060694994e-05,41.4655287598966,41.591898457140495,41.479605273339814,41.629195813080386,41.45489072066161,-0.010638039234990515,0.11881124010339761
DES,1282736,0.37797,41.47658,0.1632,37.5456555171088,41.377361917253516,41.50441273878536,41.39151628948595,41.53958590018122,41.347998779116054,-0.029363138137462386,0.09921808274648214
DES,1790098,0.39298,41.61587,0.1388,51.9064189553937,41.47529385959011,41.60158726808779,41.48936165387285,41.639113565995714,41.48632291125829,0.011029051668181467,0.14057614040989108
DES,1299746,0.36571,41.38879,0.1978,25.559209954596618,41.294780577412645,41.422456821174364,41.30900646022663,41.455552828794524,41.26099768917176,-0.03378288824088571,0.09400942258735512
DES,1299785,0.38131,41.52151,0.1744,32.878124736975,41.39944762256606,41.52632912079312,41.413582637562556,41.56204379460574,41.392713855821924,-0.006733766744133618,0.12206237743394155
DES,1276546,0.35329,41.53772,0.1435,48.56195898942564,41.20857408504904,41.33689022494711,41.222873152268065,41.367735866591836,41.41072689495414,0.2021528099051011,0.32914591495096346
DES,1249245,0.36834,41.27058,0.1238,65.24672396198987,41.31270067066856,41.4402422312627,41.32691115231024,41.47379577652855,41.14261845316471,-0.17008221750385388,-0.04212067066855951
DES,1260113,0.35469,41.30599,0.2287,19.119109951898235,41.2184250815216,41.346668770751954,41.232715861657326,41.37777554702504,41.17890680734582,-0.039518274175783574,0.08756491847839953
DES,1431163,0.36711,41.41436,0.1144,76.40960438163235,41.304333986980126,41.431938500882126,41.31855166729835,41.465278883082206,41.28647760156345,-0.017856385416678222,0.11002601301987625
DES,1254762,0.39827,41.80643,0.2807,12.69156489406541,41.50902077582502,41.635049396219806,41.52305830916514,41.6733562689449,41.67654250879543,0.16752173297040684,0.2974092241749773
DES,1643313,0.39044,41.64288,0.1628,37.73038171072569,41.45895705266836,41.58537799538749,41.473039423189675,41.622520547699985,41.513496355919095,0.05453930325073486,0.18392294733163794
DES,1250275,0.38323,41.3791,0.1708,34.2786940091812,41.412066141891145,41.538850508758735,41.42619005332174,41.574871803518334,41.25018030710194,-0.16188583478920293,-0.03296614189114422
DES,1324582,0.38185,41.63203,0.1558,41.19695274379945,41.403002258416045,41.529856423404595,41.417134148770444,41.56565767783148,41.50319910774443,0.10019684932838402,0.22902774158395545
DES,1247022,0.35763,41.88096,0.1958,26.084026038118154,41.23899998200548,41.367091790903515,41.2532733904947,41.398740737946675,41.75368762336835,0.5146876413628689,0.6419600179945206
DES,1450026,0.35831,41.59729,0.1189,70.7353148181289,41.24373735719314,41.371794088533576,41.258006753762636,41.40356724126693,41.46997386653002,0.22623650933687856,0.3535526428068607
DES,1315910,0.39365,42.25254,0.2723,13.486669573493517,41.479587615689894,41.605847426160665,41.49365157008749,41.64347397720073,42.12294979790288,0.6433621822129894,0.7729523843101092
DES,1318126,0.37298,41.46099,0.1255,63.49105569752861,41.34404112393477,41.4713457603883,41.35822451508645,41.50569055156134,41.332729877091424,-0.0113112468433485,0.11694887606522997
DES,1923415,0.36161,41.28252,0.1967,25.84587741455417,41.26661457542722,41.39450135000599,41.28086453437274,41.426870922894935,41.15499151716755,-0.11162305825966712,0.01590542457277877
DES,1246626,0.39282,41.54316,0.2135,21.938364165875974,41.47426752806531,41.60056896261824,41.48833623964573,41.63807125961665,41.41362320698496,-0.060644321080353336,0.06889247193468861
DES,1289600,0.41962,41.85497,0.2219,20.30885297426198,41.64124462130141,41.766215770672055,41.65516133561108,41.80742195753331,41.723708672768566,0.08246405146715574,0.21372537869859087
DES,1783052,0.47852,42.70702,0.2861,12.216991856519737,41.97758353344935,42.09972730205735,41.99117746742274,42.14696187281857,42.571968558390004,0.5943850249406566,0.7294364665506521
DES,1300517,0.40031,41.51903,0.1744,32.878124736975,41.52192137514031,41.64784818092282,41.535947273608016,41.68644938362709,41.38901123828045,-0.13291013685985575,-0.002891375140308128
DES,1309323,0.48309,42.16315,0.1996,25.10030080200481,42.00213975083777,42.124069485716646,42.015709265380295,42.17165762549426,42.027804486697136,0.02566473585936535,0.1610102491622314
DES,1847216,0.47905,42.31888,0.158,40.0576830636116,41.980441853206216,42.10256076100006,41.99403295066237,42.149837145878934,42.18379445379543,0.20335260058921278,0.33843814679378426
DES,1302110,0.45351,42.27599,0.2672,14.006418301122306,41.839458041673865,41.96278658283907,41.85318718671059,42.00780167566564,42.14254790916433,0.3030898674904634,0.43653195832613534
DES,1320367,0.40109,42.44441,279.3887,1.281097920387345e-05,41.52683862584219,41.65272654598147,41.54086008077763,41.691439308464524,42.31434104661296,0.787502420770771,0.9175713741578093
DES,1777122,0.45429,41.97567,0.1899,27.730012830676934,41.84386521495223,41.967156458773815,41.85759010246802,42.012248182359066,41.84217771749684,-0.0016874974553928723,0.1318047850477697
DES,1340539,0.44766,42.08076,0.1646,36.90968495369311,41.80619124105464,41.92980023341683,41.81995240188962,41.9742250689967,41.94769434667052,0.1415031056158753,0.2745687589453567
DES,1847303,0.47964,42.15841,0.1333,56.278135550391724,41.98362051837539,42.1057117628273,41.99720845959118,42.15303444510862,42.02328648830335,0.039665969927959566,0.1747894816246145
DES,1430136,0.41235,41.82979,0.1808,30.591667319288906,41.59689982303826,41.7222290585766,41.610857443861306,41.76249257356252,41.69899648484891,0.10209666181065558,0.23289017696174596
DES,1862183,0.44864,42.07056,0.182,30.18959062915107,41.811790564993885,41.935352486858484,41.825546352090726,41.97987812097003,41.937431285344694,0.12564072035080898,0.2587694350061156
DES,1531113,0.45694,42.25569,0.2055,23.679708265994165,41.85878904649232,41.981953743368734,41.8724994890582,42.027302198942394,42.12202719452395,0.2632381480316326,0.3969009535076822
DES,1303317,0.47429,42.10133,0.2011,24.727252226132702,41.954671525018846,42.07701407453469,41.96828814011558,42.1239072651385,41.9665507516637,0.011879226644857965,0.1466584749811517
DES,1310963,0.45919,42.59596,268.2323,1.3898817516268102e-05,41.871400959311316,41.99445841446431,41.88509916114351,42.04002048074314,42.462152410867716,0.5907514515564003,0.7245590406886819
DES,1262252,0.45294,41.96072,0.1979,25.533386051264404,41.83623322114424,41.959589032338165,41.849965479117046,42.00454781884116,41.82731458769057,-0.008918633453667724,0.12448677885576132
DES,1641173,0.44364,42.2474,0.1954,26.19092767218178,41.78310969748004,41.90691215091495,41.79689294561396,41.9509153755902,42.11459302680298,0.33148332932293556,0.46429030251995584
DES,1562077,0.47842,42.15208,0.1254,63.59235772481806,41.977043918621455,42.099192379084556,41.990638387919546,42.14641903650432,42.01703499321917,0.039991074597715226,0.17503608137854343
DES,1252970,0.46198,42.14205,0.1674,35.68527868061533,41.886964962202256,42.009889696772476,41.90064801584642,42.05571109636655,42.008062879133995,0.12109791693173833,0.25508503779774117
DES,1266634,0.4982,42.3334,0.2311,18.724063661067486,42.08191720624511,42.20314458234578,42.09540660259376,42.251790773339586,42.1970821840102,0.11516497776509027,0.2514827937548887
DES,1306423,0.44638,41.87444,0.2136,21.91782743480761,41.79886165622548,41.92253218247337,41.8126298421469,41.9668241947225,41.74145671248384,-0.05740494374164484,0.07557834377451655
DES,1318689,0.49338,42.31278,0.1703,34.48027366303601,42.056699881284786,42.17815042489983,42.07021473190409,42.22647742828877,42.17677234277598,0.12007246149119766,0.25608011871521086
DES,1699105,0.4659,42.1394,0.2053,23.725867530414778,41.90869455657996,42.031433299441495,41.92235638326626,42.07760875903083,42.00516063383071,0.09646607725075285,0.2307054434200424
DES,1256332,0.47803,42.08767,0.1559,41.144119209325225,41.97493848154889,42.09710524369244,41.988535039016256,42.14430096656686,41.952650089052916,-0.02228839249597314,0.11273151845111329
DES,1916207,0.40841,41.73184,0.1671,35.81352755725599,41.572578590222676,41.69810275071913,41.58655848110392,41.737836274080585,41.601300017118035,0.02872142689535906,0.15926140977732217
DES,1924089,0.46299,42.06566,0.1065,88.16592827701734,41.89257900864963,42.01545576798609,41.906256586797376,42.061369541087856,41.93160788735943,0.03902887870979299,0.1730809913503677
DES,1253475,0.45412,42.18464,0.2443,16.755333096859733,41.84290524141478,41.966204612221375,41.85663105662675,42.01127967557291,42.05115865670642,0.20825341529163666,0.3417347585852184
DES,1260107,0.42982,41.89811,0.3071,10.603283349102185,41.70233600660306,41.82680818831713,41.71619573055288,41.86926098283496,41.766192320193674,0.0638563135906125,0.19577399339694068
DES,1719037,0.40746,41.71383,0.2001,24.975018737507806,41.566683409444025,41.69225466039652,41.58066868064686,41.73185836761307,41.58335114799511,0.016667738551085165,0.1471465905559768
DES,1390164,0.45102,41.96907,224.6577,1.981332590899878e-05,41.825344489129776,41.94879224608013,41.839087243175996,41.993559457830024,41.83578813641056,0.01044364728078051,0.143725510870226
DES,1334614,0.43941,42.79751,289.7856,1.1908207634326713e-05,41.758623741928474,41.882630417719895,41.772430307860006,41.9261758019431,42.66497522007669,0.9063514781482169,1.0388862580715283
DES,1337267,0.45318,41.93843,0.2617,14.601334649594982,41.837591472654196,41.960935800260614,41.85132241974503,42.00591832630574,41.80500914410057,-0.032582328553623086,0.10083852734580034
DES,1257419,0.40361,41.68997,0.1559,41.144119209325225,41.54266766626969,41.668430119880696,41.55667478440024,41.70749962193584,41.559738888917984,0.01707122264829053,0.147302333730309
DES,1315296,0.41257,41.68001,0.2328,18.451600713265076,41.59825181839409,41.72357018764673,41.612208197802694,41.763862898325456,41.549202328224744,-0.04904949016934523,0.0817581816059132
DES,1295027,0.42561,41.76441,0.1372,53.12412345196305,41.67727687941486,41.80195452376843,41.691160069191874,41.84390344461685,41.632763226501545,-0.04451365291331655,0.08713312058513623
DES,1335756,0.44933,42.34252,0.2037,24.100049911203367,41.8157265277658,41.93925532966371,41.82947853382937,41.98385146986152,42.20934688502346,0.3936203572576602,0.5267934722342034
DES,1260030,0.45811,41.95029,0.1333,56.278135550391724,41.86535399684564,41.988462904702914,41.87905807150105,42.033922937329315,41.81655190702271,-0.048802089822927996,0.08493600315436112
DES,1776304,0.4541,41.84927,0.2052,23.748997792293167,41.84279228269332,41.96609260968626,41.85651820705426,42.01116571149628,41.71578994367225,-0.12700233902106817,0.00647771730668012
DES,1318052,0.48068,42.22484,0.2481,16.246000843817285,41.98921530681651,42.111257819280354,42.002797688057974,42.15866146921307,42.08964956608003,0.10043425926351546,0.2356246931834889
DES,1618042,0.42893,41.99425,0.11,82.64462809917356,41.697056496126294,41.82157205645301,41.710921174170835,41.86391957232382,41.862389590173244,0.16533309404695018,0.29719350387370724
DES,1264375,0.49572,42.33811,0.2293,19.01918446117414,42.06896892247566,42.190311020799825,42.0824714036406,42.238795108363675,42.201951767773515,0.1329828452978532,0.26914107752433836
DES,1317724,0.46775,42.27658,0.1346,55.19628904309506,41.918894214315756,42.04154537587992,41.93254604603626,42.08788377093855,42.14222158949114,0.22332737517538703,0.3576857856842466
DES,1883111,0.43278,41.71503,0.168,35.43083900226757,41.71982606214492,41.84415419064493,41.73366933499264,41.88695236268412,41.58292184925037,-0.13690421289454946,-0.004796062144919233
DES,1595028,0.46523,42.2212,0.2072,23.292735647948003,41.90499190658268,42.027762398944425,41.91865735667835,42.07387819306919,42.08700374718612,0.18201184060343678,0.31620809341732325
DES,1703072,0.49417,41.90544,0.1633,37.499685940130256,42.06084763693993,42.18226154701027,42.07435830901359,42.23064203287989,41.76938150762558,-0.291466129314351,-0.15540763693993398
DES,1249209,0.48312,42.4651,0.1794,31.070992245923172,42.00230028199733,42.12422861431963,42.015869636527086,42.1718190230967,42.32975255624838,0.3274522742510513,0.46279971800267106
DES,1255426,0.46781,42.65964,0.3255,9.438392075526012,41.9192244242829,42.041872747465646,41.932875932087185,42.088216382438475,42.52527772859364,0.6060533043107412,0.7404155757171011
DES,1880632,0.40538,41.53219,0.1213,67.9639165974001,41.55373364355255,41.679408121321686,41.567730709300264,41.718724837687375,41.40184499244175,-0.15188865111079508,-0.021543643552547564
DES,1531145,0.45675,42.1682,0.2471,16.37776024629531,41.85772155715156,41.980895318557145,41.87143303438115,42.02622555247591,42.03454942069936,0.17682786354780688,0.31047844284844217
DES,1255470,0.46877,42.0701,0.1661,36.246054163928584,41.924502764723115,42.047105691667724,41.938149091957705,42.093532785992906,41.93567595423365,0.011173189510536474,0.14559723527688107
DES,1311247,0.44183,41.52847,0.1692,34.930056055753965,41.7726574041244,41.896547161071354,41.78645062020264,41.94035626765818,41.395779497210874,-0.37687790691352774,-0.24418740412440343
DES,1937078,0.45525,42.10631,2.5388,0.15514687084027964,41.84928035428443,41.97252572464864,41.863000005398064,42.01771109771815,41.972755943136846,0.12347558885241483,0.2570296457155692
DES,1304193,0.45354,42.07876,0.1677,35.55771746477742,41.83962767086183,41.962954777096435,41.8533566520989,42.00797282622992,41.945315978715584,0.10568830785375383,0.2391323291381724
DES,1915067,0.45699,42.02079,0.1859,28.936181540973198,41.8590699002586,41.98223221195438,41.8727800705705,42.02758545794555,41.88712397710936,0.02805407685075778,0.16172009974139456
DES,1933168,0.43495,41.68241,0.1249,64.1025230112032,41.73258159672302,41.85680433034212,41.74641283392306,41.89985106761832,41.55016221345747,-0.18241938326555385,-0.0501715967230254
DES,1342906,0.49743,41.94227,0.1274,61.61140944724706,42.077902977706046,42.19916594997364,42.09139643396369,42.24776229149581,41.80600173219478,-0.27190124551126615,-0.1356329777060452
DES,1261173,0.47377,42.16709,0.1882,28.23324272344635,41.95184263951693,42.074209670134664,41.96546204806192,42.12105995183076,42.03234421277537,0.08050157325843799,0.21524736048306892
DES,1338762,0.42054,41.74141,0.1418,49.73332988515579,41.646808066849594,41.771734047170874,41.66071962162917,41.813056293672034,41.61008947234024,-0.03671859450935244,0.09460193315040755
DES,1784110,0.45993,42.05468,0.1767,32.02778474382096,41.875537078318104,41.99855930367026,41.88923125908403,42.04419075056693,41.92082479313189,0.04528771481378868,0.17914292168189405
DES,1309694,0.45353,42.12919,0.203,24.266543716178504,41.83957112888946,41.96289871343055,41.85330016472598,42.00791577720818,41.995746622198496,0.15617549330903557,0.28961887111054097
DES,1262084,0.4536,42.18827,0.1602,38.96502655076909,41.83996689980309,41.9632911362767,41.85369555345259,42.00831509586981,42.054822117818084,0.2148552180149963,0.34830310019691524
DES,1916124,0.43071,41.74154,0.1921,27.09850115480263,41.707605927796266,41.83203476111982,41.72146070119049,41.8745921713176,41.609565050214094,-0.0980408775821715,0.0339340722037349
DES,1329622,0.48607,42.11261,0.2402,17.33221205476147,42.018043633914345,42.13983420562565,42.03159727226516,42.1876444355608,41.977072728787995,-0.04097090512635049,0.09456636608565105
DES,1265134,0.47304,41.99333,0.1649,36.77550868803006,41.947866749099575,42.0702681639585,41.96149008115063,42.11705785862537,41.85863118702828,-0.0892355620712948,0.04546325090042558
DES,1811099,0.49007,42.63062,0.2075,23.225431847873423,42.03925829867851,42.16086257292751,42.05279068501328,42.20896048760023,42.49482533562137,0.4555670369428597,0.5913617013214889
DES,1290007,0.43112,41.79286,0.222,20.29056083110137,41.7100304286825,41.834439302682235,41.72388292267337,41.8770446838459,41.660858667414516,-0.04917176126798495,0.08282957131749669
DES,1367571,0.43311,41.75842,0.1381,52.43395811890029,41.72176945684572,41.84608154602056,41.73561089803726,41.88891777048141,41.62629061431412,-0.09547884253159822,0.03665054315428051
DES,1300025,0.41357,41.65307,0.1778,31.63271632665714,41.60438926181642,41.729658262606364,41.618340001214136,41.77008315215252,41.52219797993309,-0.08219128188333258,0.04868073818357743
DES,1922405,0.51619,42.47023,0.1651,36.68646390547219,42.17420493691151,42.29460656597232,42.18760016950284,42.344295806421684,42.33275455824331,0.15854962133180095,0.29602506308849286
DES,1472020,0.53112,42.42343,0.2021,24.483154487970324,42.2487024127139,42.36842724572338,42.26202049077224,42.41880896558186,42.28499383824888,0.036291425534983546,0.1747275872861067
DES,1259771,0.53232,42.34927,0.1653,36.59774213889648,42.25461118378039,42.374281949538755,42.26792309910841,42.424712663454685,42.21075662029889,-0.04385456348150285,0.09465881621960648
DES,1452059,0.5642,42.43056,0.1969,25.79339848917748,42.40752541028115,42.52577746334902,42.42067566551043,42.577158198163346,42.289995196760884,-0.11753021352026849,0.023034589718847087
DES,1906545,0.54806,42.80686,0.1992,25.201206432154322,42.33106797470696,42.4500340539132,42.34429958040374,42.50101755216252,42.667333778188215,0.336265803481254,0.475792025293039
DES,1303952,0.56262,42.63699,0.1602,38.96502655076909,42.40012453679496,42.518446109559264,42.41328271150486,42.56979538677497,42.4965268670617,0.09640233026673428,0.2368654632050351
DES,1262267,0.56215,42.18917,0.2134,21.958929774464224,42.39791955780994,42.51626182626471,42.41108009015581,42.56760143764376,42.04873711075877,-0.3491824470511702,-0.20874955780994497
DES,1258591,0.5975,42.53003,0.2337,18.309756775021977,42.55950373480237,42.67630937091894,42.572489269394126,42.727990216480535,42.38732239864872,-0.17218133615364906,-0.02947373480237303
DES,1282966,0.58012,42.53997,0.1635,37.407999700736,42.48111774955941,42.5986738584311,42.49418873724058,42.650283502410026,42.39838077195771,-0.08273697760169796,0.058852250440587284
DES,1519027,0.51404,42.58931,0.2433,16.89335008477928,42.163323662744396,42.28382338502511,42.17673007969924,42.33340010546843,42.45197290707036,0.28864924432596695,0.4259863372556012
DES,1550103,0.53166,42.52236,0.1788,31.27987227802552,42.251362786379545,42.3710632830799,42.26467809050327,42.421467171688406,42.38388909017138,0.13252630379183472,0.27099721362045415
DES,1260551,0.55236,42.2596,0.1495,44.74222883412938,42.35162536173475,42.47040036945083,42.364835195940685,42.5215062543886,42.11979708053409,-0.2318282812006558,-0.0920253617347484
DES,1250925,0.55146,42.37732,0.1998,25.05007510012515,42.347334101007704,42.4661490496142,42.360548486106694,42.51723032228779,42.23757499399658,-0.10975910701112213,0.02998589899229387
DES,1315818,0.55218,42.68035,0.1648,36.82015270053728,42.350767592121585,42.46955058586682,42.36397833625535,42.520651590738275,42.54055866322659,0.18979107110500593,0.3295824078784122
DES,1297353,0.54402,42.13796,0.147,46.27701420704337,42.311626429660635,42.43077258830076,42.324878555920854,42.48162999428959,41.99869374528651,-0.31293268437412536,-0.17366642966063495
DES,1263062,0.50827,42.05343,0.1305,58.7190440539628,42.13392516021278,42.2546889293337,42.147361685405855,42.30394750338262,41.91646419671322,-0.2174609634995619,-0.08049516021278436
DES,1889226,0.59276,42.35345,0.1767,32.02778474382096,42.53832186419717,42.655331222536105,42.55133059317021,42.70701079627659,42.21104740955118,-0.3272744546459947,-0.18487186419717005
DES,1259561,0.56751,42.47441,0.1305,58.7190440539628,42.42297211245398,42.54107879073187,42.43610580773817,42.592520268030924,42.3336322039155,-0.08933990853847718,0.05143788754602241
DES,1252810,0.58026,42.6384,0.1458,47.04191057897301,42.48175717682139,42.59930720192299,42.494827471664735,42.65091815665528,42.49680176319688,0.015044586375488223,0.15664282317860767
DES,1340728,0.54277,43.06948,226.7333,1.9452229372410506e-05,42.30558586055011,42.424787847351695,42.318844348894245,42.47560404602958,42.930294180651074,0.6247083201009644,0.7638941394498886
DES,1501158,0.58049,42.78665,0.303,10.892178326743565,42.48280737675456,42.60034740845826,42.49587653352376,42.651960490280686,42.6450369630898,0.16222958633524343,0.3038426232454441
DES,1248936,0.57093,42.73478,0.2163,21.374056896457017,42.43885092661236,42.556807773982044,42.45196755537373,42.60830471684021,42.59378213275804,0.15493120614567601,0.2959290733876401
DES,1343759,0.50617,42.17726,0.1312,58.09414039262343,42.12315367106763,42.244013827950866,42.13660118779198,42.29315072318271,42.0404293281257,-0.08272434294192976,0.05410632893237022
DES,1389210,0.54865,42.50563,0.127,62.000124000248,42.33389685562558,42.45283668165711,42.347125469824405,42.50383769174465,42.366065812696135,0.032168957070553006,0.17173314437441434
DES,1312171,0.50043,42.541,0.2575,15.08153454614007,42.09351250593589,42.214636909671725,42.10699015813768,42.263425033570655,42.40453868731981,0.3110261813839159,0.4474874940641058
DES,1257129,0.58817,42.4876,0.1736,33.18184714052114,42.517671351494215,42.634878663712755,42.53070261995279,42.6865441052058,42.34549276820988,-0.17217858328433522,-0.030071351494214582
DES,1370944,0.50947,42.24295,0.1398,51.166493723917874,42.140062978611134,42.26077173802378,42.1534932309928,42.31009842744602,42.10590697876324,-0.03415599984789708,0.10288702138886663
DES,1322229,0.52612,42.23087,0.2232,20.07296925784612,42.223957598058966,42.34390823827891,42.23730141569857,42.394075214556565,42.09275557970716,-0.13120201835180723,0.0069124019410367055
DES,1595127,0.5674,42.70353,0.1226,66.53023533074841,42.422460025072795,42.54057152879351,42.43559427001747,42.592011099327266,42.56275928222758,0.14029925715478697,0.2810699749272061
DES,1330339,0.57914,42.66091,0.2307,18.789049516473206,42.4766380423338,42.594236755239145,42.48971388193722,42.645836884587,42.519383833283534,0.04274579094973063,0.18427195766619775
DES,1644290,0.5373,42.41784,0.1489,45.10353742533673,42.27901022092051,42.39845712858458,42.29229662174912,42.44908072142073,42.279006165806436,-4.055114075640631e-06,0.13882977907948657
DES,1291159,0.53976,42.42586,0.1918,27.183338570656566,42.29099074307007,42.41032737905658,42.304264576406425,42.46104007301217,42.286867869008965,-0.004122874061103232,0.13486925692993168
DES,1644163,0.56202,42.85635,0.186,28.905075731298414,42.397309389744436,42.51565738381768,42.410470574351535,42.56699429667101,42.715925476036695,0.3186160862922591,0.4590406102555633
DES,1487055,0.58196,42.8498,0.2149,21.6534533685303,42.48951109255313,42.60698729353152,42.502572980222865,42.65861319911993,42.70809237110107,0.21858127854793707,0.36028890744687203
DES,1625059,0.59279,42.88319,0.186,28.905075731298414,42.53845638285547,42.65546444957815,42.551464964768094,42.70714407380296,42.74078547910243,0.20232909624695594,0.3447336171445272
DES,1260000,0.5506,42.72227,0.1714,34.039123206648796,42.343227917070365,42.46208105652879,42.35644665373117,42.51313831528178,42.58258033352741,0.23935241645704508,0.3790420829296366
DES,1319926,0.56341,42.50456,0.2252,19.718016588372993,42.4038272071858,42.52211400988482,42.41698142096341,42.57347921539141,42.364046031911286,-0.03978117527451275,0.100732792814199
DES,1261233,0.53166,42.35334,0.1387,51.98129297228514,42.251362786379545,42.3710632830799,42.26467809050327,42.421467171688406,42.21486909017138,-0.03649369620816145,0.10197721362045797
DES,1337272,0.50275,42.35788,0.165,36.73094582185491,42.10552825925615,42.22654572034099,42.118993715016494,42.275477674863524,42.22126939928317,0.11574114002702629,0.2523517407438547
DES,1341502,0.51064,42.37881,0.1573,40.41499735887993,42.14603529354777,42.26669046673765,42.15945943557486,42.316082580536644,42.241691691262,0.09565639771422951,0.23277470645223275
DES,1659122,0.51872,42.09634,0.2907,11.833410664672027,42.18695924170548,42.30724564453806,42.20034133703877,42.35706313091042,41.95870175706541,-0.2282574846400678,-0.09061924170548252
DES,1901257,0.51978,42.61672,0.2184,20.964993492466018,42.19228693313461,42.312525124914686,42.20566353197695,42.362395010514035,42.479013547876264,0.28672661474165295,0.4244330668653902
DES,1334265,0.58586,42.72307,0.219,20.850274181105483,42.50722623447834,42.62453342418532,42.52026887590933,42.67618691418652,42.581111412763605,0.0738851782852663,0.21584376552166162
DES,1260639,0.59141,42.58001,0.207,23.337767509160074,42.532262470186524,42.649329980792686,42.545277820322035,42.70100672101463,42.43769427974491,-0.09456819044161335,0.04774752981347774
DES,1490034,0.53002,42.70507,0.2078,23.15841933598327,42.24327589132737,42.36305032893031,42.25659962356994,42.41338627459214,42.566704621369695,0.3234287300423233,0.4617941086726276
DES,1366195,0.55313,42.30991,0.1174,72.55440855097237,42.35529199127143,42.47403284865106,42.36849793442291,42.52515937042941,42.17005753234952,-0.18523445892191148,-0.045381991271426614
DES,1256432,0.5113,42.22407,0.1258,63.188597743914315,42.149399059714824,42.27002402576813,42.162819757327455,42.31945261610628,42.086909221389504,-0.062489838325319624,0.07467094028517351
DES,1439028,0.55424,42.40539,0.1541,42.110919319268575,42.36056991606392,42.479261578291286,42.373770254065306,42.53041716849762,42.26546610574578,-0.09510381031814319,0.04482008393607373
DES,1502029,0.51797,42.23257,0.1223,66.85703091937108,42.183183950358156,42.30350448815203,42.19656993744754,42.35328442490541,42.09498001828416,-0.0882039320739949,0.04938604964184634
DES,1294971,0.58822,42.97461,0.1829,29.893212477068168,42.51789704661062,42.63510219885966,42.53092806912026,42.68676786310998,42.83249955079529,0.31460250418466984,0.4567129533893777
DES,1368482,0.50847,42.4456,0.1715,33.99943900925634,42.13494900204702,42.25570359940076,42.148384481364644,42.30497359738513,42.308621327054894,0.1736723250078711,0.3106509979529761
DES,1338430,0.51717,42.13699,0.0953,110.1068146208637,42.17915175084177,42.299508720627074,42.19254189163341,42.34924817009506,41.99945149691748,-0.17970025392428823,-0.042161750841771095
DES,1342647,0.51618,42.35236,0.1973,25.68891900771926,42.17415441730042,42.29455650223899,42.187549701868846,42.34424522687338,42.21488520172622,0.04073078442579714,0.17820558269957587
DES,1389074,0.50285,42.23163,0.1639,37.22563312426177,42.10604509681261,42.22705795254667,42.11951002736049,42.27599601912311,42.09501296445401,-0.011032132358600677,0.12558490318739501
DES,1530191,0.55584,42.73848,0.2075,23.225431847873423,42.36816172650521,42.48678254850424,42.38135399337824,42.53797862789109,42.59845314847913,0.2302914219739236,0.37031827349479585
DES,1261259,0.52723,42.38955,0.1166,73.55342479456529,42.22946845704432,42.34936889451866,42.242806551908544,42.399585025604324,42.25136415310342,0.021895696059097247,0.16008154295568033
DES,1251600,0.5576,42.56286,0.1304,58.809138469645085,42.376490997084254,42.49503399246013,42.38967439710821,42.54627269095166,42.42271989548581,0.04622889840155864,0.18636900291574676
DES,1261236,0.59789,42.49326,0.2054,23.702771043557163,42.56124012311262,42.678029028862326,42.574223752988004,42.7297093803068,42.350527302814974,-0.21071282029764404,-0.06798012311261914
DES,1512101,0.56872,42.4688,0.1166,73.55342479456529,42.42859944374926,42.546653068173825,42.4417270958032,42.59811501431585,42.327944342482596,-0.10065510126666766,0.04020055625073837
DES,1252364,0.54134,42.29627,0.1803,30.761573503703236,42.298660704582005,42.41792662301276,42.31192647864569,42.4686944034206,42.15717619870815,-0.14148450587385497,-0.0023907045820052986
DES,1432141,0.56489,42.83606,0.1951,26.271535763047563,42.410751840994884,42.52897355982296,42.423898640706625,42.580367532335025,42.695450796439644,0.2846989554447603,0.42530815900511953
DES,1314162,0.58141,42.66271,0.1522,43.168871444827595,42.48700460463577,42.6045046797378,42.50006921108966,42.65612594331205,42.52103776266147,0.03403315802570006,0.17570539536422558
