catalog,cid,z,mu_obs,muerr,weight,observed_distance_mly,lcdm_mu,stam_adjusted_union_mu,stam_adjusted_des_mu,stam_unadjusted_mu_equiv,resid_lcdm_mu,resid_stam_adjusted_union_mu,resid_stam_adjusted_des_mu,resid_stam_unadjusted_mu
Pantheon,1999aa,0.0159,34.1323,0.209471,22.790412611842257,218.71867942292235,34.19204501062814,34.146864873291534,34.295405407798135,34.07846002663398,-0.059745010628141415,-0.014564873291533331,-0.16310540779813465,0.053839973366024196
Pantheon,2002cs,0.0159,34.0329,0.272511,13.465792723754028,208.93243946477364,34.19204501062814,34.146864873291534,34.295405407798135,34.07846002663398,-0.15914501062814423,-0.11396487329153615,-0.26250540779813747,-0.04556002663397862
Pantheon,iPTF14bdn,0.01603,34.1062,0.281582,12.612181774392994,216.10552737002075,34.20994068235902,34.16468330245126,34.313214816116556,34.09618425935408,-0.10374068235901746,-0.05848330245125766,-0.2070148161165548,0.010015740645918925
Pantheon,2007ss,0.01652,34.4137,0.34637,8.335265941148393,248.98080975539983,34.27612833369831,34.23058009860637,34.37907762048867,34.16172607704485,0.13757166630168882,0.18311990139363132,0.034622379511326073,0.25197392295515186
Pantheon,2010kg,0.01652,33.9999,0.334729,8.9251047074459,205.78128509917548,34.27612833369831,34.23058009860637,34.37907762048867,34.16172607704485,-0.2762283336983131,-0.23068009860637062,-0.37917762048867587,-0.16182607704485008
Pantheon,2013fw,0.01656,34.1608,0.218117,21.019431634930545,221.60822491697152,34.281445473645704,34.23587351549304,34.38436826322304,34.166990520957256,-0.12064547364570188,-0.0750735154930382,-0.22356826322303647,-0.006190520957254364
Pantheon,2013Q,0.01657,33.9726,0.41528,5.798530798882423,203.21037395622812,34.28277277605088,34.23719488760972,34.38568894181784,34.16830464994496,-0.31017277605087656,-0.26459488760971794,-0.41308894181783984,-0.1957046499449575
Pantheon,iPTF13dge,0.01662,34.2793,0.261916,14.577261375787549,234.03772889144258,34.289397440338256,34.24378990331456,34.392280490010506,34.17486345069244,-0.010097440338256547,0.03551009668544225,-0.11298049001050714,0.10443654930755741
Pantheon,2007fs,0.01666,34.3408,0.198023,25.501676289204447,240.7608539540916,34.294683011422364,34.249051758964285,34.39753957176715,34.18009633520128,0.04611698857763713,0.09174824103571666,-0.056739571767145947,0.16070366479872433
Pantheon,SN2016gfr,0.01671,33.8985,0.245383,16.60775985891863,196.392941576992,34.301272373819174,34.25561148135725,34.40409582693954,34.18661984469932,-0.4027723738191753,-0.3571114813572507,-0.5055958269395404,-0.28811984469932383
Pantheon,ASASSN-16ip,0.01678,34.1679,0.246475,16.460925502573403,222.3339967370139,34.31046483427842,34.26476245381652,34.41324194556212,34.195720121030504,-0.14256483427841715,-0.09686245381652014,-0.2453419455621173,-0.027820121030501355
Pantheon,2007A,0.01682,34.4649,0.358327,7.7882688138189105,254.92115355269178,34.31570067665241,34.269974592954796,34.418451311221965,34.200903291960884,0.14919932334758812,0.19492540704520422,0.04644868877803532,0.2639967080391159
Pantheon,2007A,0.01682,34.5341,0.341619,8.568720280907637,263.17575350826604,34.31570067665241,34.269974592954796,34.418451311221965,34.200903291960884,0.21839932334759027,0.2641254070452064,0.11564868877803747,0.33319670803911805
Pantheon,PSNJ0107203,0.01682,33.9673,0.284408,12.362786901820888,202.71499501931166,34.31570067665241,34.269974592954796,34.418451311221965,34.200903291960884,-0.34840067665241037,-0.30267459295479426,-0.45115131122196317,-0.2336032919608826
Pantheon,1998ef,0.0169,33.841,0.289311,11.947309299687554,191.26075906776114,34.32613556588766,34.280362084865274,34.42883325648653,34.2112328496551,-0.48513556588765994,-0.43936208486527306,-0.5878332564865261,-0.3702328496550962
Pantheon,1998ef,0.0169,33.8975,0.264562,14.287132417497562,196.3025201069742,34.32613556588766,34.280362084865274,34.42883325648653,34.2112328496551,-0.42863556588766016,-0.3828620848652733,-0.5313332564865263,-0.3137328496550964
Pantheon,ASASSN-15ti,0.01692,34.4894,0.310314,10.384779056354144,257.8136307728047,34.32873666479122,34.28295133634301,34.43142112136756,34.21380761803697,0.16066333520878118,0.20644866365699244,0.05797887863244,0.2755923819630368
Pantheon,ASASSN-15od,0.01698,34.3409,0.228387,19.171550608208396,240.7719416564588,34.33652178039793,34.29070091424459,34.439166539634485,34.2215137477506,0.00437821960206719,0.0501990857554091,-0.09826653963448706,0.1193862522493987
Pantheon,1996bv,0.01699,34.0755,0.297815,11.27474852364701,213.07175108717465,34.33781665762304,34.2919898691856,34.44045480132572,34.22279546148731,-0.2623166576230389,-0.21648986918560098,-0.3649548013257231,-0.14729546148731032
Pantheon,1997Y,0.01705,34.1973,0.214463,21.741787484924366,225.36469155869824,34.34557014937336,34.299707831231466,34.448168604008956,34.23046997726948,-0.14827014937336003,-0.10240783123146713,-0.25086860400895716,-0.033169977269480455
Pantheon,2001da,0.01718,34.022,0.308995,10.473626828846161,207.88630258348235,34.362277350909046,34.31633807526208,34.46478983688698,34.247006093386474,-0.340277350909048,-0.29433807526208255,-0.4427898368869805,-0.22500609338647592
Pantheon,2001da,0.01718,34.2003,0.325329,9.448316731566422,225.67625956025415,34.362277350909046,34.31633807526208,34.46478983688698,34.247006093386474,-0.16197735090904786,-0.11603807526208243,-0.26448983688698036,-0.0467060933864758
Pantheon,ASASSN-15kx,0.0172,34.6084,0.219814,20.696137518407703,272.33651463242865,34.364836602923816,34.318885490517076,34.46733586590793,34.2495390281111,0.24356339707618702,0.28951450948292745,0.1410641340920762,0.35886097188890176
Pantheon,2000dk,0.0173,34.1436,0.28269,12.513508942937461,219.859823532749,34.377588944332395,34.33157865955023,34.48002210415936,34.26215979724071,-0.23398894433239548,-0.1879786595502324,-0.3364221041593609,-0.11855979724071375
Pantheon,2000dk,0.0173,34.1517,0.257136,15.12426340675012,220.68147347693298,34.377588944332395,34.33157865955023,34.48002210415936,34.26215979724071,-0.2258889443323966,-0.17987865955023352,-0.328322104159362,-0.11045979724071486
Pantheon,2007fb,0.01733,34.4009,0.221698,20.345878632997046,247.51748015439634,34.38140045564858,34.33537242286601,34.48381378836686,34.26593184147856,0.019499544351418763,0.0655275771339916,-0.08291378836685936,0.1349681585214384
Pantheon,2007fb,0.01733,34.5101,0.231239,18.70155999506487,260.2830427444573,34.38140045564858,34.33537242286601,34.48381378836686,34.26593184147856,0.12869954435142006,0.1747275771339929,0.02628621163314193,0.2441681585214397
Pantheon,2006ef,0.01734,34.361,0.220285,20.60772968666216,243.01096781402663,34.382669511761456,34.33663556335945,34.48507623583715,34.26718774237095,-0.021669511761459148,0.024364436640546216,-0.12407623583715122,0.09381225762904677
Pantheon,2008C,0.01737,34.31,0.263557,14.396300030170634,237.3700247381669,34.386472348794506,34.34042065467623,34.48885924812334,34.2709511151594,-0.07647234879450338,-0.030420654676227343,-0.17885924812333798,0.03904888484060365
Pantheon,2008C,0.01737,34.2669,0.262425,14.520768051703806,232.7050858538709,34.386472348794506,34.34042065467623,34.48885924812334,34.2709511151594,-0.11957234879450596,-0.07352065467622992,-0.22195924812334056,-0.0040511151593989325
Pantheon,2004fz,0.01743,33.7799,0.330633,9.147609242097674,185.95414998176898,34.394058606599444,34.347971426187456,34.49640586174815,34.27845845085045,-0.614158606599446,-0.5680714261874584,-0.7165058617481534,-0.498558450850453
Pantheon,2006ax,0.01747,34.3228,0.200241,24.939858727169153,238.77336232617733,34.39910180080517,34.352990966670205,34.50142263043608,34.28344903503566,-0.0763018008051688,-0.03019096667020449,-0.17862263043608095,0.03935096496434198
Pantheon,2006ax,0.01747,34.3133,0.19782,25.55404204075357,237.73103167003725,34.39910180080517,34.352990966670205,34.50142263043608,34.28344903503566,-0.08580180080517152,-0.03969096667020722,-0.18812263043608368,0.029850964964339255
Pantheon,1998V,0.01752,34.1465,0.231417,18.672801542266612,220.15364233877654,34.405389785680974,34.35924938867375,34.50767758784173,34.289671262697595,-0.2588897856809709,-0.2127493886737497,-0.3611775878417234,-0.14317126269759228
Pantheon,2013gs,0.01776,34.2221,0.320412,9.74052699653846,227.95329545509986,34.43532760292905,34.38904537033895,34.537456941689015,34.31929352745705,-0.2132276029290523,-0.16694537033895074,-0.31535694168901784,-0.09719352745705123
Pantheon,2008L,0.01778,34.3364,0.210115,22.65092201605852,240.2735002062715,34.43780436589156,34.39151031861469,34.5399205044815,34.321744000514315,-0.1014043658915611,-0.05511031861469462,-0.20352050448150294,0.014655999485682969
Pantheon,2008L,0.01778,34.2464,0.213428,21.953168490077463,230.51854783444094,34.43780436589156,34.39151031861469,34.5399205044815,34.321744000514315,-0.1914043658915574,-0.14511031861469093,-0.29352050448149924,-0.07534400051431334
Pantheon,2009le,0.01784,34.2939,0.246602,16.443975119157717,235.6165947485141,34.44521818815547,34.398888701382006,34.54729473095428,34.329078958724864,-0.1513181881554715,-0.10498870138200544,-0.2533947309542768,-0.03517895872486321
Pantheon,2009le,0.01784,34.2418,0.22287,20.132456707381518,230.030739212308,34.44521818815547,34.398888701382006,34.54729473095428,34.329078958724864,-0.2034181881554744,-0.15708870138200837,-0.3054947309542797,-0.08727895872486613
Pantheon,2000dr,0.0179,34.2975,0.318912,9.832371463739308,236.0075383503846,34.45260743942112,34.40624251999585,34.55464439350648,34.33638935442985,-0.1551074394211227,-0.10874251999585027,-0.2571443935064792,-0.03888935442984831
Pantheon,2007as,0.01802,34.2661,0.234211,18.229947722747674,232.61936992241849,34.467312884871355,34.42087712067328,34.56927068275918,34.35093711423285,-0.20121288487135303,-0.15477712067328042,-0.30317068275918047,-0.08483711423284745
Pantheon,1992bo,0.01808,34.6078,0.20147,24.6365123425761,272.26127566768923,34.474629402922645,34.42815822660177,34.576547633324545,34.35817480219556,0.13317059707735268,0.17964177339823095,0.03125236667545295,0.24962519780443415
Pantheon,2010ai,0.01826,34.9792,0.21848,20.949642957749028,323.0471210728791,34.496436047949025,34.44985867630322,34.59823561833339,34.37974500788424,0.48276395205097344,0.5293413236967766,0.3809643816666082,0.5994549921157599
Pantheon,ASASSN-17co,0.01826,34.2005,0.280568,12.70350981048891,225.6970460691377,34.496436047949025,34.44985867630322,34.59823561833339,34.37974500788424,-0.29593604794902717,-0.24935867630322406,-0.39773561833339244,-0.1792450078842407
Pantheon,PS15coh,0.01839,34.4393,0.226901,19.423486146417535,251.93347382856854,34.512053770033006,34.46539974004149,34.61376768109643,34.39519201572199,-0.0727537700330032,-0.026099740041487962,-0.17446768109642363,0.0441079842780141
Pantheon,2009gf,0.01855,34.492,0.255362,15.335129853896458,258.12250731963485,34.53112672012045,34.48437838545232,34.632735249883495,34.41405491063813,-0.03912672012044993,0.007621614547680622,-0.14073524988349817,0.07794508936186872
Pantheon,2009gf,0.01855,34.576,0.296243,11.394723883240527,268.303213965178,34.53112672012045,34.48437838545232,34.632735249883495,34.41405491063813,0.04487327987955325,0.0916216145476838,-0.05673524988349499,0.1619450893618719
Pantheon,2016ffh,0.01865,34.6171,0.238984,17.50904053955169,273.42981904899716,34.5429650664073,34.496157815996064,34.64450775837754,34.425762003069195,0.07413493359270262,0.12094218400393686,-0.02740775837754228,0.19133799693080533
Pantheon,ATLAS16cpu,0.01865,34.5716,0.239989,17.362702655714152,267.76010832848243,34.5429650664073,34.496157815996064,34.64450775837754,34.425762003069195,0.02863493359269853,0.07544218400393277,-0.07290775837754637,0.14583799693080124
Pantheon,2000cu,0.01866,34.6066,0.277471,12.988673539837988,272.1108600917367,34.54414545494582,34.49733231400421,34.64568156421626,34.426929267517636,0.062454545054180244,0.10926768599578907,-0.039081564216260745,0.17967073248236431
Pantheon,2011fs,0.01875,34.5466,0.215514,21.53024762497838,264.69508371379874,34.55474095728214,34.50787481010724,34.656217831085186,34.437406663641354,-0.008140957282144257,0.03872518989275875,-0.1096178310851883,0.10919333635864348
Pantheon,2011fs,0.01875,34.4866,0.321023,9.703484178331728,257.48140783000963,34.55474095728214,34.50787481010724,34.656217831085186,34.437406663641354,-0.06814095728213942,-0.02127481010723642,-0.16961783108518347,0.04919333635864831
Pantheon,ASASSN-16cs,0.01905,34.4286,0.281407,12.627873054927248,250.69511707645344,34.58970048667371,34.54265776304254,34.69098002368594,34.47197264339686,-0.16110048667371046,-0.11405776304253834,-0.26238002368593527,-0.04337264339685731
Pantheon,2006kf,0.01947,34.7747,0.195403,26.19012346569716,294.0125542487829,34.63774236657028,34.59045272259114,34.738745928530086,34.51946390961601,0.13695763342972356,0.18424727740886482,0.03595407146991647,0.2552360903839954
Pantheon,2006kf,0.01947,34.8085,0.195531,26.155845130929304,298.62480217179404,34.63774236657028,34.59045272259114,34.738745928530086,34.51946390961601,0.17075763342972294,0.2180472774088642,0.06975407146991586,0.2890360903839948
Pantheon,2008hs,0.01975,34.757,0.466611,4.59293241178748,291.6257542548229,34.66920588845762,34.62175181659481,34.77002565905631,34.55056058618604,0.08779411154237948,0.13524818340518863,-0.013025659056310701,0.20643941381396047
Pantheon,2008hs,0.01975,34.7394,0.433516,5.32095686553453,289.27165149767944,34.66920588845762,34.62175181659481,34.77002565905631,34.55056058618604,0.07019411154238497,0.11764818340519412,-0.03062565905630521,0.18883941381396596
Pantheon,2007au,0.01976,34.6865,0.406241,6.059440074465582,282.30974845412857,34.67032143569857,34.622861494157235,34.771134645159535,34.5516630352169,0.01617856430143405,0.06363850584276776,-0.08463464515953234,0.13483696478310492
Pantheon,2016W,0.01995,34.3648,0.295725,11.43467746466129,243.43660073495488,34.691411759094706,34.64384032962957,34.792100344132656,34.57250453726882,-0.3266117590947033,-0.2790403296295665,-0.4273003441326537,-0.20770453726881755
Pantheon,2002kf,0.02001,34.6854,0.204275,23.964565633785398,282.16677538198155,34.69803074455784,34.65042412257513,34.798679989193815,34.57904496519161,-0.01263074455783908,0.03497587742486985,-0.11327998919381344,0.10635503480838793
Pantheon,1992bc,0.02006,34.5121,0.199486,25.128997070429254,260.52288271956525,34.70353164020207,34.65589569632513,34.80414810655084,34.58448040267864,-0.19143164020207593,-0.14379569632513522,-0.292048106550844,-0.07238040267864676
Pantheon,2009ds,0.02019,34.5072,0.233893,18.27955215083119,259.9356669207555,34.71777097149965,34.670058812833474,34.81830223719193,34.59854957024646,-0.21057097149964932,-0.16285881283347692,-0.31110223719193186,-0.0913495702464644
Pantheon,2009ds,0.02019,34.702,0.19246,26.99721946997569,284.3320884899696,34.71777097149965,34.670058812833474,34.81830223719193,34.59854957024646,-0.015770971499648567,0.03194118716652383,-0.11630223719193111,0.10345042975353635
Pantheon,2006ej,0.02023,34.5995,0.188309,28.200567356944006,271.2226000996505,34.7221341301789,34.674398527239916,34.82263918693537,34.6028603788392,-0.12263413017890201,-0.07489852723991675,-0.22313918693537005,-0.003360378839204259
Pantheon,2006ej,0.02023,34.5012,0.295566,11.4469833641548,259.21842948706853,34.7221341301789,34.674398527239916,34.82263918693537,34.6028603788392,-0.22093413017890384,-0.17319852723991858,-0.3214391869353719,-0.10166037883920609
Pantheon,2006ej,0.02023,34.576,0.189903,27.729136705693204,268.303213965178,34.7221341301789,34.674398527239916,34.82263918693537,34.6028603788392,-0.14613413017890053,-0.09839852723991527,-0.24663918693536857,-0.02686037883920278
Pantheon,2006ej,0.02023,34.6482,0.187832,28.343980097167375,277.37408018385366,34.7221341301789,34.674398527239916,34.82263918693537,34.6028603788392,-0.07393413017889827,-0.026198527239913005,-0.1744391869353663,0.04533962116079948
Pantheon,2002jy,0.02024,34.9988,0.187715,28.379323880615228,325.97618671803565,34.723223591450406,34.675482127916055,34.82372209646188,34.60393675317608,0.27557640854959686,0.3233178720839476,0.17507790353812425,0.39486324682392393
Pantheon,2016hpw,0.02034,34.8165,0.241825,17.100058932146847,299.7270056876372,34.73408912323249,34.68628906414607,34.83452212155015,34.614671428524694,0.08241087676750425,0.13021093585393118,-0.01802212155015326,0.20182857147530342
Pantheon,ATLAS16dqf,0.02034,34.5749,0.375822,7.080038204999703,268.1673343684671,34.73408912323249,34.68628906414607,34.83452212155015,34.614671428524694,-0.159189123232494,-0.11138906414606708,-0.2596221215501515,-0.03977142852469484
Pantheon,2005ki,0.02035,34.5709,0.187708,28.38144056153758,267.67380657867807,34.7351727797559,34.68736686215432,34.835599228479694,34.61574200069593,-0.1642727797558976,-0.11646686215431856,-0.2646992284796923,-0.044842000695929585
Pantheon,2005ki,0.02035,34.5656,0.177716,31.66262670209789,267.021281005491,34.7351727797559,34.68736686215432,34.835599228479694,34.61574200069593,-0.1695727797558959,-0.12176686215431687,-0.2699992284796906,-0.05014200069592789
Pantheon,2005ki,0.02035,34.4931,0.19075,27.48342835156114,258.253297232132,34.7351727797559,34.68736686215432,34.835599228479694,34.61574200069593,-0.24207277975590102,-0.19426686215432198,-0.3424992284796957,-0.122642000695933
Pantheon,ASASSN-15lg,0.02044,34.6552,0.214591,21.71585798362663,278.26967132175497,34.74490214333935,34.69704350760972,34.845269654516706,34.62535361567262,-0.08970214333935189,-0.041843507609719666,-0.1900696545167051,0.02984638432737796
Pantheon,2001dl,0.02049,35.1263,0.375783,7.081507860723324,345.68925054446987,34.750289121911905,34.70240120495019,34.85062389685034,34.63067518656722,0.3760108780880955,0.42389879504980854,0.27567610314966373,0.49562481343278364
Pantheon,PSNJ1602512,0.02052,34.556,0.333904,8.969262955233837,265.8433953140974,34.75351509555838,34.70560961212577,34.85383023109915,34.63386191842305,-0.19751509555837998,-0.14960961212577217,-0.2978302310991552,-0.07786191842305357
Pantheon,2007st,0.02056,34.4168,0.217156,21.2058816479978,249.33650928441372,34.75780917289384,34.70988027014623,34.85809812530748,34.638103676656264,-0.34100917289384114,-0.29308027014622695,-0.44129812530747614,-0.22130367665626238
Pantheon,ASASSN-17bs,0.02056,34.5647,0.249505,16.06354867722558,266.9106328771726,34.75780917289384,34.70988027014623,34.85809812530748,34.638103676656264,-0.19310917289384122,-0.14518027014622703,-0.2933981253074762,-0.07340367665626246
Pantheon,2010A,0.02081,34.4863,0.330445,9.15802089756929,257.4458379160648,34.784462110017735,34.73638690505213,34.88458748872343,34.66442970443748,-0.29816211001773496,-0.2500869050521288,-0.3982874887234331,-0.178129704437481
Pantheon,2003W,0.02082,34.674,0.230899,18.75667683734795,280.6893113756421,34.785521655227,34.73744060062872,34.885640493524186,34.665476176322386,-0.1115216552270013,-0.06344060062872359,-0.211640493524186,0.008523823677613507
Pantheon,2003W,0.02082,34.6349,0.254511,15.437852433736838,275.680390355916,34.785521655227,34.73744060062872,34.885640493524186,34.665476176322386,-0.150621655226999,-0.10254060062872128,-0.2507404935241837,-0.030576176322384185
Pantheon,2001br,0.0209,34.8118,0.300223,11.094610992503254,299.07896913635244,34.79398001445098,34.74585216959094,34.89404653651158,34.67382995739386,0.01781998554901776,0.06594783040905838,-0.0822465365115832,0.13797004260613477
Pantheon,ASASSN-16lc,0.02096,34.6956,0.216494,21.33576752888868,283.4953077210414,34.80030288130767,34.75213995168336,34.90033017439342,34.68007440048471,-0.10470288130767358,-0.05653995168336223,-0.20473017439341845,0.015525599515285649
Pantheon,AT2016eoa,0.02106,34.6693,0.230687,18.791167230311352,280.08243601948567,34.81080148127451,34.76258009214912,34.910763408356786,34.6904423129313,-0.1415014812745099,-0.09328009214912214,-0.24146340835678615,-0.02114231293130331
Pantheon,ASASSN-16lg,0.02116,34.375,0.203089,24.24527964809473,244.5827788990899,34.821251097194185,34.77297126744661,34.921147677795865,34.7007612647719,-0.4462510971941853,-0.39797126744660716,-0.5461476777958651,-0.3257612647718986
Pantheon,2004bw,0.02116,34.8194,0.196425,25.918297846890866,300.1275583194473,34.821251097194185,34.77297126744661,34.921147677795865,34.7007612647719,-0.0018510971941836374,0.046428732553394525,-0.10174767779586347,0.11863873522810309
Pantheon,2008Z,0.02118,35.118,0.310686,10.35992550618321,344.3704475755437,34.82333518303523,34.77504366742833,34.92321869668317,34.70281922060967,0.29466481696476876,0.34295633257167424,0.1947813033168302,0.41518077939033304
Pantheon,2008Z,0.02118,35.2056,0.304103,10.813308438516675,358.5468200123197,34.82333518303523,34.77504366742833,34.92321869668317,34.70281922060967,0.38226481696476355,0.43055633257166903,0.282381303316825,0.5027807793903278
Pantheon,2007bc,0.02131,34.7561,0.180584,30.66489365162694,291.5049105387116,34.836834684123986,34.788467228832005,34.936633281600926,34.71614889952516,-0.08073468412398199,-0.03236722883200116,-0.18053328160092263,0.039951100474844736
Pantheon,2007bc,0.02131,34.7344,0.177177,31.855565003830126,288.60634516128977,34.836834684123986,34.788467228832005,34.936633281600926,34.71614889952516,-0.10243468412398471,-0.05406722883200388,-0.20223328160092535,0.01825110047484202
Pantheon,2007bc,0.02131,34.7419,0.187753,28.367837457757506,289.6048795786571,34.836834684123986,34.788467228832005,34.936633281600926,34.71614889952516,-0.09493468412398443,-0.04656722883200359,-0.19473328160092507,0.025751100474842303
Pantheon,SN2016ajf,0.02134,34.7627,0.339971,8.651994896739065,292.39226198629314,34.83993843557256,34.791553460266655,34.93971744169333,34.71921346686493,-0.0772384355725606,-0.02885346026665303,-0.1770174416933301,0.04348653313507356
Pantheon,2009dc,0.02137,34.3468,0.19901,25.24934989173243,241.42702069757516,34.84303789337576,34.79463539975397,34.94279730989634,34.722273742667845,-0.4962378933757563,-0.4478353997539699,-0.5959973098963403,-0.37547374266784317
Pantheon,2018fop,0.02151,34.5899,0.199177,25.207026995916692,270.0261815271804,34.857445610689595,34.80896138737582,34.95711363229073,34.736498638522974,-0.26754561068959504,-0.2190613873758167,-0.3672136322907278,-0.14659863852297406
Pantheon,ASASSN-15uv,0.02153,34.6114,0.393324,6.46396662873246,272.71302145356304,34.859496314929764,34.8110004189636,34.959151283234704,34.73852322915945,-0.2480963149297608,-0.19960041896359826,-0.3477512832347003,-0.1271232291594444
Pantheon,ASASSN-18da,0.0217,34.7709,0.195863,26.06724870544268,293.4984925921682,34.87685195646273,34.82825687340585,34.97639600324392,34.75565694287967,-0.10595195646273226,-0.05735687340585116,-0.2054960032439226,0.015243057120329695
Pantheon,2006et,0.02183,34.7583,0.283448,12.446670884398007,291.8003947355656,34.89003383553609,34.841362940290594,34.98949309799336,34.76866915810293,-0.13173383553608886,-0.08306294029059558,-0.23119309799336207,-0.010369158102932374
Pantheon,2006et,0.02183,34.7742,0.253646,15.543326300884463,293.94486314985085,34.89003383553609,34.841362940290594,34.98949309799336,34.76866915810293,-0.11583383553608684,-0.06716294029059355,-0.21529309799336005,0.005530841897069649
Pantheon,1999dg,0.02197,34.8589,0.246447,16.46466612101805,305.63696260759934,34.90414356388428,34.8553910603638,35.00351155698282,34.78259621577184,-0.0452435638842843,0.0035089396361982494,-0.14461155698282369,0.07630378422815909
Pantheon,2001cp,0.02198,34.9654,0.216973,21.24166778606344,321.00062282735337,34.90514801237698,34.85638968110722,35.00450948769707,34.78358761811396,0.06025198762301898,0.10901031889278556,-0.039109487697068346,0.18181238188604
Pantheon,1995ak,0.02203,34.6739,0.247785,16.287332991484202,280.6763854527925,34.910163517400434,34.86137605021029,35.009492406750766,34.78853789589421,-0.23626351740043106,-0.1874760502102859,-0.33559240675076296,-0.11463789589420514
Pantheon,2009na,0.02205,34.7477,0.199095,25.227794989787792,290.3794478126857,34.91216658287692,34.863367462637356,35.0114824392031,34.79051487211119,-0.16446658287691918,-0.11566746263735439,-0.26378243920309785,-0.04281487211118673
Pantheon,ASASSN-18iu,0.02207,34.8847,0.186029,28.896064428123463,309.28999749510155,34.914167860921715,34.86535708838625,35.013470685002986,34.79249006183229,-0.02946786092171294,0.01934291161375512,-0.1287706850029835,0.09220993816771283
Pantheon,ATLAS16dpb,0.02215,35.0481,0.288632,12.00358694680589,333.4616348603734,34.922155163380545,34.87329778919592,35.02140586627384,34.80037302035378,0.12594483661945333,0.17480221080408143,0.02669413372615992,0.2477269796462167
Pantheon,SNF20080514-002,0.02219,35.0136,0.216159,21.4019504835921,328.2055154607118,34.92613817375056,34.87725750326156,35.025362820724396,34.804303864369054,0.08746182624943799,0.13634249673843613,-0.011762820724399603,0.20929613563094307
Pantheon,2006dm,0.02228,34.8059,0.18018,30.802561605092404,298.2674594563108,34.93507417314515,34.88614109698763,35.034240205692655,34.81312250314757,-0.12917417314515234,-0.08024109698762771,-0.22834020569265334,-0.007222503147566783
Pantheon,2006dm,0.02228,34.8234,0.25811,15.010333391197667,300.6809232243121,34.93507417314515,34.88614109698763,35.034240205692655,34.81312250314757,-0.11167417314515404,-0.06274109698762942,-0.21084020569265505,0.010277496852431511
Pantheon,2008ia,0.02231,34.9245,0.169837,34.66852624971229,315.0111129279131,34.93804494710782,34.88909440578337,35.03719144501818,34.8160541611143,-0.013544947107817507,0.03540559421663403,-0.11269144501817863,0.10844583888570014
Pantheon,2004bg,0.02234,34.7727,0.199004,25.25087245794382,293.7418833466472,34.941011792490336,34.89204378769338,35.040138757515834,34.81898189260539,-0.16831179249033568,-0.11934378769338139,-0.26743875751583346,-0.04628189260539273
Pantheon,2004bg,0.02234,34.8704,0.204479,23.916772630790803,307.25989305229444,34.941011792490336,34.89204378769338,35.040138757515834,34.81898189260539,-0.07061179249033955,-0.021643787693385264,-0.16973875751583734,0.051418107394603396
Pantheon,2002cu,0.02236,34.7814,0.224663,19.812391092062565,294.92112036092533,34.942987512073444,34.894007865902786,35.04210145614914,34.820931537429985,-0.1615875120734458,-0.11260786590278826,-0.26070145614914253,-0.03953153742998694
Pantheon,2006cp,0.02239,34.7714,0.302654,10.917096866881154,293.5660808986471,34.945947833220394,34.89695072640104,35.04504224733146,34.823852748192735,-0.17454783322039447,-0.1255507264010376,-0.27364224733145903,-0.052452748192735044
Pantheon,2006cp,0.02239,34.8603,0.24312,16.91837417726623,305.8340775750411,34.945947833220394,34.89695072640104,35.04504224733146,34.823852748192735,-0.08564783322039204,-0.03665072640103517,-0.1847422473314566,0.03644725180726738
Pantheon,2000fa,0.0224,34.759,0.288719,11.99635392977171,291.8944752322022,34.94693373962666,34.89793081296755,35.04602164413885,34.824825618271866,-0.18793373962665783,-0.13893081296755128,-0.28702164413884645,-0.06582561827186595
Pantheon,2000fa,0.0224,34.7997,0.25527,15.346185490519542,297.4170591725424,34.94693373962666,34.89793081296755,35.04602164413885,34.824825618271866,-0.14723373962665676,-0.09823081296755021,-0.24632164413884539,-0.02512561827186488
Pantheon,ASASSN-16bn,0.02241,35.0392,0.214526,21.729019508209326,332.0977055257562,34.947919213023106,34.89891046671248,35.047000608131086,34.82579805557498,0.09128078697689546,0.1402895332875218,-0.00780060813108463,0.2134019444250228
Pantheon,ASASSN-17aj,0.02255,34.7306,0.243141,16.915451835787277,288.10173590648446,34.961670589849895,34.91258038818014,35.06066087373589,34.83936695164062,-0.23107058984989237,-0.1819803881801363,-0.33006087373588855,-0.108766951640618
Pantheon,AT2017cfb,0.02266,34.8438,0.220547,20.558796641474085,303.51899466813467,34.97241644023734,34.92326226380233,35.07133516349234,34.84996945642474,-0.12861644023733732,-0.07946226380232702,-0.22753516349234104,-0.006169456424736097
Pantheon,2006bq,0.0227,34.8693,0.2033,24.194978622526637,307.10428421803516,34.97631130189015,34.92713386754818,35.07520400893433,34.8538121994141,-0.10701130189014663,-0.05783386754817599,-0.2059040089343256,0.015487800585901823
Pantheon,2002ef,0.02273,34.6849,0.358325,7.788355754898088,282.1018115604312,34.97922801953811,34.930033143741085,35.078101216466806,34.856689830517865,-0.2943280195381135,-0.24513314374108575,-0.3932012164668066,-0.17178983051786645
Pantheon,2010cr,0.02295,35.2685,0.304874,10.758685748796106,369.08455780710364,35.0005022746195,34.951179546537986,35.09923245085386,34.87767751518483,0.2679977253805035,0.31732045346201687,0.1692675491461415,0.3908224848151747
Pantheon,ASASSN-15il,0.02295,34.8584,0.20127,24.68549878441322,305.5665951978615,35.0005022746195,34.951179546537986,35.09923245085386,34.87767751518483,-0.14210227461949643,-0.09277954653798304,-0.2408324508538584,-0.019277515184825234
