x_m_from_earth,x_earth_moon_units,distance_to_earth_m,distance_to_moon_m,A_total,grad_A_x,g_stam_x_m_s2,g_newton_x_m_s2,ratio_STAM_to_newton_x,abs_error_x_m_s2
8153720.560912183,0.02121155192745105,8153720.560912183,376246279.4390878,1.0881493866611766e-09,-1.3341802337184342e-16,-5.995506972113702,-5.995506972113701,1.0000000000000002,8.881784197001252e-16
8228961.4954991,0.021407287969560613,8228961.4954991,376171038.5045009,1.0782026767274282e-09,-1.3098936634399468e-16,-5.88636856805597,-5.88636856805597,1.0,0.0
8304202.430086017,0.021603024011670177,8304202.430086017,376095797.569914,1.0684362138952708e-09,-1.2862642494437292e-16,-5.780183277057887,-5.780183277057886,1.0000000000000002,8.881784197001252e-16
8379443.364672935,0.02179876005377975,8379443.364672935,376020556.63532704,1.0588451427257431e-09,-1.2632684949961488e-16,-5.676845510064271,-5.67684551006427,1.0000000000000002,8.881784197001252e-16
8454684.299259853,0.021994496095889316,8454684.299259853,375945315.70074016,1.0494247806202894e-09,-1.240883944214839e-16,-5.576254355372274,-5.576254355372274,1.0,0.0
8529925.233846769,0.022190232137998877,8529925.233846769,375870074.7661532,1.0401706101977894e-09,-1.2190891272261533e-16,-5.478313332181262,-5.478313332181261,1.0000000000000002,8.881784197001252e-16
8605166.168433687,0.022385968180108445,8605166.168433687,375794833.83156633,1.0310782720715048e-09,-1.1978635086645157e-16,-5.382930159160441,-5.382930159160441,1.0,0.0
8680407.103020605,0.022581704222218016,8680407.103020605,375719592.8969794,1.0221435580016796e-09,-1.1771874392829555e-16,-5.290016536997447,-5.290016536997446,1.0000000000000002,8.881784197001252e-16
8755648.03760752,0.022777440264327577,8755648.03760752,375644351.96239245,1.0133624044011942e-09,-1.157042110461849e-16,-5.199487943970819,-5.199487943970819,1.0,0.0
8830888.972194439,0.022973176306437144,8830888.972194439,375569111.02780557,1.0047308861732186e-09,-1.1374095114191842e-16,-5.111263443662526,-5.1112634436625255,1.0000000000000002,8.881784197001252e-16
8906129.906781357,0.023168912348546712,8906129.906781357,375493870.0932186,9.962452108612318e-10,-1.1182723889405393e-16,-5.025265503993512,-5.025265503993513,0.9999999999999998,8.881784197001252e-16
8981370.841368273,0.023364648390656276,8981370.841368273,375418629.15863174,9.879017130930877e-10,-1.099614209460619e-16,-4.941419826826615,-4.941419826826614,1.0000000000000002,8.881784197001252e-16
9056611.77595519,0.023560384432765844,9056611.77595519,375343388.2240448,9.79696849302027e-10,-1.0814191233407008e-16,-4.85965518743742,-4.859655187437419,1.0000000000000002,8.881784197001252e-16
9131852.710542109,0.023756120474875412,9131852.710542109,375268147.2894579,9.716271927086658e-10,-1.0636719311978742e-16,-4.779903283205407,-4.779903283205407,1.0,0.0
9207093.645129025,0.023951856516984976,9207093.645129025,375192906.354871,9.636894285490263e-10,-1.0463580521524586e-16,-4.702098590924956,-4.702098590924956,1.0,0.0
9282334.579715943,0.024147592559094544,9282334.579715943,375117665.42028403,9.558803495346535e-10,-1.0294634938697387e-16,-4.626178232179629,-4.626178232179628,1.0000000000000002,8.881784197001252e-16
9357575.514302861,0.02434332860120411,9357575.514302861,375042424.48569715,9.481968515317537e-10,-1.0129748242810596e-16,-4.552081846263101,-4.552081846263101,1.0,0.0
9432816.448889777,0.024539064643313676,9432816.448889777,374967183.5511102,9.406359294471243e-10,-9.968791448775517e-17,-4.479751470167149,-4.479751470167148,1.0000000000000002,8.881784197001252e-16
