x_m_from_earth,x_earth_moon_units,distance_to_earth_m,distance_to_moon_m,A_total,grad_A_x,g_stam_x_m_s2,g_newton_x_m_s2,ratio_STAM_to_newton_x,abs_error_x_m_s2
62552916.26725345,0.16272871037266767,62552916.26725345,321847083.73274654,1.4214040043643428e-10,-2.2658533995784104e-18,-0.10182237385647601,-0.10182237385647601,1.0,0.0
62628157.20184037,0.16292444641477724,62628157.20184037,321771842.7981596,1.4197012044183252e-10,-2.2604092957375013e-18,-0.1015777280304461,-0.10157772803044608,1.0000000000000002,1.3877787807814457e-17
62703398.13642728,0.16312018245688678,62703398.13642728,321696601.8635727,1.418002493293395e-10,-2.2549847759741444e-18,-0.10133396226897223,-0.10133396226897222,1.0000000000000002,1.3877787807814457e-17
62778639.0710142,0.16331591849899638,62778639.0710142,321621360.9289858,1.4163078562896445e-10,-2.2495797464556593e-18,-0.10109107235542404,-0.10109107235542401,1.0000000000000002,2.7755575615628914e-17
62853880.00560112,0.16351165454110594,62853880.00560112,321546119.9943989,1.4146172787775556e-10,-2.244194113910653e-18,-0.10084905409839415,-0.1008490540983941,1.0000000000000004,4.163336342344337e-17
62929120.940188035,0.16370739058321548,62929120.940188035,321470879.05981195,1.4129307461975788e-10,-2.2388277856249934e-18,-0.10060790333151723,-0.10060790333151721,1.0000000000000002,1.3877787807814457e-17
63004361.874774955,0.16390312662532505,63004361.874774955,321395638.12522507,1.4112482440597142e-10,-2.2334806694378195e-18,-0.10036761591329073,-0.10036761591329071,1.0000000000000002,1.3877787807814457e-17
63079602.809361875,0.16409886266743465,63079602.809361875,321320397.1906381,1.4095697579430992e-10,-2.228152673737585e-18,-0.10012818772689706,-0.10012818772689708,0.9999999999999999,1.3877787807814457e-17
63154843.74394879,0.1642945987095442,63154843.74394879,321245156.2560512,1.407895273495594e-10,-2.222843707458135e-18,-0.09988961468002733,-0.0998896146800273,1.0000000000000002,2.7755575615628914e-17
63230084.67853571,0.16449033475165376,63230084.67853571,321169915.3214643,1.4062247764333737e-10,-2.2175536800748084e-18,-0.0996518927047061,-0.09965189270470609,1.0000000000000002,1.3877787807814457e-17
63305325.61312263,0.16468607079376335,63305325.61312263,321094674.38687736,1.4045582525405233e-10,-2.2122825016005855e-18,-0.0994150177571184,-0.09941501775711839,1.0000000000000002,1.3877787807814457e-17
63380566.54770954,0.1648818068358729,63380566.54770954,321019433.4522905,1.402895687668634e-10,-2.20703008258226e-18,-0.09917898581743761,-0.0991789858174376,1.0000000000000002,1.3877787807814457e-17
63455807.48229646,0.16507754287798246,63455807.48229646,320944192.51770353,1.4012370677364017e-10,-2.2017963340966385e-18,-0.0989437928896547,-0.09894379288965469,1.0000000000000002,1.3877787807814457e-17
63531048.41688338,0.16527327892009203,63531048.41688338,320868951.58311665,1.3995823787292312e-10,-2.1965811677467806e-18,-0.09870943500140926,-0.09870943500140927,0.9999999999999999,1.3877787807814457e-17
63606289.35147029,0.1654690149622016,63606289.35147029,320793710.6485297,1.3979316066988418e-10,-2.1913844956582683e-18,-0.09847590820382189,-0.09847590820382188,1.0000000000000002,1.3877787807814457e-17
63681530.28605721,0.16566475100431116,63681530.28605721,320718469.71394277,1.396284737762874e-10,-2.1862062304754954e-18,-0.0982432085713274,-0.09824320857132739,1.0000000000000002,1.3877787807814457e-17
63756771.22064413,0.16586048704642073,63756771.22064413,320643228.7793559,1.394641758104502e-10,-2.181046285358006e-18,-0.09801133220151034,-0.09801133220151033,1.0000000000000002,1.3877787807814457e-17
63832012.15523104,0.1660562230885303,63832012.15523104,320567987.84476894,1.3930026539720473e-10,-2.1759045739768476e-18,-0.09778027521494102,-0.09778027521494102,1.0,0.0
63907253.08981796,0.16625195913063986,63907253.08981796,320492746.91018206,1.3913674116785932e-10,-2.17078101051096e-18,-0.09755003375501337,-0.09755003375501338,0.9999999999999999,1.3877787807814457e-17
63982494.02440488,0.16644769517274943,63982494.02440488,320417505.9755951,1.3897360176016078e-10,-2.165675509643597e-18,-0.09732060398778397,-0.09732060398778397,1.0,0.0
64057734.958991796,0.166643431214859,64057734.958991796,320342265.04100823,1.3881084581825619e-10,-2.1605879865587704e-18,-0.09709198210181243,-0.09709198210181243,1.0,0.0
64132975.893578716,0.16683916725696857,64132975.893578716,320267024.1064213,1.3864847199265565e-10,-2.1555183569377302e-18,-0.09686416430800306,-0.09686416430800306,1.0,0.0
64208216.828165635,0.16703490329907814,64208216.828165635,320191783.17183435,1.3848647894019484e-10,-2.15046653695547e-18,-0.09663714683944792,-0.09663714683944792,1.0,0.0
64283457.76275255,0.16723063934118768,64283457.76275255,320116542.23724747,1.38324865323998e-10,-2.1454324432772594e-18,-0.09641092595127103,-0.09641092595127103,1.0,0.0
64358698.69733947,0.16742637538329727,64358698.69733947,320041301.3026605,1.3816362981344128e-10,-2.1404159930552103e-18,-0.09618549792047393,-0.09618549792047393,1.0,0.0
64433939.63192639,0.16762211142540684,64433939.63192639,319966060.3680736,1.3800277108411622e-10,-2.135417103924865e-18,-0.09596085904578247,-0.09596085904578246,1.0000000000000002,1.3877787807814457e-17
64509180.56651331,0.1678178474675164,64509180.56651331,319890819.4334867,1.3784228781779335e-10,-2.1304356940018163e-18,-0.09573700564749492,-0.09573700564749493,0.9999999999999999,1.3877787807814457e-17
64584421.50110022,0.16801358350962597,64584421.50110022,319815578.49889976,1.3768217870238634e-10,-2.1254716818783563e-18,-0.09551393406733132,-0.09551393406733132,1.0,0.0
64659662.43568714,0.16820931955173554,64659662.43568714,319740337.5643129,1.3752244243191624e-10,-2.1205249866201434e-18,-0.09529164066828373,-0.09529164066828372,1.0000000000000002,1.3877787807814457e-17
64734903.37027406,0.1684050555938451,64734903.37027406,319665096.62972593,1.3736307770647598e-10,-2.1155955277629107e-18,-0.09507012183446834,-0.09507012183446831,1.0000000000000002,2.7755575615628914e-17
64810144.30486097,0.16860079163595465,64810144.30486097,319589855.69513905,1.3720408323219512e-10,-2.1106832253091886e-18,-0.09484937397097812,-0.09484937397097813,0.9999999999999999,1.3877787807814457e-17
64885385.23944789,0.16879652767806425,64885385.23944789,319514614.7605521,1.3704545772120478e-10,-2.1057879997250616e-18,-0.09462939350373717,-0.09462939350373717,1.0,0.0
64960626.17403481,0.1689922637201738,64960626.17403481,319439373.82596517,1.36887199891603e-10,-2.1009097719369468e-18,-0.09441017687935586,-0.09441017687935585,1.0000000000000002,1.3877787807814457e-17
65035867.108621724,0.16918799976228335,65035867.108621724,319364132.8913783,1.3672930846742024e-10,-2.0960484633284004e-18,-0.09419172056498741,-0.09419172056498741,1.0,0.0
65111108.043208644,0.16938373580439292,65111108.043208644,319288891.95679134,1.3657178217858486e-10,-2.091203995736952e-18,-0.09397402104818556,-0.09397402104818556,1.0,0.0
65186348.97779556,0.16957947184650252,65186348.97779556,319213651.02220446,1.3641461976088938e-10,-2.0863762914509597e-18,-0.0937570748367633,-0.09375707483676328,1.0000000000000002,1.3877787807814457e-17
65261589.912382476,0.16977520788861206,65261589.912382476,319138410.0876175,1.3625781995595657e-10,-2.0815652732064973e-18,-0.0935408784586529,-0.09354087845865289,1.0000000000000002,1.3877787807814457e-17
65336830.846969396,0.16997094393072162,65336830.846969396,319063169.15303063,1.3610138151120583e-10,-2.076770864184256e-18,-0.09332542846176681,-0.09332542846176681,1.0,0.0
65412071.781556316,0.17016667997283122,65412071.781556316,318987928.2184437,1.3594530317981985e-10,-2.0719929880064845e-18,-0.09311072141386004,-0.09311072141386001,1.0000000000000002,2.7755575615628914e-17
65487312.71614323,0.17036241601494076,65487312.71614323,318912687.28385675,1.357895837207116e-10,-2.0672315687339434e-18,-0.09289675390239335,-0.09289675390239337,0.9999999999999999,1.3877787807814457e-17
65562553.65073015,0.17055815205705033,65562553.65073015,318837446.34926987,1.356342218984913e-10,-2.062486530862888e-18,-0.09268352253439768,-0.09268352253439767,1.0000000000000002,1.3877787807814457e-17
65637794.58531707,0.1707538880991599,65637794.58531707,318762205.4146829,1.35479216483434e-10,-2.0577577993220734e-18,-0.09247102393633953,-0.0924710239363395,1.0000000000000002,2.7755575615628914e-17
65713035.51990398,0.17094962414126946,65713035.51990398,318686964.48009604,1.3532456625144684e-10,-2.0530452994697875e-18,-0.09225925475398761,-0.0922592547539876,1.0000000000000002,1.3877787807814457e-17
65788276.4544909,0.17114536018337903,65788276.4544909,318611723.5455091,1.3517026998403712e-10,-2.0483489570909038e-18,-0.09204821165228046,-0.09204821165228046,1.0,0.0
65863517.38907782,0.1713410962254886,65863517.38907782,318536482.61092216,1.3501632646828013e-10,-2.0436686983939595e-18,-0.09183789131519512,-0.0918378913151951,1.0000000000000002,2.7755575615628914e-17
65938758.32366473,0.17153683226759817,65938758.32366473,318461241.6763353,1.348627344967875e-10,-2.0390044500082553e-18,-0.0916282904456168,-0.0916282904456168,1.0,0.0
66013999.25825165,0.17173256830970773,66013999.25825165,318386000.74174833,1.3470949286767556e-10,-2.034356138980982e-18,-0.09141940576520972,-0.09141940576520971,1.0000000000000002,1.3877787807814457e-17
66089240.19283857,0.1719283043518173,66089240.19283857,318310759.80716145,1.3455660038453406e-10,-2.0297236927743644e-18,-0.09121123401428886,-0.09121123401428886,1.0,0.0
66164481.127425484,0.17212404039392687,66164481.127425484,318235518.8725745,1.344040558563951e-10,-2.0251070392628358e-18,-0.09100377195169287,-0.09100377195169286,1.0000000000000002,1.3877787807814457e-17
66239722.062012404,0.17231977643603644,66239722.062012404,318160277.93798757,1.34251858097702e-10,-2.0205061067302238e-18,-0.09079701635465769,-0.09079701635465767,1.0000000000000002,1.3877787807814457e-17
66314962.996599324,0.172515512478146,66314962.996599324,318085037.0034007,1.3410000592827892e-10,-2.0159208238669704e-18,-0.09059096401869157,-0.09059096401869159,0.9999999999999999,1.3877787807814457e-17
66390203.93118624,0.17271124852025554,66390203.93118624,318009796.06881374,1.3394849817330014e-10,-2.0113511197673686e-18,-0.09038561175745098,-0.09038561175745097,1.0000000000000002,1.3877787807814457e-17
66465444.86577316,0.17290698456236514,66465444.86577316,317934555.13422686,1.337973336632598e-10,-2.006796923926815e-18,-0.09018095640261702,-0.090180956402617,1.0000000000000002,1.3877787807814457e-17
66540685.800360076,0.1731027206044747,66540685.800360076,317859314.1996399,1.3364651123394196e-10,-2.002258166239095e-18,-0.08997699480377352,-0.08997699480377354,0.9999999999999999,1.3877787807814457e-17
66615926.73494699,0.17329845664658425,66615926.73494699,317784073.26505303,1.334960297263906e-10,-1.9977347769936883e-18,-0.08977372382828594,-0.08977372382828591,1.0000000000000002,2.7755575615628914e-17
66691167.66953391,0.17349419268869384,66691167.66953391,317708832.3304661,1.333458879868799e-10,-1.9932266868730793e-18,-0.08957114036118045,-0.08957114036118044,1.0000000000000002,1.3877787807814457e-17
66766408.60412083,0.1736899287308034,66766408.60412083,317633591.39587915,1.3319608486688498e-10,-1.988733826950116e-18,-0.08936924130502533,-0.08936924130502533,1.0,0.0
66841649.53870774,0.17388566477291295,66841649.53870774,317558350.46129227,1.3304661922305242e-10,-1.984256128685364e-18,-0.089168023579812,-0.08916802357981198,1.0000000000000002,2.7755575615628914e-17
66916890.47329466,0.17408140081502252,66916890.47329466,317483109.5267053,1.3289748991717132e-10,-1.9797935239244974e-18,-0.08896748412283778,-0.0889674841228378,0.9999999999999999,1.3877787807814457e-17
66992131.40788158,0.17427713685713211,66992131.40788158,317407868.59211844,1.3274869581614428e-10,-1.975345944895705e-18,-0.08876761988858936,-0.08876761988858936,1.0,0.0
67067372.34246849,0.17447287289924165,67067372.34246849,317332627.6575315,1.3260023579195893e-10,-1.970913324207116e-18,-0.08856842784862709,-0.08856842784862706,1.0000000000000002,2.7755575615628914e-17
67142613.27705541,0.17466860894135122,67142613.27705541,317257386.7229446,1.3245210872165922e-10,-1.966495594844244e-18,-0.08836990499147016,-0.08836990499147014,1.0000000000000002,1.3877787807814457e-17
67217854.21164232,0.1748643449834608,67217854.21164232,317182145.7883577,1.3230431348731722e-10,-1.9620926901674613e-18,-0.088172048322483,-0.08817204832248299,1.0000000000000002,1.3877787807814457e-17
67293095.14622924,0.17506008102557033,67293095.14622924,317106904.85377073,1.321568489760051e-10,-1.9577045439094772e-18,-0.08797485486376211,-0.0879748548637621,1.0000000000000002,1.3877787807814457e-17
67368336.08081616,0.17525581706767993,67368336.08081616,317031663.91918385,1.320097140797669e-10,-1.953331090172848e-18,-0.08777832165402404,-0.08777832165402404,1.0,0.0
67443577.01540309,0.17545155310978952,67443577.01540309,316956422.9845969,1.3186290769559128e-10,-1.9489722634275052e-18,-0.08758244574849437,-0.08758244574849436,1.0000000000000002,1.3877787807814457e-17
67518817.94999,0.17564728915189906,67518817.94999,316881182.05000997,1.3171642872538354e-10,-1.9446279985082978e-18,-0.08738722421879726,-0.08738722421879726,1.0,0.0
67594058.88457692,0.17584302519400863,67594058.88457692,316805941.1154231,1.3157027607593843e-10,-1.9402982306125554e-18,-0.08719265415284591,-0.08719265415284591,1.0,0.0
67669299.81916383,0.17603876123611817,67669299.81916383,316730700.1808362,1.3142444865891298e-10,-1.935982895297672e-18,-0.08699873265473404,-0.08699873265473404,1.0,0.0
67744540.75375074,0.17623449727822774,67744540.75375074,316655459.24624926,1.3127894539079943e-10,-1.93168192847871e-18,-0.08680545684462818,-0.08680545684462816,1.0000000000000002,1.3877787807814457e-17
67819781.68833767,0.17643023332033733,67819781.68833767,316580218.3116623,1.3113376519289848e-10,-1.9273952664260168e-18,-0.08661282385866055,-0.08661282385866054,1.0000000000000002,1.3877787807814457e-17
67895022.6229246,0.17662596936244693,67895022.6229246,316504977.37707543,1.309889069912926e-10,-1.9231228457628704e-18,-0.0864208308488233,-0.08642083084882328,1.0000000000000002,1.3877787807814457e-17
67970263.55751151,0.17682170540455647,67970263.55751151,316429736.4424885,1.308443697168197e-10,-1.9188646034631297e-18,-0.08622947498286289,-0.08622947498286287,1.0000000000000002,1.3877787807814457e-17
68045504.49209842,0.17701744144666604,68045504.49209842,316354495.50790155,1.3070015230504649e-10,-1.9146204768489117e-18,-0.08603875344417573,-0.08603875344417572,1.0000000000000002,1.3877787807814457e-17
68120745.42668533,0.17721317748877558,68120745.42668533,316279254.57331467,1.3055625369624277e-10,-1.9103904035882874e-18,-0.08584866343170462,-0.08584866343170461,1.0000000000000002,1.3877787807814457e-17
68195986.36127225,0.17740891353088514,68195986.36127225,316204013.6387278,1.3041267283535526e-10,-1.9061743216929896e-18,-0.08565920215983575,-0.08565920215983573,1.0000000000000002,1.3877787807814457e-17
68271227.29585917,0.17760464957299474,68271227.29585917,316128772.70414084,1.3026940867198183e-10,-1.901972169516143e-18,-0.08547036685829669,-0.08547036685829668,1.0000000000000002,1.3877787807814457e-17
68346468.2304461,0.1778003856151043,68346468.2304461,316053531.7695539,1.3012646016034606e-10,-1.897783885750013e-18,-0.08528215477205525,-0.08528215477205527,0.9999999999999999,1.3877787807814457e-17
68421709.16503301,0.17799612165721387,68421709.16503301,315978290.834967,1.2998382625927157e-10,-1.893609409423766e-18,-0.08509456316121881,-0.08509456316121881,1.0,0.0
68496950.09961993,0.1781918576993234,68496950.09961993,315903049.9003801,1.2984150593215696e-10,-1.8894486799012493e-18,-0.08490758930093457,-0.08490758930093457,1.0,0.0
68572191.03420684,0.17838759374143298,68572191.03420684,315827808.96579313,1.296994981469506e-10,-1.885301636878793e-18,-0.08472123048129072,-0.08472123048129072,1.0,0.0
68647431.96879375,0.17858332978354252,68647431.96879375,315752568.03120625,1.2955780187612572e-10,-1.8811682203830213e-18,-0.08453548400721816,-0.08453548400721816,1.0,0.0
68722672.90338068,0.17877906582565212,68722672.90338068,315677327.0966193,1.2941641609665562e-10,-1.877048370768684e-18,-0.08435034719839304,-0.08435034719839303,1.0000000000000002,1.3877787807814457e-17
68797913.8379676,0.1789748018677617,68797913.8379676,315602086.16203237,1.2927533978998912e-10,-1.872942028716508e-18,-0.08416581738914015,-0.08416581738914015,1.0,0.0
68873154.77255452,0.17917053790987128,68873154.77255452,315526845.2274455,1.2913457194202612e-10,-1.86884913523106e-18,-0.08398189192833691,-0.08398189192833688,1.0000000000000002,2.7755575615628914e-17
68948395.70714143,0.17936627395198082,68948395.70714143,315451604.2928586,1.2899411154309322e-10,-1.8647696316386226e-18,-0.083798568179318,-0.08379856817931797,1.0000000000000002,2.7755575615628914e-17
69023636.64172834,0.1795620099940904,69023636.64172834,315376363.35827166,1.2885395758791968e-10,-1.8607034595850988e-18,-0.08361584351978102,-0.083615843519781,1.0000000000000002,1.3877787807814457e-17
69098877.57631525,0.17975774603619993,69098877.57631525,315301122.4236847,1.2871410907561336e-10,-1.8566505610339208e-18,-0.08343371534169271,-0.08343371534169272,0.9999999999999999,1.3877787807814457e-17
69174118.51090218,0.17995348207830952,69174118.51090218,315225881.48909783,1.2857456500963698e-10,-1.8526108782639786e-18,-0.08325218105119574,-0.08325218105119574,1.0,0.0
69249359.44548911,0.18014921812041912,69249359.44548911,315150640.5545109,1.2843532439778453e-10,-1.848584353867567e-18,-0.08307123806851648,-0.08307123806851648,1.0,0.0
69324600.38007602,0.18034495416252866,69324600.38007602,315075399.61992395,1.2829638625215762e-10,-1.844570930748344e-18,-0.0828908838278733,-0.08289088382787331,0.9999999999999998,1.3877787807814457e-17
69399841.31466293,0.18054069020463823,69399841.31466293,315000158.68533707,1.2815774958914221e-10,-1.840570552119307e-18,-0.08271111577738553,-0.08271111577738553,1.0,0.0
69475082.24924985,0.18073642624674777,69475082.24924985,314924917.7507502,1.280194134293853e-10,-1.8365831615007823e-18,-0.08253193137898326,-0.08253193137898325,1.0000000000000002,1.3877787807814457e-17
69550323.18383676,0.18093216228885733,69550323.18383676,314849676.81616324,1.2788137679777217e-10,-1.832608702718434e-18,-0.08235332810831768,-0.08235332810831769,0.9999999999999998,1.3877787807814457e-17
69625564.11842369,0.18112789833096693,69625564.11842369,314774435.8815763,1.2774363872340303e-10,-1.8286471199012834e-18,-0.08217530345467224,-0.08217530345467222,1.0000000000000002,1.3877787807814457e-17
69700805.05301061,0.18132363437307653,69700805.05301061,314699194.9469894,1.2760619823957076e-10,-1.824698357479746e-18,-0.08199785492087434,-0.08199785492087433,1.0000000000000002,1.3877787807814457e-17
69776045.98759753,0.18151937041518607,69776045.98759753,314623954.0124025,1.27469054383738e-10,-1.8207623601836842e-18,-0.08182098002320785,-0.08182098002320784,1.0000000000000002,1.3877787807814457e-17
69851286.92218444,0.18171510645729563,69851286.92218444,314548713.07781553,1.2733220619751463e-10,-1.816839073040468e-18,-0.08164467629132599,-0.081644676291326,0.9999999999999998,1.3877787807814457e-17
69926527.85677135,0.18191084249940517,69926527.85677135,314473472.14322865,1.2719565272663576e-10,-1.812928441373061e-18,-0.08146894126816528,-0.08146894126816527,1.0000000000000002,1.3877787807814457e-17
70001768.79135826,0.18210657854151474,70001768.79135826,314398231.20864177,1.2705939302093933e-10,-1.809030410798111e-18,-0.08129377250985974,-0.08129377250985974,1.0,0.0
70077009.72594519,0.18230231458362434,70077009.72594519,314322990.2740548,1.269234261343441e-10,-1.805144927224061e-18,-0.08111916758565603,-0.08111916758565602,1.0000000000000002,1.3877787807814457e-17
70152250.66053212,0.1824980506257339,70152250.66053212,314247749.3394679,1.267877511248279e-10,-1.801271936849273e-18,-0.0809451240778291,-0.08094512407782908,1.0000000000000002,1.3877787807814457e-17
70227491.59511903,0.18269378666784347,70227491.59511903,314172508.404881,1.2665236705440568e-10,-1.797411386160165e-18,-0.0807716395815985,-0.08077163958159851,0.9999999999999998,1.3877787807814457e-17
70302732.52970594,0.182889522709953,70302732.52970594,314097267.47029406,1.2651727298910817e-10,-1.793563221929361e-18,-0.08059871170504526,-0.08059871170504525,1.0000000000000002,1.3877787807814457e-17
70377973.46429285,0.18308525875206258,70377973.46429285,314022026.5357071,1.2638246799896017e-10,-1.789727391213855e-18,-0.08042633806902932,-0.08042633806902932,1.0,0.0
70453214.39887977,0.18328099479417212,70453214.39887977,313946785.60112023,1.262479511579593e-10,-1.785903841353194e-18,-0.08025451630710795,-0.08025451630710793,1.0000000000000002,1.3877787807814457e-17
70528455.3334667,0.18347673083628172,70528455.3334667,313871544.6665333,1.2611372154405485e-10,-1.7820925199676662e-18,-0.08008324406545428,-0.08008324406545426,1.0000000000000002,1.3877787807814457e-17
70603696.26805362,0.1836724668783913,70603696.26805362,313796303.73194635,1.2597977823912678e-10,-1.7782933749565105e-18,-0.07991251900277686,-0.07991251900277686,1.0,0.0
70678937.20264053,0.18386820292050088,70678937.20264053,313721062.79735947,1.2584612032896466e-10,-1.7745063544961337e-18,-0.07974233879023956,-0.07974233879023955,1.0000000000000002,1.3877787807814457e-17
70754178.13722745,0.18406393896261042,70754178.13722745,313645821.8627726,1.2571274690324695e-10,-1.7707314070383404e-18,-0.07957270111138201,-0.07957270111138202,0.9999999999999998,1.3877787807814457e-17
70829419.07181436,0.18425967500471999,70829419.07181436,313570580.92818564,1.255796570555203e-10,-1.7669684813085855e-18,-0.07940360366204105,-0.07940360366204102,1.0000000000000004,2.7755575615628914e-17
70904660.00640127,0.18445541104682953,70904660.00640127,313495339.9935987,1.2544684988317909e-10,-1.7632175263042244e-18,-0.07923504415027213,-0.07923504415027213,1.0,0.0
70979900.9409882,0.18465114708893912,70979900.9409882,313420099.0590118,1.2531432448744504e-10,-1.759478491292791e-18,-0.07906702029627193,-0.07906702029627193,1.0,0.0
71055141.87557513,0.18484688313104872,71055141.87557513,313344858.1244249,1.251820799733469e-10,-1.75575132581028e-18,-0.07889952983230114,-0.07889952983230114,1.0,0.0
71130382.81016204,0.18504261917315826,71130382.81016204,313269617.18983793,1.2505011544970035e-10,-1.7520359796594447e-18,-0.07873257050260798,-0.07873257050260797,1.0000000000000002,1.3877787807814457e-17
71205623.74474895,0.18523835521526782,71205623.74474895,313194376.25525105,1.2491843002908797e-10,-1.7483324029081034e-18,-0.07856614006335212,-0.07856614006335211,1.0000000000000002,1.3877787807814457e-17
71280864.67933586,0.18543409125737736,71280864.67933586,313119135.32066417,1.2478702282783932e-10,-1.7446405458874655e-18,-0.0784002362825294,-0.0784002362825294,1.0,0.0
71356105.61392277,0.18562982729948693,71356105.61392277,313043894.3860772,1.2465589296601126e-10,-1.7409603591904637e-18,-0.07823485693989697,-0.07823485693989697,1.0,0.0
71431346.5485097,0.18582556334159653,71431346.5485097,312968653.4514903,1.2452503956736827e-10,-1.7372917936701004e-18,-0.07806999982689887,-0.07806999982689888,0.9999999999999998,1.3877787807814457e-17
71506587.48309663,0.18602129938370612,71506587.48309663,312893412.5169034,1.24394461759363e-10,-1.7336348004378108e-18,-0.0779056627465926,-0.07790566274659258,1.0000000000000002,1.3877787807814457e-17
71581828.41768354,0.18621703542581566,71581828.41768354,312818171.58231646,1.2426415867311688e-10,-1.7299893308618291e-18,-0.07774184351357553,-0.07774184351357553,1.0,0.0
71657069.35227045,0.18641277146792523,71657069.35227045,312742930.6477295,1.2413412944340075e-10,-1.7263553365655723e-18,-0.07757853995391249,-0.07757853995391248,1.0000000000000002,1.3877787807814457e-17
71732310.28685737,0.18660850751003477,71732310.28685737,312667689.71314263,1.2400437320861585e-10,-1.722732769426037e-18,-0.07741574990506353,-0.07741574990506353,1.0,0.0
71807551.22144428,0.18680424355214434,71807551.22144428,312592448.77855575,1.238748891107747e-10,-1.7191215815722043e-18,-0.07725347121581236,-0.07725347121581234,1.0000000000000002,1.3877787807814457e-17
71882792.1560312,0.1869999795942539,71882792.1560312,312517207.8439688,1.2374567629548228e-10,-1.7155217253834585e-18,-0.0770917017461952,-0.0770917017461952,1.0,0.0
71958033.09061813,0.1871957156363635,71958033.09061813,312441966.90938187,1.2361673391191726e-10,-1.711933153488019e-18,-0.07693043936743042,-0.07693043936743042,1.0,0.0
72033274.02520505,0.18739145167847307,72033274.02520505,312366725.974795,1.2348806111281326e-10,-1.7083558187613787e-18,-0.07676968196184826,-0.07676968196184826,1.0,0.0
72108514.95979196,0.1875871877205826,72108514.95979196,312291485.04020804,1.233596570544403e-10,-1.7047896743247573e-18,-0.07660942742282141,-0.07660942742282141,1.0,0.0
72183755.89437887,0.18778292376269218,72183755.89437887,312216244.1056211,1.232315208965865e-10,-1.701234673543566e-18,-0.07644967365469596,-0.07644967365469596,1.0,0.0
72258996.8289658,0.18797865980480177,72258996.8289658,312141003.1710342,1.2310365180253948e-10,-1.6976907700258828e-18,-0.0762904185727229,-0.07629041857272288,1.0000000000000002,1.3877787807814457e-17
72334237.76355271,0.1881743958469113,72334237.76355271,312065762.2364473,1.2297604893906867e-10,-1.6941579176209388e-18,-0.07613166010299008,-0.07613166010299008,1.0,0.0
72409478.69813964,0.1883701318890209,72409478.69813964,311990521.30186033,1.2284871147640656e-10,-1.6906360704176142e-18,-0.07597339618235469,-0.07597339618235469,1.0,0.0
72484719.63272655,0.18856586793113048,72484719.63272655,311915280.36727345,1.2272163858823131e-10,-1.6871251827429492e-18,-0.07581562475837626,-0.07581562475837625,1.0000000000000002,1.3877787807814457e-17
72559960.56731346,0.18876160397324002,72559960.56731346,311840039.43268657,1.2259482945164853e-10,-1.6836252091606594e-18,-0.07565834378925002,-0.07565834378925,1.0000000000000002,1.3877787807814457e-17
72635201.50190037,0.18895734001534958,72635201.50190037,311764798.4980996,1.2246828324717365e-10,-1.6801361044696676e-18,-0.07550155124374083,-0.07550155124374083,1.0,0.0
72710442.4364873,0.18915307605745915,72710442.4364873,311689557.5635127,1.223419991587143e-10,-1.676657823702645e-18,-0.07534524510111772,-0.0753452451011177,1.0000000000000002,1.3877787807814457e-17
72785683.37107421,0.18934881209956872,72785683.37107421,311614316.6289258,1.2221597637355272e-10,-1.673190322124561e-18,-0.07518942335108866,-0.07518942335108864,1.0000000000000004,2.7755575615628914e-17
72860924.30566114,0.18954454814167832,72860924.30566114,311539075.69433886,1.2209021408232835e-10,-1.6697335552312434e-18,-0.0750340839937359,-0.0750340839937359,1.0,0.0
72936165.24024805,0.18974028418378786,72936165.24024805,311463834.7597519,1.219647114790206e-10,-1.6662874787479544e-18,-0.07487922503945195,-0.07487922503945195,1.0,0.0
73011406.17483497,0.18993602022589742,73011406.17483497,311388593.82516503,1.218394677609315e-10,-1.6628520486279677e-18,-0.07472484450887562,-0.0747248445088756,1.0000000000000002,1.3877787807814457e-17
73086647.10942188,0.19013175626800696,73086647.10942188,311313352.89057815,1.2171448212866867e-10,-1.6594272210511625e-18,-0.0745709404328289,-0.0745709404328289,1.0,0.0
73161888.0440088,0.19032749231011656,73161888.0440088,311238111.9559912,1.2158975378612826e-10,-1.6560129524226276e-18,-0.07441751085225418,-0.07441751085225418,1.0,0.0
73237128.97859572,0.19052322835222613,73237128.97859572,311162871.02140427,1.2146528194047825e-10,-1.6526091993712745e-18,-0.07426455381815195,-0.07426455381815193,1.0000000000000002,1.3877787807814457e-17
73312369.91318265,0.1907189643943357,73312369.91318265,311087630.0868174,1.213410658021414e-10,-1.6492159187484534e-18,-0.07411206739151856,-0.07411206739151854,1.0000000000000002,1.3877787807814457e-17
73387610.84776956,0.19091470043644526,73387610.84776956,311012389.15223044,1.212171045847788e-10,-1.6458330676265956e-18,-0.07396004964328529,-0.07396004964328529,1.0,0.0
73462851.78235647,0.1911104364785548,73462851.78235647,310937148.2176435,1.2109339750527305e-10,-1.6424606032978467e-18,-0.07380849865425687,-0.07380849865425686,1.0000000000000002,1.3877787807814457e-17
73538092.71694338,0.19130617252066437,73538092.71694338,310861907.2830566,1.2096994378371198e-10,-1.6390984832727225e-18,-0.07365741251505112,-0.07365741251505112,1.0,0.0
73613333.65153031,0.19150190856277396,73613333.65153031,310786666.3484697,1.2084674264337218e-10,-1.6357466652787704e-18,-0.07350678932603874,-0.07350678932603873,1.0000000000000002,1.3877787807814457e-17
