body,r_m,r_body_radii,A_Rs_over_r,abs_grad_A_analytic,dA_dr_numeric,abs_grad_A_numeric,g_newton_m_s2,g_from_A_gradient_analytic_m_s2,g_from_A_gradient_numeric_m_s2,ratio_grad_g_to_newton,ratio_numeric_grad_g_to_newton
Earth,269314340.803953,42.27191034436556,3.293587279967048e-11,1.2229528030832232e-19,-1.2229528032055296e-19,1.2229528032055296e-19,0.005495675825608771,0.005495675825608772,0.005495675826158389,1.0000000000000002,1.0000000001000093
Earth,269905354.8414864,42.36467663498452,3.2863752840529793e-11,1.2176028467397563e-19,-1.217602846857362e-19,1.217602846857362e-19,0.005471634320760237,0.005471634320760238,0.005471634321288732,1.0000000000000002,1.000000000096588
Earth,270497665.8674813,42.457646502508446,3.279179080307342e-11,1.212276294433474e-19,-1.2122762945710034e-19,1.2122762945710034e-19,0.005447697988409819,0.005447697988409819,0.005447697989027845,1.0,1.0000000001134473
Earth,271091276.7281969,42.550820393689676,3.2719986341498895e-11,1.2069730437805563e-19,-1.2069730439053423e-19,1.2069730439053423e-19,0.005423866368467573,0.005423866368467573,0.005423866369028333,1.0,1.0000000001033875
Earth,271686190.27613837,42.64419875626093,3.2648339110760986e-11,1.2016929928450773e-19,-1.201692992970612e-19,1.201692992970612e-19,0.005400139002856293,0.005400139002856293,0.0054001390034204184,1.0,1.0000000001044649
Earth,272282409.37006974,42.73778203893733,3.257684876657013e-11,1.1964360401370495e-19,-1.1964360402592284e-19,1.1964360402592284e-19,0.005376515435502721,0.005376515435502721,0.005376515436051765,1.0,1.000000000102119
Earth,272879936.8750319,42.83157069141922,3.250551496539027e-11,1.1912020846104377e-19,-1.1912020847274642e-19,1.1912020847274642e-19,0.0053529952123286175,0.005352995212328618,0.005352995212854509,1.0000000000000002,1.0000000000982425
Earth,273478775.6623498,42.92556516439332,3.243433736443796e-11,1.1859910256612738e-19,-1.1859910257815628e-19,1.1859910257815628e-19,0.005329577881242298,0.005329577881242299,0.005329577881782851,1.0000000000000002,1.000000000101425
Earth,274078928.60964954,43.01976590953532,3.236331562168041e-11,1.1808027631256942e-19,-1.180802763228608e-19,1.180802763228608e-19,0.005306262992129806,0.005306262992129807,0.005306262992592278,1.0000000000000002,1.0000000000871558
Earth,274680398.6008756,43.114173379512735,3.2292449395833315e-11,1.175637197277985e-19,-1.1756371974044693e-19,1.1756371974044693e-19,0.005283050096846134,0.005283050096846134,0.005283050097414525,1.0,1.0000000001075877
Earth,275283188.5262979,43.20878802798586,3.222173834636014e-11,1.1704942288287241e-19,-1.1704942289479693e-19,1.1704942289479693e-19,0.005259938749206866,0.005259938749206867,0.005259938749742728,1.0000000000000002,1.000000000101876
Earth,275887301.2825303,43.30361030961078,3.215118213346984e-11,1.165373758922833e-19,-1.1653737590464208e-19,1.1653737590464208e-19,0.005236928504979438,0.0052369285049794385,0.005236928505534815,1.0000000000000002,1.00000000010605
Earth,276492739.7725432,43.39864068004131,3.208078041811547e-11,1.160275689137687e-19,-1.1602756892455654e-19,1.1602756892455654e-19,0.00521401892187463,0.005214018921874631,0.005214018922359412,1.0000000000000002,1.0000000000929765
Earth,277099506.9056766,43.493879595931034,3.201053286199258e-11,1.1551999214812322e-19,-1.1551999216001408e-19,1.1551999216001408e-19,0.005191209559538112,0.0051912095595381125,0.005191209560072461,1.0000000000000002,1.0000000001029334
Earth,277707605.5976584,43.58932751493618,3.194043912753714e-11,1.1501463583900654e-19,-1.1501463585199249e-19,1.1501463585199249e-19,0.005168499979541816,0.005168499979541816,0.005168499980125375,1.0,1.0000000001129068
Earth,278317038.77061176,43.6849848957168,3.187049887792467e-11,1.1451149027276143e-19,-1.1451149028267975e-19,1.1451149028267975e-19,0.005145889745375752,0.005145889745375752,0.005145889745821459,1.0,1.000000000086614
Earth,278927809.35307354,43.78085219793965,3.180071177706813e-11,1.1401054577822328e-19,-1.140105457892087e-19,1.140105457892087e-19,0.00512337842243946,0.005123378422439459,0.00512337842293312,0.9999999999999998,1.0000000000963545
Earth,279539920.2800074,43.876929882280244,3.173107748961638e-11,1.1351179272653518e-19,-1.1351179273791163e-19,1.1351179273791163e-19,0.005100965578033686,0.005100965578033686,0.0051009655785449175,1.0,1.0000000001002225
Earth,280153374.4928167,43.97321841042484,3.166159568095274e-11,1.130152215309638e-19,-1.130152215415849e-19,1.130152215415849e-19,0.00507865078135212,0.005078650781352121,0.005078650781829409,1.0000000000000002,1.0000000000939795
Earth,280768174.93936294,44.069718245073446,3.159226601719287e-11,1.125208226467113e-19,-1.125208226581105e-19,1.125208226581105e-19,0.005056433603472938,0.005056433603472939,0.005056433603985193,1.0000000000000002,1.0000000001013076
Earth,281384324.5739737,44.16642984994094,3.1523088165183914e-11,1.120285865707375e-19,-1.1202858658220833e-19,1.1202858658220833e-19,0.0050343136173508106,0.0050343136173508106,0.0050343136178662845,1.0,1.000000000102392
Earth,282001826.3574595,44.26335368975977,3.145406179250253e-11,1.1153850384157453e-19,-1.1153850385218645e-19,1.1153850385218645e-19,0.005012290397808577,0.005012290397808577,0.005012290398285453,1.0,1.0000000000951415
Earth,282620683.2571321,44.36049023028286,3.138518656745289e-11,1.1105056503914196e-19,-1.1105056505088465e-19,1.1105056505088465e-19,0.0049903635215289305,0.004990363521528931,0.004990363522056621,1.0000000000000002,1.0000000001057419
Earth,283240898.24681145,44.45783993828464,3.1316462159065877e-11,1.1056476078457156e-19,-1.1056476079520043e-19,1.1056476079520043e-19,0.004968532567046554,0.004968532567046555,0.004968532567524192,1.0000000000000002,1.0000000000961327
Earth,283862474.3068449,44.555403281564104,3.1247888237096974e-11,1.10081081740023e-19,-1.1008108175078835e-19,1.1008108175078835e-19,0.00494679711473983,0.00494679711473983,0.004946797115223601,1.0,1.0000000000977949
Earth,284485414.42412007,44.6531807289468,3.117946447202479e-11,1.0959951860850565e-19,-1.0959951861930852e-19,1.0959951861930852e-19,0.004925156746822833,0.004925156746822833,0.00492515674730829,1.0,1.000000000098567
Earth,285109721.5920782,44.751172750286955,3.1111190535049635e-11,1.0912006213370054e-19,-1.0912006214510645e-19,1.0912006214510645e-19,0.004903611047337332,0.004903611047337333,0.004903611047849889,1.0000000000000002,1.0000000001045264
Earth,285735398.8107333,44.84937981647046,3.1043066098091397e-11,1.0864270309977884e-19,-1.0864270311049363e-19,1.0864270311049363e-19,0.004882159602144636,0.004882159602144637,0.004882159602626135,1.0000000000000002,1.0000000000986242
Earth,286362449.0866793,44.94780239941599,3.097509083378876e-11,1.081674323312303e-19,-1.0816743234237647e-19,1.0816743234237647e-19,0.004860801998917875,0.004860801998917875,0.004860801999418759,1.0,1.0000000001030456
Earth,286990875.4331094,45.046440972078074,3.090726441549709e-11,1.07694240692683e-19,-1.0769424070415542e-19,1.0769424070415542e-19,0.004839537827133908,0.004839537827133909,0.004839537827649453,1.0000000000000002,1.0000000001065277
Earth,287620680.86982805,45.145296008448916,3.0839586517287155e-11,1.072231190887299e-19,-1.0722311909896606e-19,1.0722311909896606e-19,0.004818366678065526,0.004818366678065527,0.004818366678525516,1.0000000000000002,1.000000000095466
Earth,288251868.42327034,45.2443679835615,3.077205681394301e-11,1.0675405846375013e-19,-1.0675405847399405e-19,1.0675405847399405e-19,0.004797288144773421,0.004797288144773421,0.00479728814523376,1.0,1.0000000000959581
Earth,288884441.1265093,45.34365737349071,3.0704674980961235e-11,1.0628704980174041e-19,-1.0628704981243329e-19,1.0628704981243329e-19,0.0047763018220986116,0.0047763018220986116,0.004776301822579126,1.0,1.0000000001006037
Earth,289518402.01927525,45.44316465535634,3.0637440694548857e-11,1.0582208412613824e-19,-1.0582208413781961e-19,1.0582208413781961e-19,0.004755407306654496,0.004755407306654496,0.004755407307179431,1.0,1.000000000110387
Earth,290153754.14796805,45.542890307325074,3.0570353631622024e-11,1.0535915249965105e-19,-1.0535915251162751e-19,1.0535915251162751e-19,0.0047346041968191754,0.0047346041968191754,0.004734604197357371,1.0,1.0000000001136726
Earth,290790500.56567657,45.64283480861349,3.050341346980398e-11,1.0489824602408089e-19,-1.0489824603311656e-19,1.0489824603311656e-19,0.004713892092727574,0.004713892092727575,0.004713892093133617,1.0000000000000002,1.0000000000861375
Earth,291428644.3321861,45.742998639489265,3.0436619887424235e-11,1.0443935584015872e-19,-1.0443935584916124e-19,1.0443935584916124e-19,0.004693270596263997,0.004693270596263998,0.00469327059666855,1.0000000000000002,1.0000000000861986
Earth,292068188.51399785,45.84338228127419,3.036997256351657e-11,1.0398247312737052e-19,-1.0398247313628839e-19,1.0398247313628839e-19,0.00467273931105431,0.004672739311054311,0.00467273931145506,1.0000000000000002,1.0000000000857634
Earth,292709136.18434256,45.943986216346346,3.030347117781756e-11,1.0352758910378876e-19,-1.0352758911385932e-19,1.0352758911385932e-19,0.004652297842458373,0.004652297842458374,0.004652297842910922,1.0000000000000002,1.0000000000972744
Earth,293351490.42319393,46.0448109281422,3.023711541076521e-11,1.0307469502590432e-19,-1.0307469503725149e-19,1.0307469503725149e-19,0.00463194579756248,0.00463194579756248,0.0046319457980723965,1.0,1.000000000110087
Earth,293995254.3172884,46.14585690115969,3.0170904943496885e-11,1.0262378218845515e-19,-1.0262378219991828e-19,1.0262378219991828e-19,0.004611682785171662,0.004611682785171662,0.00461168278568679,1.0,1.0000000001117006
Earth,294640430.96013266,46.24712462095945,3.010483945784854e-11,1.0217484192426388e-19,-1.0217484193542479e-19,1.0217484193542479e-19,0.004591508415802393,0.004591508415802394,0.0045915084163039395,1.0000000000000002,1.0000000001092335
Earth,295287023.45202327,46.34861457416783,3.0038918636352704e-11,1.0172786560406802e-19,-1.0172786561507395e-19,1.0172786561507395e-19,0.004571422301674955,0.004571422301674955,0.004571422302169537,1.0,1.00000000010819
Earth,295935034.9000594,46.45032724847895,2.9973142162237175e-11,1.0128284463635555e-19,-1.012828446466567e-19,1.012828446466567e-19,0.004551424056706052,0.004551424056706053,0.004551424057168963,1.0000000000000002,1.0000000001017069
Earth,296584468.4181622,46.5522631326577,2.990750971942303e-11,1.0083977046719671e-19,-1.0083977047757262e-19,1.0083977047757262e-19,0.0045315132965012515,0.004531513296501252,0.004531513296967522,1.0000000000000002,1.000000000102895
Earth,297235327.127083,46.65442271654105,2.984202099252383e-11,1.0039863458008433e-19,-1.003986345892155e-19,1.003986345892155e-19,0.004511689638347806,0.004511689638347806,0.004511689638758141,1.0,1.0000000000909492
Earth,297887614.1544225,46.75680649104105,2.977667566684364e-11,9.995942849576704e-20,-9.99594285066128e-20,9.99594285066128e-20,0.004491952701207161,0.004491952701207162,0.004491952701694546,1.0000000000000002,1.0000000001085017
Earth,298541332.6346442,46.85941494814695,2.971147342837569e-11,9.952214377208761e-20,-9.952214378088163e-20,9.952214378088163e-20,0.004472302105707693,0.004472302105707693,0.0044723021061028765,1.0,1.0000000000883624
Earth,299196485.70909345,46.96224858092818,2.964641396380048e-11,9.908677200381784e-20,-9.908677201402925e-20,9.908677201402925e-20,0.004452737474137279,0.00445273747413728,0.0044527374745961575,1.0000000000000002,1.0000000001030553
Earth,299853076.526006,47.06530788353571,2.9581496960484924e-11,9.865330482250147e-20,-9.865330483170656e-20,9.865330483170656e-20,0.004433258430436252,0.004433258430436252,0.0044332584308499085,1.0,1.0000000000933074
Earth,300511108.2405274,47.168593351205054,2.95167221064804e-11,9.82217338962904e-20,-9.822173390792433e-20,9.822173390792433e-20,0.0044138646001900305,0.0044138646001900305,0.004413864600712834,1.0,1.0000000001184457
Earth,301170584.0147274,47.27210548025858,2.945208909052136e-11,9.779205092978515e-20,-9.779205094116688e-20,9.779205094116688e-20,0.00439455561062195,0.004394555610621951,0.00439455561113342,1.0000000000000002,1.0000000001163873
Earth,301831507.0176137,47.375844768107626,2.9387597602023953e-11,9.736424766387628e-20,-9.736424767256763e-20,9.736424767256763e-20,0.004375331090586144,0.004375331090586145,0.0043753310909767145,1.0000000000000002,1.0000000000892664
Earth,302493880.425152,47.47981171325569,2.9323247331084064e-11,9.693831587558249e-20,-9.693831588568443e-20,9.693831588568443e-20,0.00435619067056026,0.004356190670560261,0.00435619067101422,1.0000000000000002,1.0000000001042102
Earth,303157707.4202742,47.584006815299674,2.9259037968476526e-11,9.651424737789719e-20,-9.651424738816053e-20,9.651424738816053e-20,0.00433713398263857,0.004337133982638571,0.004337133983099782,1.0000000000000002,1.0000000001063403
Earth,303822991.1928983,47.68843057493302,2.919496920565317e-11,9.609203401962818e-20,-9.609203402871648e-20,9.609203402871648e-20,0.004318160660524764,0.004318160660524764,0.004318160660933172,1.0,1.000000000094579
Earth,304489734.9399412,47.79308349394777,2.9131040734741596e-11,9.56716676852424e-20,-9.567166769588062e-20,9.567166769588062e-20,0.004299270339524972,0.004299270339524972,0.00429927034000303,1.0,1.000000000111195
Earth,305157941.8653397,47.89796607523775,2.9067252248543165e-11,9.525314029470674e-20,-9.525314030455517e-20,9.525314030455517e-20,0.004280462656540615,0.004280462656540616,0.004280462656983183,1.0000000000000002,1.0000000001033926
Earth,305827615.1800574,48.00307882279978,2.9003603440532295e-11,9.483644380333768e-20,-9.483644381181599e-20,9.483644381181599e-20,0.004261737250061646,0.004261737250061646,0.004261737250442642,1.0,1.0000000000893994
Earth,306498758.10210603,48.10842224173694,2.8940094004854473e-11,9.442157020164323e-20,-9.442157021088836e-20,9.442157021088836e-20,0.004243093760159441,0.004243093760159441,0.004243093760574897,1.0,1.0000000000979135
Earth,307171373.85655785,48.213996838260535,2.8876723636325042e-11,9.400851151517076e-20,-9.400851152467665e-20,9.400851152467665e-20,0.004224531828479973,0.004224531828479974,0.004224531828907147,1.0000000000000002,1.0000000001011176
Earth,307845465.67556643,48.31980311969337,2.8813492030427252e-11,9.359725980435049e-20,-9.35972598145944e-20,9.35972598145944e-20,0.004206051098236768,0.004206051098236769,0.0042060510986971075,1.0000000000000002,1.000000000109447
Earth,308521036.79837453,48.42584159447097,2.8750398883311523e-11,9.318780716434762e-20,-9.318780717357175e-20,9.318780717357175e-20,0.004187651214204267,0.004187651214204267,0.004187651214618778,1.0,1.0000000000989842
Earth,309198090.47133476,48.532112772144835,2.868744389179348e-11,9.27801457249072e-20,-9.278014573377949e-20,9.278014573377949e-20,0.0041693318227108474,0.0041693318227108474,0.0041693318231095485,1.0,1.000000000095627
Earth,309876629.9479239,48.638617163384694,2.8624626753352645e-11,9.23742676502037e-20,-9.237426765965415e-20,9.237426765965415e-20,0.004151092571632072,0.004151092571632073,0.004151092572056755,1.0000000000000002,1.0000000001023064
Earth,310556658.48875725,48.745355279980735,2.8561947166131086e-11,9.197016513869105e-20,-9.197016514777604e-20,9.197016514777604e-20,0.004132933110383945,0.004132933110383945,0.0041329331107922045,1.0,1.000000000098782
Earth,311238179.3616094,48.852327634846866,2.8499404828931502e-11,9.156783042294986e-20,-9.156783043245578e-20,9.156783043245578e-20,0.004114853089916045,0.004114853089916045,0.00411485309034322,1.0,1.000000000103813
Earth,311921195.84142226,48.959534742022015,2.8436999441216478e-11,9.116725576954243e-20,-9.116725577830126e-20,9.116725577830126e-20,0.004096852162705013,0.004096852162705013,0.004096852163098616,1.0,1.0000000000960745
Earth,312605711.2103259,49.06697711667335,2.837473070310657e-11,9.076843347886123e-20,-9.076843348786453e-20,9.076843348786453e-20,0.004078929982747743,0.004078929982747743,0.0040789299831523315,1.0,1.00000000009919
Earth,313291728.757652,49.17465527509841,2.8312598315379088e-11,9.037135588498224e-20,-9.037135589423462e-20,9.037135589423462e-20,0.004061086205554788,0.004061086205554789,0.00406108620597057,1.0000000000000002,1.0000000001023819
Earth,313979251.7799542,49.282569734728334,2.825060197946623e-11,8.997601535551488e-20,-8.99760153640151e-20,8.99760153640151e-20,0.0040433204881436206,0.0040433204881436206,0.004043320488525602,1.0,1.0000000000944722
Earth,314668283.5810169,49.39072101412916,2.81887413974543e-11,8.958240429145956e-20,-8.958240430077822e-20,8.958240430077822e-20,0.004025632489032229,0.004025632489032229,0.004025632489450989,1.0,1.0000000001040232
Earth,315358827.47187597,49.499109633005176,2.8127016272081824e-11,8.919051512705862e-20,-8.919051513617373e-20,8.919051513617373e-20,0.0040080218682324205,0.0040080218682324205,0.004008021868642033,1.0,1.0000000001021982
Earth,316050886.770832,49.60773611220091,2.8065426306738374e-11,8.880034032965259e-20,-8.880034033802403e-20,8.880034033802403e-20,0.003990488287243357,0.003990488287243357,0.003990488287619551,1.0,1.0000000000942726
Earth,316744464.80347157,49.71660097370453,2.8003971205462664e-11,8.841187239953226e-20,-8.841187240810863e-20,8.841187240810863e-20,0.003973031409044916,0.003973031409044916,0.003973031409430319,1.0,1.0000000000970046
Earth,317439564.9026754,49.825704740649094,2.7942650672941818e-11,8.802510386979905e-20,-8.802510387845297e-20,8.802510387845297e-20,0.003955650898091408,0.003955650898091409,0.003955650898480297,1.0000000000000002,1.0000000000983122
Earth,318136190.40863955,49.93504793731589,2.7881464414509495e-11,8.764002730621848e-20,-8.764002731477078e-20,8.764002731477078e-20,0.003938346420304998,0.003938346420304999,0.00393834642068932,1.0000000000000002,1.0000000000975846
Earth,318834344.66889024,50.04463108913675,2.7820412136144587e-11,8.725663530707807e-20,-8.725663531530132e-20,8.725663531530132e-20,0.003921117643069312,0.003921117643069313,0.003921117643438847,1.0000000000000002,1.0000000000942424
Earth,319534031.03829855,50.154454722696364,2.7759493544469923e-11,8.68749205030457e-20,-8.68749205121887e-20,8.68749205121887e-20,0.0039039642352230826,0.003903964235223083,0.0039039642356339488,1.0000000000000002,1.0000000001052434
Earth,320235252.8791018,50.264519365735644,2.7698708346750393e-11,8.649487555702516e-20,-8.649487556628154e-20,8.649487556628154e-20,0.0038868858670536464,0.003886885867053647,0.003886885867469608,1.0000000000000002,1.0000000001070166
Earth,320938013.5609118,50.374825547153,2.7638056250892252e-11,8.611649316401949e-20,-8.611649317207102e-20,8.611649317207102e-20,0.0038698822102908132,0.0038698822102908137,0.0038698822106526315,1.0000000000000002,1.0000000000934959
Earth,321642316.46073633,50.485373797007746,2.757753696544122e-11,8.573976605098751e-20,-8.573976605954574e-20,8.573976605954574e-20,0.0038529529381004096,0.00385295293810041,0.003852952938484998,1.0000000000000002,1.0000000000998164
Earth,322348164.9629929,50.5961646465222,2.7517150199581342e-11,8.536468697670558e-20,-8.536468698499671e-20,8.536468698499671e-20,0.0038360977250780754,0.003836097725078076,0.00383609772545066,1.0000000000000002,1.000000000097126
Earth,323055562.45953,50.707198628085074,2.7456895663133122e-11,8.49912487316256e-20,-8.499124874044326e-20,8.499124874044326e-20,0.003819316247242874,0.0038193162472428743,0.0038193162476391207,1.0000000000000002,1.0000000001037481
Earth,323764512.34963554,50.81847627525279,2.7396773066552812e-11,8.461944413774059e-20,-8.461944414597152e-20,8.461944414597152e-20,0.0038026081820312597,0.0038026081820312597,0.0038026081824011396,1.0,1.00000000009727
Earth,324475018.04005873,50.9299981227529,2.7336782120930564e-11,8.424926604844398e-20,-8.424926605710592e-20,8.424926605710592e-20,0.0037859732082907477,0.003785973208290748,0.0037859732086799962,1.0000000000000002,1.0000000001028133
Earth,325187082.9450234,51.04176470648618,2.7276922537989283e-11,8.388070734839354e-20,-8.388070735718043e-20,8.388070735718043e-20,0.003769411006273806,0.0037694110062738064,0.0037694110066686694,1.0000000000000002,1.0000000001047546
Earth,325900710.48625016,51.15377656353008,2.7217194030082765e-11,8.351376095337193e-20,-8.351376096219968e-20,8.351376096219968e-20,0.003752921257631582,0.0037529212576315825,0.0037529212580282817,1.0000000000000002,1.0000000001057041
Earth,326615904.09296453,51.26603423214009,2.715759631019501e-11,8.31484198101546e-20,-8.314841981871366e-20,8.314841981871366e-20,0.003736503645407972,0.0037365036454079723,0.0037365036457925973,1.0000000000000002,1.0000000001029372
Earth,327332667.2019187,51.378538251753056,2.7098129091938386e-11,8.278467689637164e-20,-8.278467690467701e-20,8.278467690467701e-20,0.0037201578540334086,0.0037201578540334095,0.003720157854406634,1.0000000000000002,1.000000000100325
Earth,328051003.25740707,51.49128916298965,2.7038792089552378e-11,8.242252522037325e-20,-8.242252522882002e-20,8.242252522882002e-20,0.0037038835693188206,0.0037038835693188206,0.0037038835696984,1.0,1.0000000001024814
Earth,328770915.7112812,51.60428750765676,2.6979585017902295e-11,8.20619578210961e-20,-8.206195782904397e-20,8.206195782904397e-20,0.0036876804784496202,0.0036876804784496207,0.00368768047880678,1.0000000000000002,1.000000000096852
Earth,329492408.02297175,51.71753382875087,2.6920507592477485e-11,8.170296776792691e-20,-8.170296777622824e-20,8.170296777622824e-20,0.0036715482699795797,0.00367154826997958,0.003671548270352623,1.0000000000000002,1.0000000001016038
Earth,330215483.6594972,51.83102867045946,2.6861559529390622e-11,8.134554816057326e-20,-8.134554816869385e-20,8.134554816869385e-20,0.0036554866338250206,0.003655486633825021,0.003655486634189942,1.0000000000000002,1.0000000000998284
Earth,330940146.0954857,51.94477257816445,2.6802740545375906e-11,8.09896921289282e-20,-8.098969213698683e-20,8.098969213698683e-20,0.0036394952612587347,0.0036394952612587347,0.0036394952616208716,1.0,1.000000000099502
Earth,331666398.8131892,52.05876609844439,2.674405035778791e-11,8.063539283293956e-20,-8.063539284031893e-20,8.063539284031893e-20,0.0036235738449041043,0.0036235738449041047,0.003623573845235717,1.0000000000000002,1.0000000000915155
Earth,332394245.3025056,52.17300977907795,2.6685488684599788e-11,8.028264346247583e-20,-8.028264347034239e-20,8.028264347034239e-20,0.003607722078729083,0.0036077220787290834,0.003607722079082589,1.0000000000000002,1.0000000000979858
Earth,333123689.0609875,52.28750416904528,2.6627055244402576e-11,7.993143723719918e-20,-7.99314372451778e-20,7.99314372451778e-20,0.003591939658040483,0.0035919396580404834,0.003591939658399025,1.0000000000000002,1.0000000000998186
Earth,333854733.59386384,52.402249818531445,2.6568749756403424e-11,7.958176740643269e-20,-7.95817674141621e-20,7.95817674141621e-20,0.0035762262794780124,0.003576226279478013,0.0035762262798253552,1.0000000000000002,1.0000000000971254
Earth,334587382.41405493,52.51724727892873,2.651057194042442e-11,7.92336272490316e-20,-7.923362725674068e-20,7.923362725674068e-20,0.0035605816410084886,0.003560581641008489,0.0035605816413549177,1.0000000000000002,1.0000000000972957
Earth,335321639.0421942,52.632497102840084,2.6452521516900846e-11,7.88870100732517e-20,-7.888701008088923e-20,7.888701008088923e-20,0.003545005441919923,0.0035450054419199233,0.0035450054422631366,1.0000000000000002,1.000000000096816
Earth,336057507.00663686,52.747999844080496,2.6394598206880476e-11,7.854190921662465e-20,-7.854190922492368e-20,7.854190922492368e-20,0.0035294973828159195,0.0035294973828159195,0.003529497383188859,1.0,1.0000000001056637
Earth,336794989.84348273,52.86375605768054,2.6336801732021798e-11,7.819831804582718e-20,-7.819831805304577e-20,7.819831805304577e-20,0.003514057165609796,0.003514057165609796,0.003514057165934183,1.0,1.0000000000923113
Earth,337534091.09659165,52.979766299888816,2.6279131814592783e-11,7.78562299565543e-20,-7.785622996434977e-20,7.785622996434977e-20,0.003498684493518886,0.0034986844935188865,0.003498684493869198,1.0000000000000002,1.0000000001001268
Earth,338274814.317599,53.09603112817438,2.6221588177469665e-11,7.751563837339298e-20,-7.751563838165095e-20,7.751563838165095e-20,0.0034833790710588662,0.0034833790710588662,0.003483379071429961,1.0,1.000000000106533
Earth,339017163.0659385,53.21255110123034,2.6164170544135178e-11,7.717653674969333e-20,-7.717653675808993e-20,7.717653675808993e-20,0.00346814060403796,0.00346814060403796,0.0034681406044152845,1.0,1.0000000001087974
Earth,339761140.9088509,53.32932677897519,2.6106878638677866e-11,7.683891856744636e-20,-7.683891857461812e-20,7.683891857461812e-20,0.003452968799551451,0.0034529687995514514,0.003452968799873734,1.0000000000000002,1.0000000000933351
Earth,340506751.42140675,53.44635872255639,2.6049712185790335e-11,7.650277733715638e-20,-7.650277734510335e-20,7.650277734510335e-20,0.003437863365975947,0.0034378633659759472,0.003437863366333066,1.0000000000000002,1.0000000001038782
Earth,341253998.18652076,53.56364749435265,2.5992670910768137e-11,7.616810659771729e-20,-7.616810660479912e-20,7.616810660479912e-20,0.003422824012963819,0.003422824012963819,0.0034228240132820604,1.0,1.0000000000929763
Earth,342002884.79497445,53.68119365797747,2.5935754539508028e-11,7.583489991628615e-20,-7.583489992352658e-20,7.583489992352658e-20,0.0034078504514375215,0.0034078504514375215,0.0034078504517628906,1.0,1.0000000000954763
Earth,342753414.8454253,53.79899777828054,2.5878962798507295e-11,7.550315088816306e-20,-7.550315089558923e-20,7.550315089558923e-20,0.0033929423935841947,0.0033929423935841947,0.0033929423939179104,1.0,1.0000000000983558
Earth,343505591.94442946,53.91706042135135,2.5822295414862007e-11,7.517285313666568e-20,-7.517285314439552e-20,7.517285314439552e-20,0.003378099552850025,0.003378099552850025,0.003378099553197387,1.0,1.0000000001028275
Earth,344259419.7064563,54.03538215452147,2.5765752116265908e-11,7.484400031300783e-20,-7.48440003195132e-20,7.48440003195132e-20,0.003363321643934789,0.003363321643934789,0.003363321644227126,1.0,1.0000000000869191
Earth,345014901.75391144,54.15396354636814,2.570933263100871e-11,7.451658609617503e-20,-7.451658610312448e-20,7.451658610312448e-20,0.0033486083827862618,0.003348608382786262,0.0033486083830985554,1.0000000000000002,1.0000000000932607
Earth,345772041.7171457,54.27280516671569,2.5653036687975403e-11,7.41906041928067e-20,-7.419060419957801e-20,7.419060419957801e-20,0.0033339594865949237,0.003333959486594924,0.003333959486899211,1.0000000000000002,1.000000000091269
Earth,346530843.234478,54.39190758663914,2.559686401664454e-11,7.386604833707277e-20,-7.386604834418847e-20,7.386604834418847e-20,0.003319374673788412,0.0033193746737884126,0.003319374674108176,1.0000000000000002,1.0000000000963325
Earth,347291309.9522119,54.51127137846679,2.5540814347087022e-11,7.354291229055371e-20,-7.354291229843062e-20,7.354291229843062e-20,0.0033048536640261344,0.003304853664026135,0.0033048536643801056,1.0000000000000002,1.0000000001071065
Earth,348053445.52465117,54.63089711578264,2.5484887409964938e-11,7.322118984212139e-20,-7.322118984937302e-20,7.322118984937302e-20,0.003290396178193913,0.0032903961781939133,0.0032903961785197854,1.0000000000000002,1.0000000000990374
Earth,348817253.6141233,54.75078537343012,2.5429082936529828e-11,7.290087480781721e-20,-7.290087481513763e-20,7.290087481513763e-20,0.003276001938398506,0.003276001938398506,0.0032760019387274696,1.0,1.0000000001004161
Earth,349582737.89098865,54.870936727513524,2.537340065862202e-11,7.258196103073682e-20,-7.258196103827389e-20,7.258196103827389e-20,0.0032616706679624297,0.00326167066796243,0.0032616706683011288,1.0000000000000002,1.0000000001038423
Earth,350349902.0336635,54.99135175540159,2.531784030866894e-11,7.226444238090942e-20,-7.226444238843835e-20,7.226444238843835e-20,0.0032474020914185354,0.0032474020914185354,0.0032474020917568685,1.0,1.0000000001041858
Earth,351118749.72863525,55.112031035729906,2.5262401619684012e-11,7.19483127551811e-20,-7.194831276181915e-20,7.194831276181915e-20,0.003233195934504762,0.0032331959345047625,0.0032331959348030613,1.0000000000000002,1.0000000000922613
Earth,351889284.6704854,55.23297514840455,2.5207084325264984e-11,7.163356607709523e-20,-7.163356608423811e-20,7.163356608423811e-20,0.0032190519241587674,0.003219051924158768,0.003219051924479753,1.0000000000000002,1.0000000000997142
Earth,352661510.56189907,55.35418467460352,2.5151888159593254e-11,7.132019629677903e-20,-7.132019630413548e-20,7.132019630413548e-20,0.0032049697885128273,0.0032049697885128277,0.00320496978884341,1.0000000000000002,1.0000000001031468
Earth,353435431.11368847,55.47566019678049,2.5096812857432172e-11,7.100819739082514e-20,-7.100819739752769e-20,7.100819739752769e-20,0.0031909492568885133,0.0031909492568885137,0.003190949257189711,1.0000000000000002,1.0000000000943914
Earth,354211050.04480773,55.59740229866704,2.5041858154125996e-11,7.069756336217688e-20,-7.069756336925189e-20,7.069756336925189e-20,0.003176990059791538,0.0031769900597915382,0.0031769900601094736,1.0000000000000002,1.0000000001000746
