x_m,y_m,x_earth_moon_units,y_earth_moon_units,A_total,g_finite_diff_x_m_s2,g_finite_diff_y_m_s2,g_newton_x_m_s2,g_newton_y_m_s2,relative_vector_error
444462500.0,-230640000.0,1.15625,-0.6,1.8171483935418288e-11,-0.001432781719127315,0.000814882901029804,-0.0014327676091964955,0.0008156930040361389,0.0004914362121110568
449610714.28571427,-230640000.0,1.1696428571428572,-0.6,1.8008525202973888e-11,-0.001412171873465124,0.0007937300918163311,-0.0014121581220463526,0.000794582234648202,0.000525967206149332
454758928.57142854,-230640000.0,1.1830357142857142,-0.6,1.784790857304592e-11,-0.0013918921229447798,0.000773163592103526,-0.0013918787074334164,0.0007740563628690439,0.000560624981377436
459907142.8571428,-230640000.0,1.1964285714285714,-0.6,1.7689596698454832e-11,-0.0013719344068306315,0.0007531666719024182,-0.0013719213042334877,0.0007540985966538581,0.0005953425573701696
465055357.1428571,-230640000.0,1.2098214285714284,-0.6,1.7533553123997362e-11,-0.0013522912147971274,0.0007337236015271166,-0.0013522784022605308,0.0007346931370540451,0.0006300445935038186
470203571.42857134,-230640000.0,1.2232142857142856,-0.6,1.7379742223401336e-11,-0.001332955583789499,0.0007148195223336303,-0.0013329430390500508,0.0007158250535409354,0.0006646498637109073
475351785.71428573,-230640000.0,1.2366071428571428,-0.6,1.7228129137286443e-11,-0.0013139210840688725,0.000696440327926207,-0.0013139087858259654,0.000697480169124182,0.0006990735773632748
480500000.0,-230640000.0,1.25,-0.6,1.7078679713262786e-11,-0.0012998301524697153,0.0006785725565625689,-0.0012951697245258147,0.0006796449559953895,0.0032695305863049934
-96100000.0,-224277517.24137932,-0.25,-0.583448275862069,3.6558642211190066e-11,0.0026335731083023278,0.006162054422963511,0.0026527194443009,0.0061614142578909825,0.0028557638908176253
-90951785.71428572,-224277517.24137932,-0.23660714285714285,-0.583448275862069,3.6858084105457394e-11,0.002573172412687015,0.006314705192987822,0.002573503996935697,0.0063140005376434005,0.00011421766749095865
-85803571.42857143,-224277517.24137932,-0.22321428571428573,-0.583448275862069,3.714799618421569e-11,0.0024859991630536062,0.006464846406266147,0.0024863340713905937,0.006464075214776618,0.00012139803099241174
-80655357.14285715,-224277517.24137932,-0.20982142857142858,-0.583448275862069,3.742746210532833e-11,0.0023907943537845836,0.006611774621700064,0.002391130275524702,0.006610935298410292,0.00012859751756781601
-75507142.85714287,-224277517.24137932,-0.19642857142857145,-0.583448275862069,3.7695559556047376e-11,0.002287534231615712,0.00675475917917592,0.0022878686458059137,0.006753850651482789,0.0001357651952683572
-70358928.57142857,-224277517.24137932,-0.18303571428571427,-0.583448275862069,3.7951366896028873e-11,0.0021762554830769176,0.0068930483161479105,0.002176585681864281,0.006892070104610056,0.00014284670673924356
-65210714.28571428,-224277517.24137932,-0.16964285714285715,-0.583448275862069,3.8193970346603886e-11,0.002057059700773818,0.007025876252725673,0.0020573828199196877,0.007024828536004248,0.00014978477636959543
-60062500.0,-224277517.24137932,-0.15625,-0.583448275862069,3.8422471652233115e-11,0.0019301171175487234,0.0071524711862409555,0.001930430174005089,0.007151354858268339,0.0001565198552449193
-54914285.71428572,-224277517.24137932,-0.14285714285714285,-0.583448275862069,3.863599612052869e-11,0.0017956694398335055,0.0072720641003167575,0.0017959693759983218,0.007270880817038736,0.00016299089746479463
-49766071.42857143,-224277517.24137932,-0.12946428571428573,-0.583448275862069,3.8833700928325925e-11,0.0016540316208021534,0.007383898256465768,0.0016543153547433785,0.007382650469572509,0.00016913625595667685
-44617857.14285715,-224277517.24137932,-0.11607142857142859,-0.583448275862069,3.901478356388927e-11,0.0015055924309538664,0.0074872391999090335,0.0015058569115621219,0.00748593017517393,0.00017489468073983655
-39469642.85714286,-224277517.24137932,-0.10267857142857142,-0.583448275862069,3.9178490260342905e-11,0.0013508137087051468,0.007581385077553689,0.0013510559744141725,0.0075800188957543535,0.0001802063958089708
-34321428.571428575,-224277517.24137932,-0.08928571428571429,-0.583448275862069,3.932412426372518e-11,0.0011902282061448763,0.007665677036976948,0.0011904454455721838,0.007664258575865428,0.0001850142261016741
-29173214.28571429,-224277517.24137932,-0.07589285714285715,-0.583448275862069,3.945105377151345e-11,0.0010244359845129993,0.007739509452854127,0.0010246255971389812,0.007738044349266641,0.00018926474129924624
-24025000.0,-224277517.24137932,-0.0625,-0.583448275862069,3.955871937476478e-11,0.0008540993588543127,0.007802339713413591,0.0008542590137090742,0.007800834305342449,0.0001929093795978934
-18876785.714285716,-224277517.24137932,-0.04910714285714286,-0.583448275862069,3.964664083970064e-11,0.0006799364398798947,0.00785369729574783,0.0006800641301394102,0.007852158544998449,0.00019590551291253356
-13728571.428571433,-224277517.24137932,-0.035714285714285726,-0.583448275862069,3.971442307292646e-11,0.0005027133710539459,0.007893191866196681,0.0005028074624976475,0.007891627263083727,0.00019821741483959441
