x_m_from_earth,x_earth_moon_units,distance_to_earth_m,distance_to_moon_m,A_total,dA_dx_analytic,dA_dx_numeric,accel_newton_x_m_s2,accel_from_A_gradient_x_analytic_m_s2,accel_from_A_gradient_x_numeric_m_s2,ratio_A_accel_to_newton,ratio_A_numeric_accel_to_newton
62331671.42380794,0.16215315146672202,62331671.42380794,322068328.5761921,1.4264348918643067e-10,-2.281976068560416e-18,-2.281985319459624e-18,-0.10254689046860785,-0.10254689046860785,-0.1025473061832864,1.0,1.0000040538984327
62457143.78126042,0.1624795623862134,62457143.78126042,321942856.21873957,1.423577397940717e-10,-2.272811554703529e-18,-2.2728207314868746e-18,-0.10213505775413373,-0.10213505775413373,-0.10213547013821153,1.0,1.0000040376349402
62582616.138712905,0.16280597330570476,62582616.138712905,321817383.8612871,1.420731368359376e-10,-2.2637021016954978e-18,-2.2637112051040362e-18,-0.10172569935081233,-0.10172569935081234,-0.10172610843759074,1.0000000000000002,1.0000040214693142
62708088.496165395,0.16313238422519613,62708088.496165395,321691911.5038346,1.417896734310797e-10,-2.2546472692842275e-18,-2.2546563000495138e-18,-0.10131879547470117,-0.10131879547470118,-0.10131920129705463,1.0000000000000002,1.0000040054004942
62833560.85361788,0.1634587951446875,62833560.85361788,321566439.1463821,1.4150734275351296e-10,-2.245646621608912e-18,-2.24565558045409e-18,-0.1009143265391924,-0.10091432653919241,-0.10091472912961737,1.0000000000000002,1.000003989427852
62959033.21107036,0.16378520606417887,62959033.21107036,321440966.78892964,1.412261380316679e-10,-2.2366997271475735e-18,-2.2367086147871837e-18,-0.10051227315265543,-0.10051227315265543,-0.10051267254326175,1.0,1.00000397355063
63084505.56852284,0.16411161698367024,63084505.56852284,321315494.4314772,1.4094605254784972e-10,-2.227806158665338e-18,-2.2278149758055746e-18,-0.10011261611611245,-0.10011261611611244,-0.10011301233863491,0.9999999999999999,1.0000039577681399
63209977.92597533,0.16443802790316162,63209977.92597533,321190022.0740247,1.4066707963770338e-10,-2.218965493163426e-18,-2.218974240501732e-18,-0.09971533642094628,-0.09971533642094628,-0.09971572950672641,1.0,1.0000039420794657
63335450.28342781,0.164764438822653,63335450.28342781,321064549.71657217,1.4038921268968554e-10,-2.2101773118288496e-18,-2.21018599005461e-18,-0.09932041524663984,-0.09932041524663984,-0.09932080522665707,1.0,1.0000039264839586
63460922.640880294,0.16509084974214436,63460922.640880294,320939077.3591197,1.401124451445422e-10,-2.2014411999848053e-18,-2.201449809779161e-18,-0.0989278339585469,-0.0989278339585469,-0.09892822086341015,1.0,1.000003910980841
63586394.99833278,0.16541726066163576,63586394.99833278,320813605.0016672,1.398367704947929e-10,-2.1927567470417534e-18,-2.1927652890779182e-18,-0.09853757410569369,-0.09853757410569369,-0.09853795796565569,1.0,1.0000038955694361
63711867.355785266,0.16574367158112713,63711867.355785266,320688132.64421475,1.39562182284221e-10,-2.1841235464491692e-18,-2.1841320213924814e-18,-0.09814961741861074,-0.09814961741861075,-0.09814999826357032,1.0000000000000002,1.0000038802490483
63837339.71323775,0.1660700825006185,63837339.71323775,320562660.28676224,1.3928867410736976e-10,-2.175541195647955e-18,-2.1755496041557907e-18,-0.09776394580719439,-0.09776394580719439,-0.09776432366669252,1.0,1.0000038650188985
63962812.07069023,0.16639649342010987,63962812.07069023,320437187.9293098,1.3901623960904454e-10,-2.167009296023513e-18,-2.167017638745584e-18,-0.09738054135859786,-0.09738054135859787,-0.0973809162618312,1.0000000000000002,1.0000038498783033
64088284.42814272,0.16672290433960124,64088284.42814272,320311715.5718573,1.3874487248382073e-10,-2.1585274528594478e-18,-2.1585357304377552e-18,-0.09699938633515102,-0.09699938633515102,-0.09699975831096959,1.0,1.0000038348265141
64213756.7855952,0.1670493152590926,64213756.7855952,320186243.2144048,1.3847456647555764e-10,-2.1500952752919178e-18,-2.1501034883610935e-18,-0.09662046317230873,-0.09662046317230873,-0.09662083224923149,1.0,1.000003819862901
64339229.14304768,0.16737572617858398,64339229.14304768,320060770.8569523,1.382053153769178e-10,-2.141712376264593e-18,-2.141720525451825e-18,-0.09624375447662692,-0.09624375447662692,-0.0962441206828383,1.0,1.0000038049867586
64464701.50050017,0.16770213709807538,64464701.50050017,319935298.4994998,1.3793711302889202e-10,-2.1333783724842368e-18,-2.133386458409339e-18,-0.09586924302376655,-0.09586924302376656,-0.09586960638711958,1.0000000000000002,1.0000037901973726
64590173.857952654,0.16802854801756673,64590173.857952654,319809826.14204735,1.3766995332033013e-10,-2.1250928843768874e-18,-2.1251009076525026e-18,-0.09549691175652442,-0.09549691175652443,-0.09549727230454991,1.0000000000000002,1.0000037754940851
64715646.21540514,0.1683549589370581,64715646.21540514,319684353.7845949,1.3740383018747688e-10,-2.1168555360446333e-18,-2.116863497276473e-18,-0.0951267437828908,-0.09512674378289081,-0.09512710154280807,1.0000000000000002,1.0000037608763115
64841118.572857626,0.1686813698565495,64841118.572857626,319558881.4271424,1.3713873761351336e-10,-2.108665955222973e-18,-2.1086738550095063e-18,-0.09475872237413326,-0.09475872237413327,-0.09475907737283615,1.0000000000000002,1.0000037463432812
64966590.93031011,0.16900778077604087,64966590.93031011,319433409.06968987,1.3687466962810395e-10,-2.1005237732387538e-18,-2.10053161217164e-18,-0.09439283096290653,-0.09439283096290653,-0.0943931832269829,1.0,1.0000037318943904
65092063.28776259,0.16933419169553224,65092063.28776259,319307936.7122374,1.366116203069481e-10,-2.092428624968674e-18,-2.0924364036326883e-18,-0.0940290531413877,-0.0940290531413877,-0.09402940269711603,1.0,1.0000037175289622
65217535.64521507,0.1696606026150236,65217535.64521507,319182464.3547849,1.3634958377133757e-10,-2.0843801487983444e-18,-2.0843878677718106e-18,-0.09366737265943652,-0.09366737265943652,-0.0936677195328054,1.0,1.0000037032464884
65343008.00266756,0.16998701353451498,65343008.00266756,319056991.99733245,1.3608855418771874e-10,-2.076377986581901e-18,-2.076385646435901e-18,-0.09330777342278049,-0.0933077734227805,-0.09330811763945304,1.0000000000000002,1.0000036890460455
65468480.36012004,0.17031342445400635,65468480.36012004,318931519.63987994,1.3582852576725994e-10,-2.0684217836021588e-18,-2.0684293849015246e-18,-0.09295023949122425,-0.09295023949122426,-0.09295058107658277,1.0000000000000002,1.0000036749271481
65593952.717572525,0.17063983537349772,65593952.717572525,318806047.2824275,1.3556949276542356e-10,-2.0605111885312952e-18,-2.0605187318347848e-18,-0.09259475507688282,-0.09259475507688283,-0.09259509405603664,1.0000000000000002,1.0000036608893617
65719425.075025015,0.17096624629298912,65719425.075025015,318680574.924975,1.353114494815433e-10,-2.0526458533920628e-18,-2.052653339251584e-18,-0.09224130454243855,-0.09224130454243855,-0.09224164094018915,1.0,1.0000036469318412
65844897.4324775,0.1712926572124805,65844897.4324775,318555102.5675225,1.3505439025840631e-10,-2.0448254335195187e-18,-2.0448328624809423e-18,-0.09188987239942127,-0.09188987239942129,-0.09189020624029888,1.0000000000000002,1.0000036330540993
65970369.78992998,0.17161906813197184,65970369.78992998,318429630.21007,1.3479830948183973e-10,-2.0370495875232582e-18,-2.0370569601260463e-18,-0.09154044330651132,-0.09154044330651133,-0.09154077461475815,1.0000000000000002,1.0000036192554336
66095842.14738246,0.1719454790514632,66095842.14738246,318304157.85261756,1.3454320158030232e-10,-2.029317977250155e-18,-2.0293252940275682e-18,-0.09119300206786499,-0.091193002067865,-0.0911933308674446,1.0000000000000002,1.0000036055352073
66221314.50483495,0.1722718899709546,66221314.50483495,318178685.49516505,1.3428906102448052e-10,-2.021630267747592e-18,-2.021637529227279e-18,-0.09084753363146238,-0.09084753363146238,-0.09084785994608607,1.0,1.0000035918930394
66346786.86228743,0.17259830089044598,66346786.86228743,318053213.1377126,1.340358823268892e-10,-2.0139861272271834e-18,-2.0139933339303807e-18,-0.09050402308747689,-0.09050402308747692,-0.09050434694056793,1.0000000000000002,1.0000035783281227
66472259.219739914,0.17292471180993735,66472259.219739914,317927740.7802601,1.3378366004147685e-10,-2.0063852270289654e-18,-2.0063923794711905e-18,-0.09016245566666639,-0.0901624556666664,-0.09016277708139092,1.0000000000000002,1.0000035648399563
66597731.5771924,0.17325112272942872,66597731.5771924,317802268.4228076,1.335323887632353e-10,-1.9988272415860703e-18,-1.998834340276952e-18,-0.08982281673878545,-0.08982281673878544,-0.08982313573804504,0.9999999999999999,1.0000035514279242
66723203.934644885,0.1735775336489201,66723203.934644885,317676796.0653551,1.3328206312781376e-10,-1.9913118483898606e-18,-1.9913188938336183e-18,-0.08948509181101856,-0.08948509181101859,-0.08948540841747177,1.0000000000000002,1.0000035380916172
66848676.29209737,0.17390394456841146,66848676.29209737,317551323.7079026,1.3303267781113736e-10,-1.9838387279555136e-18,-1.9838457206503536e-18,-0.08914926652643393,-0.08914926652643393,-0.08914958076246896,1.0,1.0000035248302905
66974148.64954986,0.17423035548790286,66974148.64954986,317425851.35045016,1.3278422752902974e-10,-1.9764075637880723e-18,-1.976414504226499e-18,-0.08881532666245735,-0.08881532666245735,-0.0888156385502063,1.0,1.0000035116433241
67099621.00700234,0.17455676640739423,67099621.00700234,317300378.99299765,1.3253670703684018e-10,-1.9690180423489263e-18,-1.9690249310183426e-18,-0.08848325812936639,-0.0884832581293664,-0.08848356769073203,1.0000000000000002,1.000003498530368
67225093.36445482,0.1748831773268856,67225093.36445482,317174906.6355452,1.322901111290746e-10,-1.9616698530227346e-18,-1.9616766904049016e-18,-0.08815304696880372,-0.08815304696880373,-0.0881533542254353,1.0000000000000002,1.0000034854907702
67350565.7219073,0.17520958824637695,67350565.7219073,317049434.2780927,1.320444346390308e-10,-1.954362688084785e-18,-1.9543694746563686e-18,-0.08782467935231039,-0.0878246793523104,-0.08782498432562824,1.0000000000000002,1.0000034725241254
67476038.0793598,0.17553599916586837,67476038.0793598,316923961.92064023,1.31799672438438e-10,-1.9470962426687664e-18,-1.9471029789001905e-18,-0.08749814157987765,-0.08749814157987766,-0.08749844429102153,1.0000000000000002,1.0000034596294096
67601510.43681228,0.17586241008535974,67601510.43681228,316798489.5631877,1.3155581943710005e-10,-1.939870214734975e-18,-1.9398769010924722e-18,-0.08717342007851805,-0.08717342007851805,-0.08717372054843943,1.0,1.0000034468066195
67726982.79426476,0.17618882100485111,67726982.79426476,316673017.2057352,1.3131287058254262e-10,-1.9326843050389156e-18,-1.9326909419832666e-18,-0.08685050140085462,-0.08685050140085464,-0.08685079965025996,1.0000000000000002,1.0000034340550776
67852455.15171725,0.17651523192434246,67852455.15171725,316547544.84828275,1.3107082085966464e-10,-1.9255382171003195e-18,-1.925544805087091e-18,-0.08652937222372853,-0.08652937222372854,-0.08652966827308996,1.0000000000000002,1.0000034213741973
67977927.50916973,0.17684164284383383,67977927.50916973,316422072.4908303,1.3082966529039332e-10,-1.918431657172561e-18,-1.9184381966522605e-18,-0.08621001934682472,-0.0862100193468247,-0.08621031321638702,0.9999999999999999,1.0000034087634422
68103399.86662221,0.1771680537633252,68103399.86662221,316296600.1333778,1.3058939893334295e-10,-1.9113643342124672e-18,-1.911370825630812e-18,-0.08589242969131522,-0.08589242969131522,-0.08589272140110794,1.0,1.0000033962223887
68228872.22407469,0.17749446468281657,68228872.22407469,316171127.7759253,1.3035001688347773e-10,-1.9043359598505133e-18,-1.9043424036482317e-18,-0.08557659029851986,-0.08557659029851986,-0.08557687986834836,1.0,1.00000338375048
68354344.58152717,0.17782087560230794,68354344.58152717,316045655.4184728,1.30111514271778e-10,-1.8973462483614046e-18,-1.89735264497417e-18,-0.08526248832858423,-0.08526248832858423,-0.08526277577802668,1.0,1.0000033713470964
68479816.93897966,0.17814728652179931,68479816.93897966,315920183.0610204,1.298738862649105e-10,-1.8903949166350328e-18,-1.8904012664939415e-18,-0.08495011105917451,-0.08495011105917451,-0.08495039640760343,1.0,1.000003359011841
68605289.29643214,0.17847369744129069,68605289.29643214,315794710.70356786,1.296371280649017e-10,-1.8834816841478057e-18,-1.883487987679537e-18,-0.08463944588418916,-0.08463944588418917,-0.08463972915077855,1.0000000000000002,1.0000033467443747
68730761.65388463,0.17880010836078208,68730761.65388463,315669238.34611535,1.2940123490881534e-10,-1.8766062729343402e-18,-1.8766125305601377e-18,-0.08433048031248679,-0.0843304803124868,-0.0843307615161664,1.0000000000000002,1.0000033345437922
68856234.01133712,0.17912651928027346,68856234.01133712,315543765.9886629,1.2916620206843317e-10,-1.8697684075595214e-18,-1.8697746196966755e-18,-0.0840232019666306,-0.08402320196663063,-0.08402348112615253,1.0000000000000002,1.0000033224099463
68981706.3687896,0.17945293019976483,68981706.3687896,315418293.6312104,1.28932024849939e-10,-1.8629678150909085e-18,-1.862973982152152e-18,-0.08371759858164839,-0.0837175985816484,-0.0837178757155599,1.0000000000000002,1.0000033103423438
69107178.72624208,0.1797793411192562,69107178.72624208,315292821.27375793,1.2869869859360661e-10,-1.8562042250715e-18,-1.8562103474651124e-18,-0.08341365800380861,-0.08341365800380861,-0.08341393313045688,1.0,1.0000032983405218
69232651.08369458,0.1801057520387476,69232651.08369458,315167348.9163054,1.2846621867349074e-10,-1.849477369492839e-18,-1.8494834476218396e-18,-0.08311136818941177,-0.08311136818941178,-0.0831116413269076,1.0000000000000002,1.0000032864035544
69358123.44114706,0.18043216295823897,69358123.44114706,315041876.5588529,1.2823458049712165e-10,-1.84278698276846e-18,-1.8427930170324894e-18,-0.0828107172035974,-0.0828107172035974,-0.08281098836989972,1.0,1.0000032745315037
69483595.79859954,0.18075857387773034,69483595.79859954,314916404.20140046,1.2800377950520267e-10,-1.8361328017076703e-18,-1.8361387925018054e-18,-0.08251169321916553,-0.08251169321916554,-0.08251196243202823,1.0000000000000002,1.0000032627237692
69609068.15605202,0.1810849847972217,69609068.15605202,314790931.843948,1.2777381117131135e-10,-1.8295145654896635e-18,-1.8295205132044663e-18,-0.08221428451541368,-0.08221428451541368,-0.08221455179238772,1.0,1.000003250979749
69734540.5135045,0.18141139571671308,69734540.5135045,314665459.4864955,1.2754467100160377e-10,-1.8229320156379587e-18,-1.82293792066004e-18,-0.08191847947698802,-0.08191847947698803,-0.08191874483544684,1.0000000000000002,1.000003239299124
69860012.87095699,0.18173780663620445,69860012.87095699,314539987.129043,1.2731635453452187e-10,-1.8163848959951564e-18,-1.816390758706852e-18,-0.08162426659274913,-0.08162426659274913,-0.08162453004987402,1.0,1.0000032276813733
69985485.22840947,0.18206421755569582,69985485.22840947,314414514.77159053,1.2708885734050407e-10,-1.8098729526980204e-18,-1.809878773477532e-18,-0.08133163445465204,-0.08133163445465205,-0.08133189602743857,1.0000000000000002,1.0000032161260288
70110957.58586195,0.18239062847518717,70110957.58586195,314289042.4141381,1.26862175021699e-10,-1.8033959341528593e-18,-1.80340171337436e-18,-0.08104057175664013,-0.08104057175664016,-0.08104083146190282,1.0000000000000004,1.0000032046326557
70236429.94331443,0.18271703939467854,70236429.94331443,314163570.05668557,1.2663630321168222e-10,-1.796953591011226e-18,-1.79695932904511e-18,-0.08075106729355302,-0.08075106729355302,-0.08075132514793648,1.0,1.0000031932009334
70361902.30076692,0.1830434503141699,70361902.30076692,314038097.69923306,1.2641123757517597e-10,-1.790545676145916e-18,-1.7905513733584937e-18,-0.08046310996004792,-0.08046310996004793,-0.08046336598001336,1.0000000000000002,1.0000031818303514
70487374.65821941,0.1833698612336613,70487374.65821941,313912625.3417806,1.2618697380777207e-10,-1.7841719446272614e-18,-1.7841776013803e-18,-0.08017668874953449,-0.08017668874953449,-0.08017694295133891,1.0,1.000003170520115
70612847.0156719,0.18369627215315268,70612847.0156719,313787152.9843281,1.259635076356577e-10,-1.7778321536997287e-18,-1.7778377703521934e-18,-0.07989179275312307,-0.07989179275312305,-0.07989204515289754,0.9999999999999998,1.0000031592703802
70738319.37312438,0.18402268307264405,70738319.37312438,313661680.62687564,1.2574083481534376e-10,-1.771526062758796e-18,-1.7715316396655825e-18,-0.0796084111585856,-0.07960841115858562,-0.0796086617722784,1.0000000000000002,1.0000031480805753
70863791.73057687,0.18434909399213548,70863791.73057687,313536208.2694231,1.255189511333967e-10,-1.7652534333281207e-18,-1.7652589708398284e-18,-0.0793265332493298,-0.0793265332493298,-0.07932678209269603,1.0,1.0000031369499718
70989264.08802935,0.18467550491162682,70989264.08802935,313410735.9119706,1.252978524061729e-10,-1.7590140290369967e-18,-1.7590195275009455e-18,-0.07904614840338578,-0.07904614840338578,-0.07904639549203324,1.0,1.0000031258783943
71114736.44548184,0.1850019158311182,71114736.44548184,313285263.55451816,1.250775344795557e-10,-1.7528076155980772e-18,-1.7528130753577378e-18,-0.07876724609240524,-0.07876724609240525,-0.07876749144176873,1.0000000000000002,1.0000031148653237
71240208.80293432,0.18532832675060956,71240208.80293432,313159791.1970657,1.2485799322869556e-10,-1.7466339607853808e-18,-1.7466393821806975e-18,-0.07848981588067301,-0.07848981588067303,-0.07849005950602887,1.0000000000000002,1.0000031039104007
71365681.1603868,0.18565473767010093,71365681.1603868,313034318.8396132,1.2463922455775257e-10,-1.740492834412563e-18,-1.7404982177802126e-18,-0.07821384742413066,-0.07821384742413066,-0.07821408934060838,1.0,1.0000030930133945
71491153.51783928,0.1859811485895923,71491153.51783928,312908846.4821607,1.244212243996421e-10,-1.7343840083114619e-18,-1.7343893539838867e-18,-0.0779393304694123,-0.0779393304694123,-0.07793957069195108,1.0,1.0000030821734973
71616625.87529176,0.18630755950908368,71616625.87529176,312783374.12470824,1.2420398871578288e-10,-1.7283072563108951e-18,-1.728312564617607e-18,-0.07766625485289186,-0.07766625485289187,-0.07766649339629925,1.0000000000000002,1.0000030713906296
71742098.23274425,0.18663397042857505,71742098.23274425,312657901.7672558,1.2398751349584748e-10,-1.7222623542157276e-18,-1.7222676254826668e-18,-0.07739461049974243,-0.07739461049974243,-0.07739484737866544,1.0,1.000003060664321
71867570.59019673,0.18696038134806642,71867570.59019673,312532429.4098033,1.237717947575161e-10,-1.716249079786187e-18,-1.7162543143355514e-18,-0.07712438742300665,-0.07712438742300666,-0.07712462265192414,1.0000000000000002,1.0000030499939818
71993042.94764921,0.1872867922675578,71993042.94764921,312406957.05235076,1.2355682854623212e-10,-1.7102672127174355e-18,-1.7102724108688077e-18,-0.07685557572267887,-0.07685557572267888,-0.07685580931595216,1.0000000000000002,1.000003039379656
72118515.30510171,0.1876132031870492,72118515.30510171,312281484.6948983,1.233426109349608e-10,-1.7043165346193882e-18,-1.7043216966881676e-18,-0.07658816558479808,-0.07658816558479808,-0.07658839755660052,1.0,1.0000030288204538
72243987.66255419,0.18793961410654056,72243987.66255419,312156012.3374458,1.2312913802395032e-10,-1.6983968289967791e-18,-1.6984019552956862e-18,-0.07632214728055223,-0.07632214728055223,-0.07632237764493674,1.0,1.0000030183163435
72369460.02000667,0.18826602502603193,72369460.02000667,312030539.97999334,1.229164059404951e-10,-1.6925078812294644e-18,-1.6925129720676532e-18,-0.07605751116539299,-0.07605751116539299,-0.0760577399362523,1.0,1.0000030078667552
72494932.37745915,0.1885924359455233,72494932.37745915,311905067.62254083,1.2270441083870184e-10,-1.6866494785529686e-18,-1.6866545342366468e-18,-0.07579424767816166,-0.07579424767816167,-0.07579447486925607,1.0000000000000002,1.0000029974714622
72620404.73491165,0.1889188468650147,72620404.73491165,311779595.2650883,1.224931488992579e-10,-1.6808214100392615e-18,-1.6808264308714176e-18,-0.0755323473402253,-0.07553234734022532,-0.07553257296517041,1.0000000000000002,1.0000029871300582
72745877.09236413,0.18924525778450607,72745877.09236413,311654122.90763587,1.2228261632920207e-10,-1.6750234665777748e-18,-1.6750284528579557e-18,-0.07527180075462359,-0.07527180075462359,-0.07527202482688035,1.0,1.000002976841985
72871349.44981661,0.18957166870399744,72871349.44981661,311528650.5501834,1.2207280936169774e-10,-1.6692554408566368e-18,-1.6692603928815446e-18,-0.07501259860522559,-0.07501259860522559,-0.07501282113812714,1.0,1.0000029666070192
72996821.8072691,0.1898980796234888,72996821.8072691,311403178.1927309,1.2186372425580825e-10,-1.6635171273441392e-18,-1.6635220454075321e-18,-0.07475473165589697,-0.07475473165589697,-0.07475495266264415,1.0,1.0000029564248616
73122294.16472158,0.19022449054298018,73122294.16472158,311277705.8352784,1.2165535729627482e-10,-1.657808322270427e-18,-1.65781320666299e-18,-0.07449819074967705,-0.07449819074967706,-0.07449841024333262,1.0000000000000002,1.000002946295116
73247766.52217406,0.19055090146247153,73247766.52217406,311152233.47782594,1.2144770479329653e-10,-1.6521288236094029e-18,-1.6521336746186682e-18,-0.07424296680796584,-0.07424296680796585,-0.07424318480145083,1.0000000000000002,1.0000029362173195
73373238.87962654,0.1908773123819629,73373238.87962654,311026761.1203735,1.2124076308231274e-10,-1.646478431060854e-18,-1.6464832489715416e-18,-0.07398905082972063,-0.07398905082972064,-0.07398926733582971,1.0000000000000002,1.0000029261911954
73498711.23707902,0.19120372330145427,73498711.23707902,310901288.762921,1.2103452852378756e-10,-1.6408569460327868e-18,-1.6408617311267648e-18,-0.07373643389066228,-0.0737364338906623,-0.07373664892206197,1.0000000000000002,1.0000029162164257
73624183.59453152,0.1915301342209457,73624183.59453152,310775816.40546846,1.2082899750299666e-10,-1.6352641716239745e-18,-1.6352689241800213e-18,-0.07348510714249096,-0.07348510714249096,-0.07348532071170892,1.0,1.0000029062925302
73749655.951984,0.19185654514043704,73749655.951984,310650344.048016,1.2062416642981624e-10,-1.629699912606716e-18,-1.6297046329009575e-18,-0.07323506181211124,-0.07323506181211126,-0.07323527393155599,1.0000000000000002,1.0000028964192764
73875128.30943649,0.1921829560599284,73875128.30943649,310524871.6905635,1.2042003173851402e-10,-1.6241639754097924e-18,-1.6241686637155317e-18,-0.0729862892008664,-0.0729862892008664,-0.07298649988281955,1.0,1.0000028865963109
74000600.66688897,0.19250936697941978,74000600.66688897,310399399.33311105,1.2021658988754256e-10,-1.6186561681016288e-18,-1.6186608246893497e-18,-0.07273878068378158,-0.07273878068378158,-0.07273898994039805,1.0,1.0000028768232643
74126073.02434145,0.19283577789891115,74126073.02434145,310273926.97565854,1.2001383735933451e-10,-1.6131763003736597e-18,-1.6131809255111974e-18,-0.07249252770881633,-0.07249252770881634,-0.07249273555213205,1.0000000000000002,1.0000028670998555
74251545.38179393,0.19316218881840252,74251545.38179393,310148454.6182061,1.1981177066010003e-10,-1.6077241835238835e-18,-1.607728777476277e-18,-0.0722475217961256,-0.0722475217961256,-0.07224772823805083,1.0,1.0000028574256956
74377017.73924641,0.1934885997378939,74377017.73924641,310022982.2607536,1.1961038631962622e-10,-1.6022996304406172e-18,-1.6023041934702331e-18,-0.07200375453732968,-0.07200375453732968,-0.07200395958965458,1.0,1.0000028478004546
74502490.09669891,0.1938150106573853,74502490.09669891,309897509.9033011,1.194096808910786e-10,-1.5969024555864386e-18,-1.5969069879528822e-18,-0.07176121759479262,-0.07176121759479262,-0.07176142126918328,1.0,1.0000028382237298
74627962.45415139,0.19414142157687667,74627962.45415139,309772037.5458486,1.192096509508046e-10,-1.5915324749823201e-18,-1.5915369769428299e-18,-0.07151990270090924,-0.07151990270090924,-0.07152010500892537,1.0,1.000002828695349
74753434.81160387,0.19446783249636804,74753434.81160387,309646565.1883961,1.19010293098139e-10,-1.586189506191946e-18,-1.5861939780009049e-18,-0.07127980165740035,-0.07127980165740035,-0.07128000261047335,1.0,1.0000028192148172
74878907.16905636,0.1947942434158594,74878907.16905636,309521092.83094364,1.188116039552112e-10,-1.5808733683062154e-18,-1.5808778102158609e-18,-0.07104090633461636,-0.07104090633461638,-0.07104110594408124,1.0000000000000002,1.0000028097820703
75004379.52650884,0.19512065433535078,75004379.52650884,309395620.4734912,1.186135801667548e-10,-1.5755838819279264e-18,-1.5755882941875146e-18,-0.07080320867084912,-0.07080320867084912,-0.07080340694790686,1.0,1.0000028003965
75129851.88396132,0.19544706525484215,75129851.88396132,309270148.1160387,1.184162183999187e-10,-1.5703208691566387e-18,-1.5703252520132366e-18,-0.07056670067165147,-0.07056670067165148,-0.07056689762740473,1.0000000000000002,1.0000027910579832
75255324.2414138,0.19577347617433352,75255324.2414138,309144675.75858617,1.1821951534408027e-10,-1.5650841535737125e-18,-1.5650885072718782e-18,-0.07033137440916513,-0.07033137440916515,-0.0703315700546038,1.0000000000000002,1.0000027817661792
75380796.5988663,0.19609988709382492,75380796.5988663,309019203.4011337,1.1802346771066032e-10,-1.5598735602275224e-18,-1.559877885009079e-18,-0.07009722202145614,-0.07009722202145614,-0.0700974163674472,1.0,1.0000027725205856
75506268.95631878,0.1964262980133163,75506268.95631878,308893731.0436812,1.1782807223294008e-10,-1.5546889156188435e-18,-1.554693211723659e-18,-0.06986423571185814,-0.06986423571185814,-0.06986442876918071,1.0,1.0000027633211843
75631741.31377126,0.19675270893280766,75631741.31377126,308768258.68622875,1.1763332566587966e-10,-1.5495300476864036e-18,-1.549534315351644e-18,-0.06963240774832316,-0.06963240774832316,-0.06963259952763495,1.0,1.000002754167463
75757213.67122374,0.19707911985229903,75757213.67122374,308642786.32877624,1.174392247859387e-10,-1.544396785792608e-18,-1.5444010252533484e-18,-0.0694017304627801,-0.0694017304627801,-0.06940192097464487,1.0,1.0000027450592874
75882686.02867623,0.1974055307717904,75882686.02867623,308517313.9713238,1.1724576639089853e-10,-1.5392889607094254e-18,-1.5392931721980907e-18,-0.0691721962505005,-0.06917219625050049,-0.0691723855053629,0.9999999999999998,1.0000027359961465
76008158.38612871,0.19773194169128175,76008158.38612871,308391841.6138713,1.170529472996863e-10,-1.5342064046044387e-18,-1.5342105883513746e-18,-0.06894379756947162,-0.06894379756947164,-0.06894398557768289,1.0000000000000002,1.0000027269778848
76133630.74358119,0.19805835261077312,76133630.74358119,308266369.2564188,1.168607643522005e-10,-1.5291489510270564e-18,-1.5291531072604922e-18,-0.06871652693977695,-0.06871652693977696,-0.06871671371159319,1.0000000000000002,1.0000027180043078
76259103.10103369,0.19838476353026455,76259103.10103369,308140896.8989663,1.1666921440913875e-10,-1.5241164348948803e-18,-1.5241205638403247e-18,-0.06849037694298346,-0.06849037694298346,-0.0684905624885385,1.0,1.000002709074812
76384575.45848617,0.19871117444975592,76384575.45848617,308015424.5415138,1.1647829435182678e-10,-1.5191086924802362e-18,-1.519112794361312e-18,-0.0682653402215364,-0.0682653402215364,-0.06826552455087938,1.0,1.0000027001893257
76510047.81593865,0.19903758536924726,76510047.81593865,307889952.18406135,1.1628800108204926e-10,-1.5141255613968499e-18,-1.5141296364350564e-18,-0.06804140947816051,-0.06804140947816051,-0.0680415926012451,1.0,1.0000026913476072
76635520.17339113,0.19936399628873863,76635520.17339113,307764479.8266089,1.1609833152188242e-10,-1.5091668805866831e-18,-1.5091709290012073e-18,-0.06781857747526848,-0.0678185774752685,-0.06781875940194446,1.0000000000000002,1.000002682549277
76760992.53084362,0.19969040720823,76760992.53084362,307639007.4691564,1.159092826135282e-10,-1.5042324903069169e-18,-1.5042365123147411e-18,-0.06759683703437606,-0.06759683703437606,-0.06759701777439411,1.0,1.0000026737940113
76886464.8882961,0.20001681812772137,76886464.8882961,307513535.1117039,1.1572085131914997e-10,-1.499322232117084e-18,-1.4993262279331424e-18,-0.0673761810355237,-0.0673761810355237,-0.06737636059854249,1.0,1.0000026650815768
77011937.24574858,0.20034322904721275,77011937.24574858,307388062.7542514,1.1553303462070997e-10,-1.4944359488663497e-18,-1.4944399187035843e-18,-0.0671566024167051,-0.06715660241670508,-0.06715678081229376,0.9999999999999998,1.0000026564117637
77137409.60320108,0.20066963996670414,77137409.60320108,307262590.3967989,1.1534582951980828e-10,-1.4895734846809315e-18,-1.4895774287499131e-18,-0.06693809417330174,-0.06693809417330174,-0.06693827141092287,1.0,1.0000026477840955
