trial,correction_mode,model,n_test,z_min,z_max,weighted_mean_resid,weighted_rmse,weighted_mae,mean_resid,median_resid,alpha,beta_z,gamma_z2
1,catalog_quadratic_z_delta,STAM b=461.3626922 original,450,0.02557,0.96689,-0.11442086838758946,0.2838148204219803,0.2094737012374856,-0.006216872081618195,-0.0058891231149296175,0.6712799947282159,-2.454466038267438,2.4370335052089165
1,catalog_quadratic_z_delta,STAM b=1335.412792 DES-style,450,0.02557,0.96689,-0.22730827337231285,0.3504638229853417,0.2666100287616516,-0.11635296390594849,-0.11922347691152524,0.6712799947282159,-2.454466038267438,2.4370335052089165
1,catalog_quadratic_z_delta,LCDM fixed H0=70 Om=0.3,450,0.02557,0.96689,-0.23853336350645554,0.32902146682924543,0.26521011539871664,-0.14068169768597444,-0.15807960320683634,0.6712799947282159,-2.454466038267438,2.4370335052089165
1,raw_no_catalog_correction,STAM b=354.95 union-style,450,0.02557,0.96689,0.1224413367117089,0.1908105368829521,0.14957470058529587,0.18779491501111686,0.1452595395225451,,,
1,raw_no_catalog_correction,STAM b=461.3626922 original,450,0.02557,0.96689,0.10828403434469709,0.1821951372783234,0.14154056018327163,0.17399332600501555,0.130555453136882,,,
1,raw_no_catalog_correction,STAM b=1335.412792 DES-style,450,0.02557,0.96689,-0.0046033706400263165,0.14844863387353768,0.11459693774073272,0.06385723418068524,0.01621653260485445,,,
1,raw_no_catalog_correction,LCDM fixed H0=70 Om=0.3,450,0.02557,0.96689,-0.015828460774168957,0.1469606980154013,0.11424062968594363,0.039528500400659285,-0.00048307635041666686,,,
2,catalog_bin_median_delta,STAM b=354.95 union-style,450,0.02557,0.93075,-0.0907151984639874,0.286035192461697,0.19553130236412405,-0.008341079779913451,0.01107815775743859,,,
2,catalog_bin_median_delta,STAM b=461.3626922 original,450,0.02557,0.93075,-0.10492998204536297,0.2915885018374116,0.197466288037381,-0.022135095226395975,-0.003256162802031781,,,
2,catalog_bin_median_delta,STAM b=1335.412792 DES-style,450,0.02557,0.93075,-0.21826144590734242,0.3536793537801057,0.2465768085485066,-0.1322124105907033,-0.11182628752886004,,,
2,catalog_bin_median_delta,LCDM fixed H0=70 Om=0.3,450,0.02557,0.93075,-0.22697095500748143,0.33279380854932716,0.24582167276847539,-0.15667889401437574,-0.14696810526118753,,,
2,catalog_linear_z_delta,STAM b=354.95 union-style,450,0.02557,0.93075,-0.08048307818829531,0.23366005139558182,0.18815772661656077,0.004299770133806505,0.004725894623337723,0.47534813934120085,-0.6602846313301485,
2,catalog_linear_z_delta,STAM b=461.3626922 original,450,0.02557,0.93075,-0.09469786176967089,0.2399785851582073,0.19256543171335336,-0.00949424531267602,-0.008976465646991727,0.47534813934120085,-0.6602846313301485,
2,catalog_linear_z_delta,STAM b=1335.412792 DES-style,450,0.02557,0.93075,-0.2080293256316503,0.3097261480843076,0.25323851510194684,-0.11957156067698334,-0.11802268592571963,0.47534813934120085,-0.6602846313301485,
