catalog,cid,z,mu_obs,muerr,weight,observed_distance_mly,lcdm_distance_mly,lcdm_mu,stam_unadjusted_su,stam_unadjusted_distance_mly,stam_unadjusted_mu_equiv,stam_adjusted_union_distance_mly,stam_adjusted_union_mu,stam_adjusted_union_excess_mly,stam_adjusted_union_excess_fraction,stam_adjusted_union_flattening_ratio,resid_mu_stam_adjusted_union,stam_adjusted_original_distance_mly,stam_adjusted_original_mu,stam_adjusted_original_excess_mly,stam_adjusted_original_excess_fraction,stam_adjusted_original_flattening_ratio,resid_mu_stam_adjusted_original,stam_adjusted_des_distance_mly,stam_adjusted_des_mu,stam_adjusted_des_excess_mly,stam_adjusted_des_excess_fraction,stam_adjusted_des_flattening_ratio,resid_mu_stam_adjusted_des,resid_mu_lcdm,resid_mu_stam_unadjusted,observed_over_unadjusted_distance,observed_over_lcdm_distance,unadjusted_over_lcdm_distance,adjusted_union_over_lcdm_distance,unadjusted_fraction_of_observed,observed_excess_over_unadjusted_mly,observed_excess_over_unadjusted_fraction
DES,2008ar,0.02849,35.45147,0.0994,101.21088705269847,401.5317347074685,406.65999180860604,35.47902786256743,117.4369528803333,383.0281114783139,35.34902387070972,396.94374919187527,35.42651546148956,13.915637713561352,0.03505695137381995,0.9649430486261801,0.024954538510442603,399.97544679265326,35.443037285750265,16.94733531433934,0.04237093914198393,0.957629060858016,0.008432714249735795,424.8771341359553,35.57418741990935,41.8490226576414,0.09849676364143956,0.9015032363585604,-0.1227174199093497,-0.027557862567427094,0.10244612929027852,1.0483087864171092,0.9873893247321188,0.9418878650314476,0.9761072079564107,0.9539174076922333,18.503623229154584,0.046082592307766644
DES,2005hc,0.04575,36.69777,0.0872,131.5124989479,712.8199977089373,661.3501510659565,36.5350279101513,189.06954819709813,616.6623895443414,36.383107932037746,642.7083579786956,36.47294036296821,26.045968434354222,0.04052533020772944,0.9594746697922706,0.22482963703178882,647.5767386468456,36.48932682592071,30.91434910250416,0.04773851075488249,0.9522614892451176,0.20844317407928514,687.5645307126956,36.61943794827838,70.9021411683542,0.10312070794992949,0.8968792920500706,0.07833205172161684,0.16274208984869887,0.31466206796225293,1.1559323380101838,1.0778254099738576,0.932429498277746,0.9718125216162509,0.8651025385459802,96.1576081645959,0.13489746145401987
DES,2006ob,0.05824,37.05644,0.0849,138.7345467056788,840.8409903425014,849.4888480794673,37.07865903428714,241.13442091653502,786.4752924081073,36.911296042495366,823.0402543688332,37.009976008708186,36.564961960725896,0.044426699382725275,0.9555733006172747,0.04646399129181589,829.2377295625612,37.026265894109,42.76243715445389,0.05156836891275063,0.9484316310872494,0.03017410589099967,880.1424073749132,37.155635358968546,93.66711496680591,0.10642268135468519,0.8935773186453149,-0.0991953589685437,-0.022219034287140005,0.1451439575046365,1.0691257544377928,0.9898199278819056,0.9258217976447581,0.9688652843760935,0.9353436635953616,54.36569793439412,0.06465633640463844
DES,2006te,0.0329,35.86396,0.0989,102.23683981838647,485.53201876172227,471.1440346956984,35.798639108475285,135.7044821146387,442.6088231059454,35.662970959946016,459.35829029784344,35.7436284184282,16.74946719189802,0.036462751507190236,0.9635372484928098,0.12033158157179713,462.85926787122344,35.76011544507435,20.25044476527802,0.04375076004940683,0.9562492399505932,0.10384455492565081,491.61551615464344,35.890998531951695,49.006693048698025,0.09968500065258802,0.900314999347412,-0.027038531951696143,0.06532089152471343,0.2009890400539831,1.0969777225735569,1.0305383980406688,0.9394342080374991,0.9749848379053189,0.9115955405675488,42.92319565577685,0.08840445943245129
DES,2005hj,0.05708,37.07054,0.1121,79.57722213424518,846.3185792455886,831.8813714120231,37.03317762028206,236.2908406427648,770.6776464410302,36.86723443686686,806.2040838989662,36.96509559363326,35.52643745793603,0.04406630798261772,0.9559336920173823,0.10544440636674324,812.2781203697422,36.98139440062545,41.60047392871195,0.05121456910568484,0.9487854308943151,0.0891455993745538,862.1689000663263,37.11083238994299,91.49125362529605,0.10611755262600828,0.8938824473739917,-0.04029238994299078,0.03736237971794054,0.2033055631331422,1.0981486009797563,1.0173548877636964,0.9264273403945726,0.9691334745608348,0.910623570532996,75.64093280455836,0.08937642946700397
DES,2008bz,0.06099,37.36659,0.0716,195.0625760744047,969.9377782340738,891.3399075013206,37.18308738173815,252.62366661194002,823.9481999818042,37.012370171268856,863.0255618793701,37.11298892091412,39.07736189756588,0.04527949532858441,0.9547205046714156,0.2536010790858825,869.5156719766482,37.129257694963314,45.56747199484391,0.0524055787186176,0.9475944212813824,0.23733230503668779,922.8239875634501,37.25846499920433,98.87578758164591,0.10714479566434933,0.8928552043356507,0.108125000795674,0.18350261826185488,0.35421982873114644,1.1771829567143828,1.0881794588924953,0.92439280800471,0.9682339527450043,0.8494856252345724,145.98957825226955,0.15051437476542756
DES,2003iv,0.03491,36.01126,0.1344,55.360685941043094,519.6104480532676,500.66967731796115,35.93062707211771,144.0384436349457,469.7905701111567,35.79239210041631,487.8921090494239,35.87448959514604,18.101538938267197,0.03710152019784664,0.9628984798021534,0.1367704048539622,491.6069761341259,35.89096081023749,21.816406022969204,0.044377738889158885,0.9556222611108411,0.12029918976251253,522.1200651181439,36.02172254225731,52.3294950069872,0.10022502198827817,0.8997749780117218,-0.010462542257307916,0.08063292788229148,0.21886789958369235,1.1060469943667093,1.0378308725161276,0.9383243910990958,0.9744790450722212,0.9041207155692071,49.81987794211096,0.09587928443079285
DES,2003cq,0.03378,35.83146,0.1865,28.750296487432525,478.31926719293904,484.06030442482216,35.85736797270124,139.35256945841112,454.5072926380777,35.72057490440419,471.84405239637937,35.80186305037493,17.336759758301696,0.03674256286638048,0.9632574371336196,0.029596949625066316,475.43867313889535,35.818343150815046,20.93138050081768,0.04402540576395803,0.9559745942360419,0.013116849184953594,504.9640855101394,35.94917307948978,50.456792872061726,0.09992154753161862,0.9000784524683814,-0.11771307948978205,-0.025907972701240567,0.11088509559581183,1.052390742548157,0.9881398305553999,0.9389476651636196,0.9747629542914935,0.9502174045912803,23.811974554861365,0.049782595408719675
DES,2007co,0.02731,35.4217,0.145,47.562425683709876,396.06446126800233,389.47493392677166,35.38526818628251,112.5531036796848,367.09912583803225,35.25678737639731,380.28741169788435,35.333430372739116,13.188285859852101,0.03467978548374724,0.9653202145162527,0.08826962726088539,383.19354232186635,35.34996153285032,16.094416483834095,0.04200075081201517,0.9579992491879848,0.0717384671496788,407.0638505474044,35.481183306798016,39.96472470937215,0.09817802454241285,0.9018219754575871,-0.05948330679801472,0.036431813717491934,0.16491262360268877,1.0789033081019916,1.0169190023984178,0.9425487851987249,0.9764104915911874,0.9268671182028364,28.965335429970082,0.07313288179716357
DES,2002he,0.02519,35.23294,0.1246,64.41157450229176,363.0896547515224,358.6736579462832,35.20636803461534,103.7830378024504,338.49499665971086,35.080631893248224,350.4092944120084,35.15574871007662,11.914297752297557,0.03400108941827559,0.9659989105817244,0.07719128992337687,353.0898301285264,35.17229666960434,14.594833468815523,0.04133461862524597,0.958665381374754,0.06064333039565639,375.1071521424884,35.30364734919701,36.61215548277755,0.09760452519676308,0.9023954748032369,-0.07070734919700783,0.026571965384661667,0.15230810675177509,1.0726588526699452,1.0123120187596844,0.9437408885778995,0.9769585433689348,0.932262850869043,24.59465809181154,0.06773714913095694
DES,2003fa,0.04056,36.16885,0.1017,96.68477572515998,558.7221322035211,584.1152850305773,36.26536347939923,167.49139918320444,546.2838803674956,36.11996255288887,568.3888019511255,36.20609819040833,22.104921583629903,0.038890494513174195,0.9611095054868258,-0.03724819040833438,572.7049007467575,36.22252512208846,26.421020379261904,0.04613374242967222,0.9538662575703278,-0.05367512208846392,608.1563727946456,36.35294693483068,61.87249242714995,0.10173780164931735,0.8982621983506827,-0.18409693483068423,-0.09651347939922772,0.04888744711112736,1.0227688428727901,0.9565271557211058,0.9352329828843611,0.9730764054930894,0.977738036281164,12.438251836025529,0.02226196371883609
DES,2005iq,0.03341,36.04919,0.0898,124.00732139225498,528.7664299067735,478.62762933748,35.83285945051207,137.8185983746178,449.5041481177459,35.69653914396995,466.5930938966042,35.77756215702108,17.088945778858317,0.03662494366589399,0.963375056334106,0.27162784297892273,470.1483419430062,35.79404516890686,20.644193825260288,0.043909957737898145,0.9560900422621018,0.25514483109314057,499.35035577732424,35.92489744292608,49.84620765957834,0.09982211303721651,0.9001778869627834,0.12429255707392173,0.2163305494879353,0.35265085603005275,1.1763327037602,1.1047553410961586,0.9391521102531272,0.974856162278943,0.8500996332104473,79.26228178902761,0.14990036678955262
DES,2005ms,0.02669,35.48988,0.1058,89.33644462391142,408.6974001632417,380.45722683302904,35.33439981469935,109.98770051511482,358.73189980563507,35.20672061228797,371.5432467398724,35.282917484089666,12.81134693423735,0.034481442057287405,0.9655185579427126,0.20696251591033388,374.3834014946904,35.29945355370769,15.651501689055351,0.04180607801138674,0.9581939219886133,0.19042644629230665,397.7117986583524,35.43071300028342,38.97989885271733,0.09801041604552031,0.9019895839544797,0.059166999716580904,0.15548018530064667,0.28315938771203264,1.1392836833988795,1.074226933643204,0.9428967949741994,0.9765703488737547,0.877744511372841,49.96550035760663,0.12225548862715896
DES,2006al,0.06886,37.60919,0.0802,155.4716699523013,1084.5857024573916,1011.9551107358889,37.45867686515595,285.5552565928541,931.3566809496382,37.27845079603324,978.0156844114018,37.3845997227946,46.65900346176363,0.04770782739526756,0.9522921726047324,0.22459027720540092,985.3432623962938,37.400808381254365,53.98658144665558,0.05478961850854245,0.9452103814914575,0.20838161874563355,1045.5303522685217,37.52955385034485,114.17367131888352,0.10920168034448463,0.8907983196555154,0.0796361496551512,0.15051313484404716,0.3307392039667576,1.1645223840038563,1.0717725430218799,0.9203537499527623,0.9664615298006584,0.8587211493194351,153.22902150775337,0.14127885068056487
