pair,observed_mag,predicted_mag,ratio_obs_pred,sign_match
Pantheon+ vs Union3,0.038533620241726796,0.030228573695665138,1.2747415948127458,True
Pantheon+ vs DES-Y5,-0.11289030363034382,0.013699192863629755,-8.24065364683334,False
Union3 vs DES-Y5,-0.1514239238720706,-0.01652938083203538,9.160895100111544,True
